county,date,vaccines_started,vaccines_completed
Coshocton,3/26/21,54,592
Coshocton,3/27/21,17,5
Coshocton,3/28/21,5,0
Coshocton,3/29/21,23,53
Coshocton,3/30/21,103,512
Coshocton,3/31/21,78,71
Coshocton,4/1/21,243,38
Coshocton,4/2/21,118,138
Coshocton,4/3/21,14,5
Coshocton,4/4/21,4,1
Coshocton,4/5/21,30,24
Coshocton,4/6/21,62,325
Coshocton,4/7/21,78,117
Coshocton,4/8/21,188,82
Coshocton,4/9/21,49,42
Coshocton,4/10/21,106,27
Coshocton,4/11/21,7,9
Coshocton,4/12/21,22,27
Coshocton,4/13/21,11,224
Coshocton,4/14/21,60,131
Coshocton,4/15/21,54,23
Coshocton,4/16/21,23,7
Coshocton,4/17/21,2,3
Coshocton,4/18/21,2,2
Coshocton,4/19/21,6,15
Coshocton,4/20/21,55,375
Coshocton,4/21/21,73,100
Coshocton,4/22/21,7,29
Coshocton,4/23/21,10,8
Coshocton,4/24/21,4,5
Coshocton,4/25/21,1,0
Crawford,12/14/20,0,0
Crawford,12/15/20,0,0
Crawford,12/16/20,0,0
Crawford,12/17/20,0,0
Crawford,12/18/20,2,0
Crawford,12/19/20,0,0
Crawford,12/20/20,0,0
Crawford,12/21/20,6,0
Crawford,12/22/20,46,0
Crawford,12/23/20,91,0
Crawford,12/24/20,64,0
Crawford,12/25/20,0,0
Crawford,12/26/20,3,0
Crawford,12/27/20,1,0
Crawford,12/28/20,30,0
Crawford,12/29/20,104,0
Crawford,12/30/20,92,0
Crawford,12/31/20,57,0
Crawford,1/1/21,1,0
Crawford,1/2/21,8,0
Crawford,1/3/21,1,0
Crawford,1/4/21,82,0
Crawford,1/5/21,194,0
Crawford,1/6/21,158,0
Crawford,1/7/21,115,0
Crawford,1/8/21,39,1
Crawford,1/9/21,3,0
Crawford,1/10/21,3,0
Crawford,1/11/21,18,2
Crawford,1/12/21,72,36
Crawford,1/13/21,103,90
Crawford,1/14/21,35,0
Crawford,1/15/21,150,2
Crawford,1/16/21,14,3
Crawford,1/17/21,0,1
Crawford,1/18/21,52,3
Crawford,1/19/21,326,7
Crawford,1/20/21,296,7
Crawford,1/21/21,184,63
Crawford,1/22/21,330,10
Crawford,1/23/21,86,14
Crawford,1/24/21,4,1
Crawford,1/25/21,101,45
Crawford,1/26/21,72,116
Crawford,1/27/21,301,80
Crawford,1/28/21,154,123
Crawford,1/29/21,129,51
Crawford,1/30/21,16,0
Crawford,1/31/21,17,3
Crawford,2/1/21,131,29
Crawford,2/2/21,119,92
Crawford,2/3/21,364,112
Crawford,2/4/21,84,112
Crawford,2/5/21,111,86
Crawford,2/6/21,14,11
Crawford,2/7/21,11,0
Crawford,2/8/21,90,27
Crawford,2/9/21,108,53
Crawford,2/10/21,219,87
Crawford,2/11/21,146,191
Crawford,2/12/21,88,290
Crawford,2/13/21,48,83
Crawford,2/14/21,10,9
Crawford,2/15/21,26,43
Crawford,2/16/21,31,7
Crawford,2/17/21,59,376
Crawford,2/18/21,113,210
Crawford,2/19/21,292,220
Crawford,2/20/21,13,39
Crawford,2/21/21,2,13
Crawford,2/22/21,43,61
Crawford,2/23/21,291,113
Crawford,2/24/21,91,343
Crawford,2/25/21,296,116
Crawford,2/26/21,400,138
Crawford,2/27/21,31,11
Crawford,2/28/21,27,20
Crawford,3/1/21,10,49
Crawford,3/2/21,228,75
Crawford,3/3/21,158,440
Crawford,3/4/21,207,224
Crawford,3/5/21,246,136
Crawford,3/6/21,57,65
Crawford,3/7/21,6,17
Crawford,3/8/21,200,168
Crawford,3/9/21,174,101
Crawford,3/10/21,270,320
Crawford,3/11/21,401,258
Crawford,3/12/21,343,216
Crawford,3/13/21,31,46
Crawford,3/14/21,13,13
Crawford,3/15/21,79,48
Crawford,3/16/21,272,105
Crawford,3/17/21,304,293
Crawford,3/18/21,179,227
Crawford,3/19/21,229,115
Crawford,3/20/21,34,6
Crawford,3/21/21,16,3
Crawford,3/22/21,65,38
Crawford,3/23/21,234,86
Crawford,3/24/21,182,302
Crawford,3/25/21,87,149
Crawford,3/26/21,162,393
Crawford,3/27/21,29,41
Crawford,3/28/21,16,19
Crawford,3/29/21,250,52
Crawford,3/30/21,125,108
Crawford,3/31/21,152,476
Crawford,4/1/21,142,143
Crawford,4/2/21,104,83
Crawford,4/3/21,27,67
Crawford,4/4/21,7,4
Crawford,4/5/21,34,83
Crawford,4/6/21,126,134
Crawford,4/7/21,173,259
Crawford,4/8/21,92,181
Crawford,4/9/21,95,326
Crawford,4/10/21,30,55
Crawford,4/11/21,15,19
Crawford,4/12/21,50,94
Crawford,4/13/21,57,114
Crawford,4/14/21,85,318
Crawford,4/15/21,53,117
Crawford,4/16/21,84,242
Crawford,4/17/21,25,27
Crawford,4/18/21,1,5
Crawford,4/19/21,20,44
Crawford,4/20/21,37,74
Crawford,4/21/21,49,237
Crawford,4/22/21,36,98
Crawford,4/23/21,40,188
Crawford,4/24/21,5,26
Crawford,4/25/21,3,6
Cuyahoga,12/14/20,3,0
Cuyahoga,12/15/20,4,0
Cuyahoga,12/16/20,348,0
Cuyahoga,12/17/20,318,0
Cuyahoga,12/18/20,692,0
Cuyahoga,12/19/20,26,0
Cuyahoga,12/20/20,9,0
Cuyahoga,12/21/20,970,0
Cuyahoga,12/22/20,964,0
Cuyahoga,12/23/20,2391,0
Cuyahoga,12/24/20,1318,0
Cuyahoga,12/25/20,103,0
Cuyahoga,12/26/20,836,0
Cuyahoga,12/27/20,633,0
Cuyahoga,12/28/20,2662,1
Cuyahoga,12/29/20,4448,0
Cuyahoga,12/30/20,4116,0
Cuyahoga,12/31/20,1944,1
Cuyahoga,1/1/21,72,8
Cuyahoga,1/2/21,717,2
Cuyahoga,1/3/21,96,0
Cuyahoga,1/4/21,2873,6
Cuyahoga,1/5/21,2998,170
Cuyahoga,1/6/21,3559,159
Cuyahoga,1/7/21,2969,165
Cuyahoga,1/8/21,2585,228
Cuyahoga,1/9/21,612,111
Cuyahoga,1/10/21,235,10
Cuyahoga,1/11/21,1718,700
Cuyahoga,1/12/21,1772,806
Cuyahoga,1/13/21,3203,1094
Cuyahoga,1/14/21,3283,82
Cuyahoga,1/15/21,2506,426
Cuyahoga,1/16/21,2182,358
Cuyahoga,1/17/21,443,383
Cuyahoga,1/18/21,1742,707
Cuyahoga,1/19/21,3214,1538
Cuyahoga,1/20/21,4054,1426
Cuyahoga,1/21/21,4518,1151
Cuyahoga,1/22/21,3808,851
Cuyahoga,1/23/21,2974,407
Cuyahoga,1/24/21,1874,106
Cuyahoga,1/25/21,2512,2176
Cuyahoga,1/26/21,3274,2999
Cuyahoga,1/27/21,3263,3383
Cuyahoga,1/28/21,4496,2021
Cuyahoga,1/29/21,4231,1499
Cuyahoga,1/30/21,2927,308
Cuyahoga,1/31/21,1270,226
Cuyahoga,2/1/21,2103,2890
Cuyahoga,2/2/21,2936,2940
Cuyahoga,2/3/21,3117,3871
Cuyahoga,2/4/21,4215,3130
Cuyahoga,2/5/21,2891,3123
Cuyahoga,2/6/21,2953,1059
Cuyahoga,2/7/21,1074,682
Cuyahoga,2/8/21,1620,1120
Cuyahoga,2/9/21,3032,2135
Cuyahoga,2/10/21,3168,2109
Cuyahoga,2/11/21,4359,3395
Cuyahoga,2/12/21,5651,3431
Cuyahoga,2/13/21,4182,1930
Cuyahoga,2/14/21,1998,676
Cuyahoga,2/15/21,1310,2424
Cuyahoga,2/16/21,1582,2167
Cuyahoga,2/17/21,4073,3774
Cuyahoga,2/18/21,4860,4511
Cuyahoga,2/19/21,2752,4639
Cuyahoga,2/20/21,2202,2886
Cuyahoga,2/21/21,1893,1884
Cuyahoga,2/22/21,1511,2672
Cuyahoga,2/23/21,2295,3488
Cuyahoga,2/24/21,6113,3194
Cuyahoga,2/25/21,3986,4547
Cuyahoga,2/26/21,5279,3378
Cuyahoga,2/27/21,4986,1851
Cuyahoga,2/28/21,2721,832
Cuyahoga,3/1/21,2602,1834
Cuyahoga,3/2/21,3410,2743
Cuyahoga,3/3/21,5212,2412
Cuyahoga,3/4/21,6438,3841
Cuyahoga,3/5/21,7512,4106
Cuyahoga,3/6/21,6406,4845
Cuyahoga,3/7/21,2007,2419
Cuyahoga,3/8/21,3887,2043
Cuyahoga,3/9/21,5625,4117
Cuyahoga,3/10/21,5866,5556
Cuyahoga,3/11/21,9521,4928
Cuyahoga,3/12/21,6876,5783
Cuyahoga,3/13/21,6380,4576
Cuyahoga,3/14/21,1936,2158
Cuyahoga,3/15/21,3103,1544
Cuyahoga,3/16/21,8191,2503
Cuyahoga,3/17/21,9404,4722
Cuyahoga,3/18/21,11446,3097
Cuyahoga,3/19/21,10948,3400
Cuyahoga,3/20/21,9985,2818
Cuyahoga,3/21/21,6325,989
Cuyahoga,3/22/21,8857,1612
Cuyahoga,3/23/21,11555,2515
Cuyahoga,3/24/21,10550,6169
Cuyahoga,3/25/21,10164,5440
Cuyahoga,3/26/21,9371,7077
Cuyahoga,3/27/21,10397,5928
Cuyahoga,3/28/21,5525,1175
Cuyahoga,3/29/21,9874,2461
Cuyahoga,3/30/21,11907,4142
Cuyahoga,3/31/21,12738,5294
Cuyahoga,4/1/21,11766,7159
Cuyahoga,4/2/21,9200,6324
Cuyahoga,4/3/21,6498,5988
Cuyahoga,4/4/21,4199,756
Cuyahoga,4/5/21,6945,3518
Cuyahoga,4/6/21,5950,7338
Cuyahoga,4/7/21,7064,7507
Cuyahoga,4/8/21,5335,11816
Cuyahoga,4/9/21,4947,10045
Cuyahoga,4/10/21,4039,10498
Cuyahoga,4/11/21,2050,6889
Cuyahoga,4/12/21,2996,8088
Cuyahoga,4/13/21,4071,10671
Cuyahoga,4/14/21,4418,11676
Cuyahoga,4/15/21,3626,10756
Cuyahoga,4/16/21,4457,9839
Cuyahoga,4/17/21,4536,9808
Cuyahoga,4/18/21,1718,5736
Cuyahoga,4/19/21,3252,10117
Cuyahoga,4/20/21,3771,10544
Cuyahoga,4/21/21,2736,13152
Cuyahoga,4/22/21,2687,11666
Cuyahoga,4/23/21,4133,8613
Cuyahoga,4/24/21,3726,7207
Cuyahoga,4/25/21,685,3849
Darke,12/14/20,0,0
Darke,12/15/20,0,0
Darke,12/16/20,0,0
Darke,12/17/20,0,0
Darke,12/18/20,0,0
Darke,12/19/20,0,0
Darke,12/20/20,0,0
Darke,12/21/20,6,0
Darke,12/22/20,7,0
Darke,12/23/20,116,0
Darke,12/24/20,38,0
Darke,12/25/20,0,0
Darke,12/26/20,9,0
Darke,12/27/20,2,0
Darke,12/28/20,60,0
Darke,12/29/20,51,0
Darke,12/30/20,163,0
Darke,12/31/20,5,0
Darke,1/1/21,0,0
Darke,1/2/21,0,0
Darke,1/3/21,0,0
Darke,1/4/21,8,0
Darke,1/5/21,133,0
Darke,1/6/21,80,0
Darke,1/7/21,120,0
Darke,1/8/21,48,0
Darke,1/9/21,7,0
Darke,1/10/21,2,0
Darke,1/11/21,27,3
Darke,1/12/21,132,4
Darke,1/13/21,88,2
Darke,1/14/21,91,3
Darke,1/15/21,20,0
Darke,1/16/21,11,4
Darke,1/17/21,7,0
Darke,1/18/21,44,1
Darke,1/19/21,60,4
Darke,1/20/21,86,199
Darke,1/21/21,545,15
Darke,1/22/21,110,38
Darke,1/23/21,31,1
Darke,1/24/21,3,0
Darke,1/25/21,23,17
Darke,1/26/21,47,163
Darke,1/27/21,45,39
Darke,1/28/21,616,25
Darke,1/29/21,110,37
Darke,1/30/21,27,9
Darke,1/31/21,3,0
Darke,2/1/21,30,14
Darke,2/2/21,111,109
Darke,2/3/21,88,68
Darke,2/4/21,470,42
Darke,2/5/21,80,101
Darke,2/6/21,43,3
Darke,2/7/21,32,6
Darke,2/8/21,40,25
Darke,2/9/21,57,60
Darke,2/10/21,30,145
Darke,2/11/21,343,115
Darke,2/12/21,132,93
Darke,2/13/21,43,7
Darke,2/14/21,18,4
Darke,2/15/21,24,8
Darke,2/16/21,24,18
Darke,2/17/21,44,26
Darke,2/18/21,12,82
Darke,2/19/21,68,840
Darke,2/20/21,8,46
Darke,2/21/21,7,1
Darke,2/22/21,15,100
Darke,2/23/21,39,138
Darke,2/24/21,345,101
Darke,2/25/21,543,57
Darke,2/26/21,677,413
Darke,2/27/21,49,28
Darke,2/28/21,17,21
Darke,3/1/21,56,74
Darke,3/2/21,55,45
Darke,3/3/21,66,43
Darke,3/4/21,653,91
Darke,3/5/21,368,396
Darke,3/6/21,537,531
Darke,3/7/21,14,14
Darke,3/8/21,84,58
Darke,3/9/21,81,57
Darke,3/10/21,115,58
Darke,3/11/21,656,46
Darke,3/12/21,252,394
Darke,3/13/21,359,42
Darke,3/14/21,18,17
Darke,3/15/21,277,44
Darke,3/16/21,74,40
Darke,3/17/21,399,59
Darke,3/18/21,242,20
Darke,3/19/21,159,109
Darke,3/20/21,33,48
Darke,3/21/21,5,7
Darke,3/22/21,69,23
Darke,3/23/21,105,74
Darke,3/24/21,126,360
Darke,3/25/21,222,110
Darke,3/26/21,94,922
Darke,3/27/21,135,268
Darke,3/28/21,3,11
Darke,3/29/21,51,53
Darke,3/30/21,42,52
Darke,3/31/21,331,65
Darke,4/1/21,271,76
Darke,4/2/21,53,570
Darke,4/3/21,59,322
Darke,4/4/21,10,15
Darke,4/5/21,62,72
Darke,4/6/21,71,125
Darke,4/7/21,240,109
Darke,4/8/21,101,146
Darke,4/9/21,117,814
Darke,4/10/21,49,343
Darke,4/11/21,16,19
Darke,4/12/21,62,274
Darke,4/13/21,53,118
Darke,4/14/21,16,374
Darke,4/15/21,171,113
Darke,4/16/21,26,150
Darke,4/17/21,52,165
Darke,4/18/21,2,15
Darke,4/19/21,7,51
Darke,4/20/21,25,76
Darke,4/21/21,24,97
Darke,4/22/21,99,98
Darke,4/23/21,24,175
Darke,4/24/21,27,32
Darke,4/25/21,7,0
Defiance,12/14/20,0,0
Defiance,12/15/20,0,0
Defiance,12/16/20,0,0
Defiance,12/17/20,0,0
Defiance,12/18/20,1,0
Defiance,12/19/20,0,0
Defiance,12/20/20,0,0
Defiance,12/21/20,1,0
Defiance,12/22/20,6,0
Defiance,12/23/20,87,0
Defiance,12/24/20,5,0
Defiance,12/25/20,2,0
Defiance,12/26/20,4,0
Defiance,12/27/20,2,0
Defiance,12/28/20,18,0
Defiance,12/29/20,57,0
Defiance,12/30/20,100,0
Defiance,12/31/20,48,0
Defiance,1/1/21,4,0
Defiance,1/2/21,3,0
Defiance,1/3/21,8,0
Defiance,1/4/21,54,0
Defiance,1/5/21,6,0
Defiance,1/6/21,131,0
Defiance,1/7/21,55,0
Defiance,1/8/21,79,1
Defiance,1/9/21,4,0
Defiance,1/10/21,0,0
Defiance,1/11/21,53,2
Defiance,1/12/21,34,3
Defiance,1/13/21,131,57
Defiance,1/14/21,24,1
Defiance,1/15/21,68,0
Defiance,1/16/21,82,1
Defiance,1/17/21,0,0
Defiance,1/18/21,24,0
Defiance,1/19/21,46,7
Defiance,1/20/21,159,26
Defiance,1/21/21,265,9
Defiance,1/22/21,60,2
Defiance,1/23/21,26,10
Defiance,1/24/21,4,1
Defiance,1/25/21,74,26
Defiance,1/26/21,161,43
Defiance,1/27/21,76,134
Defiance,1/28/21,248,46
Defiance,1/29/21,106,19
Defiance,1/30/21,46,2
Defiance,1/31/21,1,1
Defiance,2/1/21,79,48
Defiance,2/2/21,233,12
Defiance,2/3/21,67,113
Defiance,2/4/21,188,58
Defiance,2/5/21,88,79
Defiance,2/6/21,48,79
Defiance,2/7/21,7,0
Defiance,2/8/21,58,57
Defiance,2/9/21,80,60
Defiance,2/10/21,53,72
Defiance,2/11/21,315,31
Defiance,2/12/21,101,66
Defiance,2/13/21,43,21
Defiance,2/14/21,1,0
Defiance,2/15/21,66,12
Defiance,2/16/21,2,1
Defiance,2/17/21,53,201
Defiance,2/18/21,34,177
Defiance,2/19/21,158,113
Defiance,2/20/21,5,40
Defiance,2/21/21,0,2
Defiance,2/22/21,31,50
Defiance,2/23/21,77,293
Defiance,2/24/21,415,51
Defiance,2/25/21,267,239
Defiance,2/26/21,692,102
Defiance,2/27/21,62,53
Defiance,2/28/21,6,2
Defiance,3/1/21,146,93
Defiance,3/2/21,164,162
Defiance,3/3/21,239,46
Defiance,3/4/21,189,214
Defiance,3/5/21,463,485
Defiance,3/6/21,62,80
Defiance,3/7/21,18,17
Defiance,3/8/21,74,81
Defiance,3/9/21,216,178
Defiance,3/10/21,194,157
Defiance,3/11/21,232,422
Defiance,3/12/21,470,172
Defiance,3/13/21,123,109
Defiance,3/14/21,2,1
Defiance,3/15/21,78,104
Defiance,3/16/21,391,85
Defiance,3/17/21,206,497
Defiance,3/18/21,271,341
Defiance,3/19/21,271,434
Defiance,3/20/21,169,111
Defiance,3/21/21,8,2
Defiance,3/22/21,92,48
Defiance,3/23/21,192,134
Defiance,3/24/21,162,65
Defiance,3/25/21,173,127
Defiance,3/26/21,351,283
Defiance,3/27/21,82,14
Defiance,3/28/21,0,2
Defiance,3/29/21,96,143
Defiance,3/30/21,193,149
Defiance,3/31/21,219,225
Defiance,4/1/21,248,133
Defiance,4/2/21,262,141
Defiance,4/3/21,81,17
Defiance,4/4/21,6,0
Defiance,4/5/21,135,90
Defiance,4/6/21,168,251
Defiance,4/7/21,156,211
Defiance,4/8/21,128,231
Defiance,4/9/21,133,710
Defiance,4/10/21,37,107
Defiance,4/11/21,7,6
Defiance,4/12/21,87,82
Defiance,4/13/21,48,300
Defiance,4/14/21,74,92
Defiance,4/15/21,53,157
Defiance,4/16/21,56,135
Defiance,4/17/21,26,93
Defiance,4/18/21,0,1
Defiance,4/19/21,12,67
Defiance,4/20/21,55,168
Defiance,4/21/21,24,182
Defiance,4/22/21,37,154
Defiance,4/23/21,29,370
Defiance,4/24/21,16,63
Defiance,4/25/21,2,5
Delaware ,12/14/20,5,0
Delaware ,12/15/20,19,0
Delaware ,12/16/20,32,0
Delaware ,12/17/20,50,0
Delaware ,12/18/20,83,0
Delaware ,12/19/20,5,0
Delaware ,12/20/20,1,0
Delaware ,12/21/20,204,0
Delaware ,12/22/20,79,0
Delaware ,12/23/20,431,0
Delaware ,12/24/20,233,0
Delaware ,12/25/20,2,0
Delaware ,12/26/20,149,0
Delaware ,12/27/20,95,0
Delaware ,12/28/20,691,0
Delaware ,12/29/20,479,0
Delaware ,12/30/20,577,0
Delaware ,12/31/20,413,2
Delaware ,1/1/21,15,2
Delaware ,1/2/21,254,0
Delaware ,1/3/21,83,0
Delaware ,1/4/21,530,2
Delaware ,1/5/21,504,23
Delaware ,1/6/21,509,33
Delaware ,1/7/21,879,29
Delaware ,1/8/21,657,74
Delaware ,1/9/21,221,3
Delaware ,1/10/21,95,1
Delaware ,1/11/21,355,101
Delaware ,1/12/21,534,71
Delaware ,1/13/21,381,92
Delaware ,1/14/21,729,122
Delaware ,1/15/21,598,22
Delaware ,1/16/21,285,24
Delaware ,1/17/21,103,26
Delaware ,1/18/21,149,220
Delaware ,1/19/21,419,148
Delaware ,1/20/21,534,278
Delaware ,1/21/21,878,189
Delaware ,1/22/21,951,221
Delaware ,1/23/21,540,36
Delaware ,1/24/21,140,44
Delaware ,1/25/21,528,283
Delaware ,1/26/21,725,406
Delaware ,1/27/21,733,613
Delaware ,1/28/21,708,494
Delaware ,1/29/21,679,370
Delaware ,1/30/21,330,87
Delaware ,1/31/21,131,28
Delaware ,2/1/21,454,485
Delaware ,2/2/21,692,481
Delaware ,2/3/21,1009,361
Delaware ,2/4/21,1159,878
Delaware ,2/5/21,1136,838
Delaware ,2/6/21,758,297
Delaware ,2/7/21,2825,173
Delaware ,2/8/21,460,383
Delaware ,2/9/21,580,691
Delaware ,2/10/21,819,592
Delaware ,2/11/21,565,951
Delaware ,2/12/21,666,734
Delaware ,2/13/21,340,457
Delaware ,2/14/21,101,33
Delaware ,2/15/21,580,350
Delaware ,2/16/21,321,228
Delaware ,2/17/21,605,631
Delaware ,2/18/21,304,849
Delaware ,2/19/21,508,800
Delaware ,2/20/21,188,477
Delaware ,2/21/21,41,110
Delaware ,2/22/21,292,426
Delaware ,2/23/21,651,902
Delaware ,2/24/21,795,862
Delaware ,2/25/21,721,965
Delaware ,2/26/21,702,1067
Delaware ,2/27/21,268,592
Delaware ,2/28/21,109,104
Delaware ,3/1/21,583,417
Delaware ,3/2/21,902,593
Delaware ,3/3/21,863,544
Delaware ,3/4/21,1148,684
Delaware ,3/5/21,1384,838
Delaware ,3/6/21,1542,2805
Delaware ,3/7/21,161,234
Delaware ,3/8/21,1183,763
Delaware ,3/9/21,1534,770
Delaware ,3/10/21,1452,1123
Delaware ,3/11/21,1811,798
Delaware ,3/12/21,1506,833
Delaware ,3/13/21,970,341
Delaware ,3/14/21,454,363
Delaware ,3/15/21,925,522
Delaware ,3/16/21,1608,717
Delaware ,3/17/21,1906,655
Delaware ,3/18/21,2708,780
Delaware ,3/19/21,2654,867
Delaware ,3/20/21,1384,233
Delaware ,3/21/21,843,242
Delaware ,3/22/21,1302,497
Delaware ,3/23/21,1988,712
Delaware ,3/24/21,2765,1205
Delaware ,3/25/21,2539,1143
Delaware ,3/26/21,2080,1414
Delaware ,3/27/21,1059,589
Delaware ,3/28/21,236,94
Delaware ,3/29/21,1095,596
Delaware ,3/30/21,1862,1173
Delaware ,3/31/21,2142,1102
Delaware ,4/1/21,2435,1745
Delaware ,4/2/21,2256,1283
Delaware ,4/3/21,1153,940
Delaware ,4/4/21,213,93
Delaware ,4/5/21,959,902
Delaware ,4/6/21,1824,1606
Delaware ,4/7/21,2088,1872
Delaware ,4/8/21,2663,2491
Delaware ,4/9/21,2185,2725
Delaware ,4/10/21,1089,1717
Delaware ,4/11/21,430,888
Delaware ,4/12/21,1331,1095
Delaware ,4/13/21,1716,1558
Delaware ,4/14/21,767,2290
Delaware ,4/15/21,1347,1813
Delaware ,4/16/21,1122,1921
Delaware ,4/17/21,468,997
Delaware ,4/18/21,63,354
Delaware ,4/19/21,436,1207
Delaware ,4/20/21,913,1807
Delaware ,4/21/21,649,2470
Delaware ,4/22/21,627,1946
Delaware ,4/23/21,495,1884
Delaware ,4/24/21,204,763
Delaware ,4/25/21,28,110
Erie,12/14/20,0,0
Erie,12/15/20,2,0
Erie,12/16/20,2,0
Erie,12/17/20,3,0
Erie,12/18/20,340,0
Erie,12/19/20,0,0
Erie,12/20/20,0,0
Erie,12/21/20,65,0
Erie,12/22/20,121,0
Erie,12/23/20,400,0
Erie,12/24/20,169,0
Erie,12/25/20,1,0
Erie,12/26/20,88,0
Erie,12/27/20,10,0
Erie,12/28/20,152,0
Erie,12/29/20,215,0
Erie,12/30/20,357,0
Erie,12/31/20,72,0
Erie,1/1/21,8,3
Erie,1/2/21,5,0
Erie,1/3/21,4,0
Erie,1/4/21,64,1
Erie,1/5/21,108,0
Erie,1/6/21,68,1
Erie,1/7/21,335,4
Erie,1/8/21,278,302
Erie,1/9/21,4,0
Erie,1/10/21,1,0
Erie,1/11/21,46,100
Erie,1/12/21,54,97
Erie,1/13/21,85,11
Erie,1/14/21,464,4
Erie,1/15/21,129,10
Erie,1/16/21,123,32
Erie,1/17/21,4,2
Erie,1/18/21,148,61
Erie,1/19/21,165,60
Erie,1/20/21,126,380
Erie,1/21/21,185,155
Erie,1/22/21,475,13
Erie,1/23/21,211,19
Erie,1/24/21,65,7
Erie,1/25/21,166,147
Erie,1/26/21,124,155
Erie,1/27/21,188,335
Erie,1/28/21,472,156
Erie,1/29/21,194,207
Erie,1/30/21,90,5
Erie,1/31/21,46,1
Erie,2/1/21,133,101
Erie,2/2/21,210,100
Erie,2/3/21,187,104
Erie,2/4/21,302,369
Erie,2/5/21,455,149
Erie,2/6/21,88,48
Erie,2/7/21,64,1
Erie,2/8/21,158,30
Erie,2/9/21,184,56
Erie,2/10/21,173,126
Erie,2/11/21,167,500
Erie,2/12/21,441,354
Erie,2/13/21,134,74
Erie,2/14/21,20,28
Erie,2/15/21,59,275
Erie,2/16/21,87,60
Erie,2/17/21,133,154
Erie,2/18/21,253,187
Erie,2/19/21,70,446
Erie,2/20/21,41,80
Erie,2/21/21,11,56
Erie,2/22/21,34,179
Erie,2/23/21,67,209
Erie,2/24/21,674,236
Erie,2/25/21,387,472
Erie,2/26/21,286,154
Erie,2/27/21,729,49
Erie,2/28/21,585,47
Erie,3/1/21,104,115
Erie,3/2/21,160,137
Erie,3/3/21,365,131
Erie,3/4/21,1049,357
Erie,3/5/21,679,473
Erie,3/6/21,199,136
Erie,3/7/21,53,37
Erie,3/8/21,181,134
Erie,3/9/21,441,348
Erie,3/10/21,343,278
Erie,3/11/21,811,408
Erie,3/12/21,1125,315
Erie,3/13/21,213,115
Erie,3/14/21,38,23
Erie,3/15/21,198,54
Erie,3/16/21,361,140
Erie,3/17/21,310,156
Erie,3/18/21,829,327
Erie,3/19/21,455,463
Erie,3/20/21,217,626
Erie,3/21/21,55,471
Erie,3/22/21,257,53
Erie,3/23/21,975,121
Erie,3/24/21,440,505
Erie,3/25/21,283,858
Erie,3/26/21,342,857
Erie,3/27/21,266,120
Erie,3/28/21,62,31
Erie,3/29/21,240,85
Erie,3/30/21,336,189
Erie,3/31/21,578,237
Erie,4/1/21,556,604
Erie,4/2/21,227,879
Erie,4/3/21,161,162
Erie,4/4/21,60,43
Erie,4/5/21,103,260
Erie,4/6/21,326,386
Erie,4/7/21,328,356
Erie,4/8/21,699,503
Erie,4/9/21,489,624
Erie,4/10/21,156,311
Erie,4/11/21,66,61
Erie,4/12/21,194,172
Erie,4/13/21,190,301
Erie,4/14/21,210,252
Erie,4/15/21,263,605
Erie,4/16/21,392,1122
Erie,4/17/21,153,221
Erie,4/18/21,37,52
Erie,4/19/21,63,245
Erie,4/20/21,138,318
Erie,4/21/21,186,404
Erie,4/22/21,395,493
Erie,4/23/21,99,190
Erie,4/24/21,71,190
Erie,4/25/21,17,44
Fairfield,12/14/20,0,0
Fairfield,12/15/20,20,0
Fairfield,12/16/20,15,0
Fairfield,12/17/20,24,0
Fairfield,12/18/20,23,0
Fairfield,12/19/20,1,0
Fairfield,12/20/20,0,0
Fairfield,12/21/20,16,0
Fairfield,12/22/20,91,0
Fairfield,12/23/20,242,0
Fairfield,12/24/20,121,0
Fairfield,12/25/20,3,0
Fairfield,12/26/20,51,0
Fairfield,12/27/20,51,0
Fairfield,12/28/20,273,0
Fairfield,12/29/20,302,1
Fairfield,12/30/20,304,0
Fairfield,12/31/20,343,2
Fairfield,1/1/21,7,0
Fairfield,1/2/21,54,0
Fairfield,1/3/21,50,0
Fairfield,1/4/21,314,2
Fairfield,1/5/21,375,23
Fairfield,1/6/21,432,13
Fairfield,1/7/21,442,20
Fairfield,1/8/21,484,22
Fairfield,1/9/21,69,0
Fairfield,1/10/21,261,3
Fairfield,1/11/21,308,15
Fairfield,1/12/21,381,50
Fairfield,1/13/21,242,22
Fairfield,1/14/21,306,10
Fairfield,1/15/21,408,30
Fairfield,1/16/21,77,4
Fairfield,1/17/21,27,3
Fairfield,1/18/21,14,20
Fairfield,1/19/21,202,119
Fairfield,1/20/21,259,136
Fairfield,1/21/21,635,149
Fairfield,1/22/21,603,171
Fairfield,1/23/21,231,14
Fairfield,1/24/21,120,35
Fairfield,1/25/21,268,234
Fairfield,1/26/21,317,374
Fairfield,1/27/21,495,376
Fairfield,1/28/21,749,294
Fairfield,1/29/21,692,290
Fairfield,1/30/21,216,25
Fairfield,1/31/21,117,90
Fairfield,2/1/21,317,312
Fairfield,2/2/21,459,477
Fairfield,2/3/21,560,253
Fairfield,2/4/21,763,291
Fairfield,2/5/21,634,416
Fairfield,2/6/21,314,95
Fairfield,2/7/21,88,48
Fairfield,2/8/21,233,156
Fairfield,2/9/21,397,417
Fairfield,2/10/21,459,305
Fairfield,2/11/21,610,471
Fairfield,2/12/21,469,309
