,county,date,vaccines_started,vaccines_completed,fips,state
7682,Lorain,2021-01-29,975,366,39093,OH
7683,Lorain,2021-01-30,1250,50,39093,OH
7684,Lorain,2021-01-31,195,27,39093,OH
7685,Lorain,2021-02-01,645,827,39093,OH
7686,Lorain,2021-02-02,1743,535,39093,OH
7687,Lorain,2021-02-03,780,1018,39093,OH
7688,Lorain,2021-02-04,1054,590,39093,OH
7689,Lorain,2021-02-05,605,695,39093,OH
7690,Lorain,2021-02-06,333,204,39093,OH
7691,Lorain,2021-02-07,124,43,39093,OH
7692,Lorain,2021-02-08,397,244,39093,OH
7693,Lorain,2021-02-09,1529,310,39093,OH
7694,Lorain,2021-02-10,700,412,39093,OH
7695,Lorain,2021-02-11,1430,880,39093,OH
7696,Lorain,2021-02-12,757,1060,39093,OH
7697,Lorain,2021-02-13,468,2049,39093,OH
7698,Lorain,2021-02-14,196,114,39093,OH
7699,Lorain,2021-02-15,229,462,39093,OH
7700,Lorain,2021-02-16,497,315,39093,OH
7701,Lorain,2021-02-17,897,1134,39093,OH
7702,Lorain,2021-02-18,329,1167,39093,OH
7703,Lorain,2021-02-19,827,933,39093,OH
7704,Lorain,2021-02-20,294,1150,39093,OH
7705,Lorain,2021-02-21,155,213,39093,OH
7706,Lorain,2021-02-22,212,650,39093,OH
7707,Lorain,2021-02-23,158,1792,39093,OH
7708,Lorain,2021-02-24,988,803,39093,OH
7709,Lorain,2021-02-25,656,709,39093,OH
7710,Lorain,2021-02-26,5181,709,39093,OH
7711,Lorain,2021-02-27,908,311,39093,OH
7712,Lorain,2021-02-28,479,146,39093,OH
7713,Lorain,2021-03-01,896,325,39093,OH
7714,Lorain,2021-03-02,751,1314,39093,OH
7715,Lorain,2021-03-03,1537,589,39093,OH
7716,Lorain,2021-03-04,1482,1744,39093,OH
7717,Lorain,2021-03-05,1260,724,39093,OH
7718,Lorain,2021-03-06,2868,543,39093,OH
7719,Lorain,2021-03-07,896,394,39093,OH
7720,Lorain,2021-03-08,772,672,39093,OH
7721,Lorain,2021-03-09,2069,773,39093,OH
7722,Lorain,2021-03-10,1182,1434,39093,OH
7723,Lorain,2021-03-11,1986,722,39093,OH
7724,Lorain,2021-03-12,1763,1123,39093,OH
7725,Lorain,2021-03-13,1900,1437,39093,OH
7726,Lorain,2021-03-14,326,222,39093,OH
7727,Lorain,2021-03-15,1202,203,39093,OH
7728,Lorain,2021-03-16,2304,386,39093,OH
7729,Lorain,2021-03-17,1691,988,39093,OH
7730,Lorain,2021-03-18,2456,430,39093,OH
7731,Lorain,2021-03-19,2721,533,39093,OH
7732,Lorain,2021-03-20,2282,473,39093,OH
7733,Lorain,2021-03-21,737,197,39093,OH
7734,Lorain,2021-03-22,1496,463,39093,OH
7735,Lorain,2021-03-23,1827,425,39093,OH
7736,Lorain,2021-03-24,2155,2036,39093,OH
7737,Lorain,2021-03-25,1726,1097,39093,OH
7738,Lorain,2021-03-26,1697,5256,39093,OH
7739,Lorain,2021-03-27,2840,871,39093,OH
7740,Lorain,2021-03-28,746,806,39093,OH
7741,Lorain,2021-03-29,1263,497,39093,OH
7742,Lorain,2021-03-30,2502,901,39093,OH
7743,Lorain,2021-03-31,3156,1160,39093,OH
7744,Lorain,2021-04-01,1722,1188,39093,OH
7745,Lorain,2021-04-02,1632,1139,39093,OH
7746,Lorain,2021-04-03,1370,2395,39093,OH
7747,Lorain,2021-04-04,506,154,39093,OH
7748,Lorain,2021-04-05,1020,801,39093,OH
7749,Lorain,2021-04-06,1287,2367,39093,OH
7750,Lorain,2021-04-07,2898,1235,39093,OH
7751,Lorain,2021-04-08,1863,2261,39093,OH
7752,Lorain,2021-04-09,2299,2240,39093,OH
7753,Lorain,2021-04-10,1278,2293,39093,OH
7754,Lorain,2021-04-11,433,813,39093,OH
7755,Lorain,2021-04-12,1056,1982,39093,OH
7756,Lorain,2021-04-13,1146,2525,39093,OH
7757,Lorain,2021-04-14,1323,1900,39093,OH
7758,Lorain,2021-04-15,969,2168,39093,OH
7759,Lorain,2021-04-16,1098,1683,39093,OH
7760,Lorain,2021-04-17,1618,3297,39093,OH
7761,Lorain,2021-04-18,326,753,39093,OH
7762,Lorain,2021-04-19,568,1269,39093,OH
7763,Lorain,2021-04-20,795,1766,39093,OH
7764,Lorain,2021-04-21,2113,1676,39093,OH
7765,Lorain,2021-04-22,1014,1480,39093,OH
7766,Lorain,2021-04-23,1053,1377,39093,OH
7767,Lorain,2021-04-24,1375,2950,39093,OH
7768,Lorain,2021-04-25,615,557,39093,OH
7769,Lorain,2021-04-26,633,1066,39093,OH
7770,Lorain,2021-04-27,888,1696,39093,OH
7771,Lorain,2021-04-28,1005,2593,39093,OH
7772,Lorain,2021-04-29,868,1312,39093,OH
7773,Lorain,2021-04-30,1058,1013,39093,OH
7774,Lorain,2021-05-01,427,607,39093,OH
7775,Lorain,2021-05-02,203,277,39093,OH
7776,Lorain,2021-05-03,448,817,39093,OH
7777,Lorain,2021-05-04,559,1280,39093,OH
7778,Lorain,2021-05-05,532,2475,39093,OH
7779,Lorain,2021-05-06,534,1326,39093,OH
7780,Lorain,2021-05-07,474,1755,39093,OH
7781,Lorain,2021-05-08,847,1514,39093,OH
7782,Lorain,2021-05-09,139,231,39093,OH
7783,Lorain,2021-05-10,278,597,39093,OH
7784,Lorain,2021-05-11,479,878,39093,OH
7785,Lorain,2021-05-12,414,1116,39093,OH
7786,Lorain,2021-05-13,607,867,39093,OH
7787,Lorain,2021-05-14,811,1019,39093,OH
7788,Lorain,2021-05-15,890,1328,39093,OH
7789,Lorain,2021-05-16,662,716,39093,OH
7790,Lorain,2021-05-17,817,589,39093,OH
7791,Lorain,2021-05-18,887,688,39093,OH
7792,Lorain,2021-05-19,985,1603,39093,OH
7793,Lorain,2021-05-20,647,690,39093,OH
7794,Lorain,2021-05-21,771,822,39093,OH
7795,Lorain,2021-05-22,902,1409,39093,OH
7796,Lorain,2021-05-23,262,223,39093,OH
7797,Lorain,2021-05-24,395,524,39093,OH
7798,Lorain,2021-05-25,582,626,39093,OH
7799,Lorain,2021-05-26,427,854,39093,OH
7800,Lorain,2021-05-27,414,551,39093,OH
7801,Lorain,2021-05-28,249,440,39093,OH
7802,Lucas,2020-12-14,0,0,39095,OH
7803,Lucas,2020-12-15,108,0,39095,OH
7804,Lucas,2020-12-16,76,0,39095,OH
7805,Lucas,2020-12-17,273,0,39095,OH
7806,Lucas,2020-12-18,329,0,39095,OH
7807,Lucas,2020-12-19,0,0,39095,OH
7808,Lucas,2020-12-20,0,0,39095,OH
7809,Lucas,2020-12-21,166,0,39095,OH
7810,Lucas,2020-12-22,442,0,39095,OH
7811,Lucas,2020-12-23,1396,0,39095,OH
7812,Lucas,2020-12-24,274,0,39095,OH
7813,Lucas,2020-12-25,46,0,39095,OH
7814,Lucas,2020-12-26,219,0,39095,OH
7815,Lucas,2020-12-27,334,1,39095,OH
7816,Lucas,2020-12-28,810,0,39095,OH
7817,Lucas,2020-12-29,1119,3,39095,OH
7818,Lucas,2020-12-30,1612,0,39095,OH
7819,Lucas,2020-12-31,446,2,39095,OH
7820,Lucas,2021-01-01,19,3,39095,OH
7821,Lucas,2021-01-02,250,0,39095,OH
7822,Lucas,2021-01-03,388,1,39095,OH
7823,Lucas,2021-01-04,888,10,39095,OH
7824,Lucas,2021-01-05,1357,106,39095,OH
7825,Lucas,2021-01-06,1079,81,39095,OH
7826,Lucas,2021-01-07,1118,273,39095,OH
7827,Lucas,2021-01-08,1080,313,39095,OH
7828,Lucas,2021-01-09,294,4,39095,OH
7829,Lucas,2021-01-10,45,4,39095,OH
7830,Lucas,2021-01-11,721,154,39095,OH
7831,Lucas,2021-01-12,762,204,39095,OH
7832,Lucas,2021-01-13,1118,278,39095,OH
7833,Lucas,2021-01-14,1584,18,39095,OH
7834,Lucas,2021-01-15,1019,24,39095,OH
7835,Lucas,2021-01-16,675,43,39095,OH
7836,Lucas,2021-01-17,236,225,39095,OH
7837,Lucas,2021-01-18,207,129,39095,OH
7838,Lucas,2021-01-19,826,560,39095,OH
7839,Lucas,2021-01-20,832,1238,39095,OH
7840,Lucas,2021-01-21,2649,202,39095,OH
7841,Lucas,2021-01-22,1538,56,39095,OH
7842,Lucas,2021-01-23,2282,214,39095,OH
7843,Lucas,2021-01-24,139,378,39095,OH
7844,Lucas,2021-01-25,605,738,39095,OH
7845,Lucas,2021-01-26,798,1205,39095,OH
7846,Lucas,2021-01-27,1216,1415,39095,OH
7847,Lucas,2021-01-28,1740,755,39095,OH
7848,Lucas,2021-01-29,2214,254,39095,OH
7849,Lucas,2021-01-30,1248,350,39095,OH
7850,Lucas,2021-01-31,287,257,39095,OH
7851,Lucas,2021-02-01,517,840,39095,OH
7852,Lucas,2021-02-02,1531,1356,39095,OH
7853,Lucas,2021-02-03,1899,1004,39095,OH
7854,Lucas,2021-02-04,1511,1173,39095,OH
7855,Lucas,2021-02-05,926,1000,39095,OH
7856,Lucas,2021-02-06,431,719,39095,OH
7857,Lucas,2021-02-07,174,204,39095,OH
7858,Lucas,2021-02-08,457,525,39095,OH
7859,Lucas,2021-02-09,1016,939,39095,OH
7860,Lucas,2021-02-10,1307,1523,39095,OH
7861,Lucas,2021-02-11,938,3013,39095,OH
7862,Lucas,2021-02-12,4241,1766,39095,OH
7863,Lucas,2021-02-13,4487,1661,39095,OH
7864,Lucas,2021-02-14,168,33,39095,OH
7865,Lucas,2021-02-15,199,347,39095,OH
7866,Lucas,2021-02-16,376,250,39095,OH
7867,Lucas,2021-02-17,3178,1004,39095,OH
7868,Lucas,2021-02-18,1097,1638,39095,OH
7869,Lucas,2021-02-19,1567,1835,39095,OH
7870,Lucas,2021-02-20,113,1096,39095,OH
7871,Lucas,2021-02-21,293,242,39095,OH
7872,Lucas,2021-02-22,2602,706,39095,OH
7873,Lucas,2021-02-23,315,1504,39095,OH
7874,Lucas,2021-02-24,312,1530,39095,OH
7875,Lucas,2021-02-25,3785,1010,39095,OH
7876,Lucas,2021-02-26,1591,1178,39095,OH
7877,Lucas,2021-02-27,1293,948,39095,OH
7878,Lucas,2021-02-28,476,276,39095,OH
7879,Lucas,2021-03-01,315,562,39095,OH
7880,Lucas,2021-03-02,2186,860,39095,OH
7881,Lucas,2021-03-03,895,1082,39095,OH
7882,Lucas,2021-03-04,2128,1154,39095,OH
7883,Lucas,2021-03-05,2301,4110,39095,OH
7884,Lucas,2021-03-06,804,4058,39095,OH
7885,Lucas,2021-03-07,75,89,39095,OH
7886,Lucas,2021-03-08,1302,404,39095,OH
7887,Lucas,2021-03-09,1664,1052,39095,OH
7888,Lucas,2021-03-10,1770,4232,39095,OH
7889,Lucas,2021-03-11,3709,2111,39095,OH
7890,Lucas,2021-03-12,1696,1720,39095,OH
7891,Lucas,2021-03-13,2575,1146,39095,OH
7892,Lucas,2021-03-14,487,390,39095,OH
7893,Lucas,2021-03-15,1453,2762,39095,OH
7894,Lucas,2021-03-16,1888,612,39095,OH
7895,Lucas,2021-03-17,4417,730,39095,OH
7896,Lucas,2021-03-18,1964,3430,39095,OH
7897,Lucas,2021-03-19,2515,1523,39095,OH
7898,Lucas,2021-03-20,1354,614,39095,OH
7899,Lucas,2021-03-21,490,229,39095,OH
7900,Lucas,2021-03-22,1635,382,39095,OH
7901,Lucas,2021-03-23,2225,2126,39095,OH
7902,Lucas,2021-03-24,4861,730,39095,OH
7903,Lucas,2021-03-25,4462,1094,39095,OH
7904,Lucas,2021-03-26,2213,1365,39095,OH
7905,Lucas,2021-03-27,1436,535,39095,OH
7906,Lucas,2021-03-28,442,58,39095,OH
7907,Lucas,2021-03-29,923,399,39095,OH
7908,Lucas,2021-03-30,2925,862,39095,OH
7909,Lucas,2021-03-31,5042,4238,39095,OH
7910,Lucas,2021-04-01,4183,2385,39095,OH
7911,Lucas,2021-04-02,1794,1435,39095,OH
7912,Lucas,2021-04-03,631,1623,39095,OH
7913,Lucas,2021-04-04,235,62,39095,OH
7914,Lucas,2021-04-05,1074,1045,39095,OH
7915,Lucas,2021-04-06,3154,3513,39095,OH
7916,Lucas,2021-04-07,1731,4438,39095,OH
7917,Lucas,2021-04-08,2076,3129,39095,OH
7918,Lucas,2021-04-09,3148,4337,39095,OH
7919,Lucas,2021-04-10,1321,2132,39095,OH
7920,Lucas,2021-04-11,219,549,39095,OH
7921,Lucas,2021-04-12,698,1112,39095,OH
7922,Lucas,2021-04-13,1704,1853,39095,OH
7923,Lucas,2021-04-14,957,4598,39095,OH
7924,Lucas,2021-04-15,1828,1676,39095,OH
7925,Lucas,2021-04-16,1873,1735,39095,OH
7926,Lucas,2021-04-17,918,1492,39095,OH
7927,Lucas,2021-04-18,272,520,39095,OH
7928,Lucas,2021-04-19,470,1532,39095,OH
7929,Lucas,2021-04-20,790,2776,39095,OH
7930,Lucas,2021-04-21,816,1796,39095,OH
7931,Lucas,2021-04-22,928,4319,39095,OH
7932,Lucas,2021-04-23,793,3062,39095,OH
7933,Lucas,2021-04-24,903,1118,39095,OH
7934,Lucas,2021-04-25,148,274,39095,OH
7935,Lucas,2021-04-26,455,1132,39095,OH
7936,Lucas,2021-04-27,766,1779,39095,OH
7937,Lucas,2021-04-28,637,1382,39095,OH
7938,Lucas,2021-04-29,616,2525,39095,OH
7939,Lucas,2021-04-30,1000,1488,39095,OH
7940,Lucas,2021-05-01,529,1345,39095,OH
7941,Lucas,2021-05-02,143,222,39095,OH
7942,Lucas,2021-05-03,275,455,39095,OH
7943,Lucas,2021-05-04,706,1451,39095,OH
7944,Lucas,2021-05-05,704,955,39095,OH
7945,Lucas,2021-05-06,634,2250,39095,OH
7946,Lucas,2021-05-07,694,1813,39095,OH
7947,Lucas,2021-05-08,459,627,39095,OH
7948,Lucas,2021-05-09,65,219,39095,OH
7949,Lucas,2021-05-10,332,696,39095,OH
7950,Lucas,2021-05-11,529,1235,39095,OH
7951,Lucas,2021-05-12,438,989,39095,OH
7952,Lucas,2021-05-13,752,847,39095,OH
7953,Lucas,2021-05-14,1281,1001,39095,OH
7954,Lucas,2021-05-15,915,1202,39095,OH
7955,Lucas,2021-05-16,325,163,39095,OH
7956,Lucas,2021-05-17,883,502,39095,OH
7957,Lucas,2021-05-18,1257,1035,39095,OH
7958,Lucas,2021-05-19,1685,709,39095,OH
7959,Lucas,2021-05-20,1339,820,39095,OH
7960,Lucas,2021-05-21,1298,799,39095,OH
7961,Lucas,2021-05-22,640,674,39095,OH
7962,Lucas,2021-05-23,204,127,39095,OH
7963,Lucas,2021-05-24,500,308,39095,OH
7964,Lucas,2021-05-25,674,697,39095,OH
7965,Lucas,2021-05-26,511,666,39095,OH
7966,Lucas,2021-05-27,472,561,39095,OH
7967,Lucas,2021-05-28,318,338,39095,OH
7968,Madison,2020-12-14,1,0,39097,OH
7969,Madison,2020-12-15,0,0,39097,OH
7970,Madison,2020-12-16,2,0,39097,OH
7971,Madison,2020-12-17,6,0,39097,OH
7972,Madison,2020-12-18,6,0,39097,OH
7973,Madison,2020-12-19,0,0,39097,OH
7974,Madison,2020-12-20,0,0,39097,OH
7975,Madison,2020-12-21,10,0,39097,OH
7976,Madison,2020-12-22,13,0,39097,OH
7977,Madison,2020-12-23,58,0,39097,OH
7978,Madison,2020-12-24,70,0,39097,OH
7979,Madison,2020-12-25,0,0,39097,OH
7980,Madison,2020-12-26,11,0,39097,OH
7981,Madison,2020-12-27,2,0,39097,OH
7982,Madison,2020-12-28,49,0,39097,OH
7983,Madison,2020-12-29,72,0,39097,OH
7984,Madison,2020-12-30,56,0,39097,OH
7985,Madison,2020-12-31,67,0,39097,OH
7986,Madison,2021-01-01,2,1,39097,OH
7987,Madison,2021-01-02,20,1,39097,OH
7988,Madison,2021-01-03,1,0,39097,OH
7989,Madison,2021-01-04,63,0,39097,OH
7990,Madison,2021-01-05,72,1,39097,OH
7991,Madison,2021-01-06,183,3,39097,OH
7992,Madison,2021-01-07,51,4,39097,OH
7993,Madison,2021-01-08,92,8,39097,OH
7994,Madison,2021-01-09,13,1,39097,OH
7995,Madison,2021-01-10,6,0,39097,OH
7996,Madison,2021-01-11,63,26,39097,OH
7997,Madison,2021-01-12,59,9,39097,OH
7998,Madison,2021-01-13,49,5,39097,OH
7999,Madison,2021-01-14,150,44,39097,OH
8000,Madison,2021-01-15,48,1,39097,OH
8001,Madison,2021-01-16,41,4,39097,OH
8002,Madison,2021-01-17,7,0,39097,OH
8003,Madison,2021-01-18,10,6,39097,OH
8004,Madison,2021-01-19,245,13,39097,OH
8005,Madison,2021-01-20,30,33,39097,OH
8006,Madison,2021-01-21,405,58,39097,OH
8007,Madison,2021-01-22,81,8,39097,OH
8008,Madison,2021-01-23,46,5,39097,OH
8009,Madison,2021-01-24,13,0,39097,OH
8010,Madison,2021-01-25,165,28,39097,OH
8011,Madison,2021-01-26,366,46,39097,OH
8012,Madison,2021-01-27,71,133,39097,OH
8013,Madison,2021-01-28,191,52,39097,OH
8014,Madison,2021-01-29,82,37,39097,OH
8015,Madison,2021-01-30,31,9,39097,OH
8016,Madison,2021-01-31,16,2,39097,OH
8017,Madison,2021-02-01,50,66,39097,OH
8018,Madison,2021-02-02,68,38,39097,OH
8019,Madison,2021-02-03,87,119,39097,OH
8020,Madison,2021-02-04,135,62,39097,OH
8021,Madison,2021-02-05,96,79,39097,OH
8022,Madison,2021-02-06,484,39,39097,OH
8023,Madison,2021-02-07,29,10,39097,OH
8024,Madison,2021-02-08,39,41,39097,OH
8025,Madison,2021-02-09,453,69,39097,OH
8026,Madison,2021-02-10,61,98,39097,OH
8027,Madison,2021-02-11,97,416,39097,OH
8028,Madison,2021-02-12,75,58,39097,OH
8029,Madison,2021-02-13,21,30,39097,OH
8030,Madison,2021-02-14,10,0,39097,OH
8031,Madison,2021-02-15,36,117,39097,OH
8032,Madison,2021-02-16,17,25,39097,OH
8033,Madison,2021-02-17,72,421,39097,OH
8034,Madison,2021-02-18,9,83,39097,OH
8035,Madison,2021-02-19,44,93,39097,OH
8036,Madison,2021-02-20,18,34,39097,OH
8037,Madison,2021-02-21,1,15,39097,OH
8038,Madison,2021-02-22,7,60,39097,OH
8039,Madison,2021-02-23,30,91,39097,OH
8040,Madison,2021-02-24,58,87,39097,OH
8041,Madison,2021-02-25,425,335,39097,OH
8042,Madison,2021-02-26,297,97,39097,OH
8043,Madison,2021-02-27,13,58,39097,OH
8044,Madison,2021-02-28,6,23,39097,OH
8045,Madison,2021-03-01,64,58,39097,OH
8046,Madison,2021-03-02,97,45,39097,OH
8047,Madison,2021-03-03,78,47,39097,OH
8048,Madison,2021-03-04,434,478,39097,OH
8049,Madison,2021-03-05,157,136,39097,OH
8050,Madison,2021-03-06,333,479,39097,OH
8051,Madison,2021-03-07,11,25,39097,OH
8052,Madison,2021-03-08,193,144,39097,OH
8053,Madison,2021-03-09,436,393,39097,OH
8054,Madison,2021-03-10,241,183,39097,OH
8055,Madison,2021-03-11,223,147,39097,OH
8056,Madison,2021-03-12,488,429,39097,OH
8057,Madison,2021-03-13,195,166,39097,OH
8058,Madison,2021-03-14,11,8,39097,OH
8059,Madison,2021-03-15,61,23,39097,OH
8060,Madison,2021-03-16,121,57,39097,OH
8061,Madison,2021-03-17,697,113,39097,OH
8062,Madison,2021-03-18,223,108,39097,OH
8063,Madison,2021-03-19,191,317,39097,OH
8064,Madison,2021-03-20,398,47,39097,OH
8065,Madison,2021-03-21,47,5,39097,OH
8066,Madison,2021-03-22,83,52,39097,OH
8067,Madison,2021-03-23,385,277,39097,OH
8068,Madison,2021-03-24,278,93,39097,OH
8069,Madison,2021-03-25,263,98,39097,OH
8070,Madison,2021-03-26,98,163,39097,OH
8071,Madison,2021-03-27,228,404,39097,OH
8072,Madison,2021-03-28,13,6,39097,OH
8073,Madison,2021-03-29,58,78,39097,OH
8074,Madison,2021-03-30,438,167,39097,OH
8075,Madison,2021-03-31,240,130,39097,OH
8076,Madison,2021-04-01,612,202,39097,OH
8077,Madison,2021-04-02,188,137,39097,OH
8078,Madison,2021-04-03,80,48,39097,OH
8079,Madison,2021-04-04,11,8,39097,OH
8080,Madison,2021-04-05,55,123,39097,OH
8081,Madison,2021-04-06,223,364,39097,OH
8082,Madison,2021-04-07,204,511,39097,OH
8083,Madison,2021-04-08,172,172,39097,OH
8084,Madison,2021-04-09,131,181,39097,OH
8085,Madison,2021-04-10,104,109,39097,OH
8086,Madison,2021-04-11,32,53,39097,OH
8087,Madison,2021-04-12,86,110,39097,OH
8088,Madison,2021-04-13,195,503,39097,OH
8089,Madison,2021-04-14,63,189,39097,OH
8090,Madison,2021-04-15,123,267,39097,OH
8091,Madison,2021-04-16,75,76,39097,OH
8092,Madison,2021-04-17,133,196,39097,OH
8093,Madison,2021-04-18,20,21,39097,OH
8094,Madison,2021-04-19,65,68,39097,OH
8095,Madison,2021-04-20,38,129,39097,OH
8096,Madison,2021-04-21,37,115,39097,OH
8097,Madison,2021-04-22,121,535,39097,OH
8098,Madison,2021-04-23,134,241,39097,OH
8099,Madison,2021-04-24,24,53,39097,OH
8100,Madison,2021-04-25,14,11,39097,OH
8101,Madison,2021-04-26,34,97,39097,OH
8102,Madison,2021-04-27,79,323,39097,OH
8103,Madison,2021-04-28,44,152,39097,OH
8104,Madison,2021-04-29,61,296,39097,OH
8105,Madison,2021-04-30,94,88,39097,OH
8106,Madison,2021-05-01,40,56,39097,OH
8107,Madison,2021-05-02,18,12,39097,OH
8108,Madison,2021-05-03,50,50,39097,OH
8109,Madison,2021-05-04,71,63,39097,OH
8110,Madison,2021-05-05,45,76,39097,OH
8111,Madison,2021-05-06,103,282,39097,OH
8112,Madison,2021-05-07,63,108,39097,OH
8113,Madison,2021-05-08,16,45,39097,OH
8114,Madison,2021-05-09,14,16,39097,OH
8115,Madison,2021-05-10,22,63,39097,OH
8116,Madison,2021-05-11,17,53,39097,OH
8117,Madison,2021-05-12,63,89,39097,OH
8118,Madison,2021-05-13,137,218,39097,OH
8119,Madison,2021-05-14,86,98,39097,OH
8120,Madison,2021-05-15,63,36,39097,OH
8121,Madison,2021-05-16,35,20,39097,OH
8122,Madison,2021-05-17,91,61,39097,OH
8123,Madison,2021-05-18,78,29,39097,OH
8124,Madison,2021-05-19,99,60,39097,OH
8125,Madison,2021-05-20,158,137,39097,OH
8126,Madison,2021-05-21,113,94,39097,OH
8127,Madison,2021-05-22,45,34,39097,OH
8128,Madison,2021-05-23,19,16,39097,OH
8129,Madison,2021-05-24,45,42,39097,OH
8130,Madison,2021-05-25,47,38,39097,OH
8131,Madison,2021-05-26,60,62,39097,OH
8132,Madison,2021-05-27,41,55,39097,OH
8133,Madison,2021-05-28,17,26,39097,OH
8134,Mahoning,2020-12-14,0,0,39099,OH
8135,Mahoning,2020-12-15,1,0,39099,OH
8136,Mahoning,2020-12-16,12,0,39099,OH
8137,Mahoning,2020-12-17,5,0,39099,OH
8138,Mahoning,2020-12-18,15,0,39099,OH
8139,Mahoning,2020-12-19,1,0,39099,OH
8140,Mahoning,2020-12-20,2,0,39099,OH
8141,Mahoning,2020-12-21,103,0,39099,OH
8142,Mahoning,2020-12-22,746,0,39099,OH
8143,Mahoning,2020-12-23,369,0,39099,OH
8144,Mahoning,2020-12-24,112,0,39099,OH
8145,Mahoning,2020-12-25,6,0,39099,OH
8146,Mahoning,2020-12-26,54,0,39099,OH
8147,Mahoning,2020-12-27,114,0,39099,OH
8148,Mahoning,2020-12-28,253,0,39099,OH
8149,Mahoning,2020-12-29,727,1,39099,OH
8150,Mahoning,2020-12-30,938,1,39099,OH
8151,Mahoning,2020-12-31,302,0,39099,OH
8152,Mahoning,2021-01-01,8,0,39099,OH
8153,Mahoning,2021-01-02,15,1,39099,OH
8154,Mahoning,2021-01-03,77,0,39099,OH
8155,Mahoning,2021-01-04,621,2,39099,OH
8156,Mahoning,2021-01-05,642,2,39099,OH
8157,Mahoning,2021-01-06,808,10,39099,OH
8158,Mahoning,2021-01-07,575,6,39099,OH
8159,Mahoning,2021-01-08,514,17,39099,OH
8160,Mahoning,2021-01-09,81,1,39099,OH
8161,Mahoning,2021-01-10,127,0,39099,OH
8162,Mahoning,2021-01-11,481,86,39099,OH
8163,Mahoning,2021-01-12,644,401,39099,OH
8164,Mahoning,2021-01-13,482,84,39099,OH
8165,Mahoning,2021-01-14,536,81,39099,OH
8166,Mahoning,2021-01-15,534,23,39099,OH
8167,Mahoning,2021-01-16,31,38,39099,OH
8168,Mahoning,2021-01-17,18,46,39099,OH
8169,Mahoning,2021-01-18,220,130,39099,OH
8170,Mahoning,2021-01-19,465,452,39099,OH
8171,Mahoning,2021-01-20,943,631,39099,OH
8172,Mahoning,2021-01-21,1422,111,39099,OH
8173,Mahoning,2021-01-22,1538,20,39099,OH
8174,Mahoning,2021-01-23,348,4,39099,OH
8175,Mahoning,2021-01-24,27,47,39099,OH
8176,Mahoning,2021-01-25,913,295,39099,OH
8177,Mahoning,2021-01-26,851,655,39099,OH
8178,Mahoning,2021-01-27,837,636,39099,OH
8179,Mahoning,2021-01-28,1232,347,39099,OH
8180,Mahoning,2021-01-29,817,108,39099,OH
8181,Mahoning,2021-01-30,465,60,39099,OH
8182,Mahoning,2021-01-31,269,118,39099,OH
8183,Mahoning,2021-02-01,1257,676,39099,OH
8184,Mahoning,2021-02-02,673,532,39099,OH
8185,Mahoning,2021-02-03,861,587,39099,OH
8186,Mahoning,2021-02-04,1091,553,39099,OH
8187,Mahoning,2021-02-05,1651,499,39099,OH
8188,Mahoning,2021-02-06,1039,18,39099,OH
8189,Mahoning,2021-02-07,853,24,39099,OH
8190,Mahoning,2021-02-08,494,372,39099,OH
8191,Mahoning,2021-02-09,487,402,39099,OH
8192,Mahoning,2021-02-10,1065,706,39099,OH
8193,Mahoning,2021-02-11,841,658,39099,OH
8194,Mahoning,2021-02-12,745,865,39099,OH
8195,Mahoning,2021-02-13,678,166,39099,OH
8196,Mahoning,2021-02-14,320,12,39099,OH
8197,Mahoning,2021-02-15,103,632,39099,OH
8198,Mahoning,2021-02-16,331,613,39099,OH
8199,Mahoning,2021-02-17,600,865,39099,OH
8200,Mahoning,2021-02-18,844,1034,39099,OH
8201,Mahoning,2021-02-19,868,961,39099,OH
8202,Mahoning,2021-02-20,452,345,39099,OH
8203,Mahoning,2021-02-21,392,103,39099,OH
8204,Mahoning,2021-02-22,251,1304,39099,OH
8205,Mahoning,2021-02-23,492,1076,39099,OH
8206,Mahoning,2021-02-24,925,1422,39099,OH
8207,Mahoning,2021-02-25,1225,544,39099,OH
8208,Mahoning,2021-02-26,1271,1677,39099,OH
8209,Mahoning,2021-02-27,901,1141,39099,OH
8210,Mahoning,2021-02-28,636,849,39099,OH
8211,Mahoning,2021-03-01,563,920,39099,OH
8212,Mahoning,2021-03-02,1163,535,39099,OH
8213,Mahoning,2021-03-03,1156,606,39099,OH
8214,Mahoning,2021-03-04,1014,1078,39099,OH
8215,Mahoning,2021-03-05,1816,1732,39099,OH
8216,Mahoning,2021-03-06,962,344,39099,OH
8217,Mahoning,2021-03-07,250,143,39099,OH
8218,Mahoning,2021-03-08,957,686,39099,OH
8219,Mahoning,2021-03-09,1122,844,39099,OH
8220,Mahoning,2021-03-10,1365,1395,39099,OH
8221,Mahoning,2021-03-11,1609,1022,39099,OH
8222,Mahoning,2021-03-12,1654,603,39099,OH
8223,Mahoning,2021-03-13,995,417,39099,OH
8224,Mahoning,2021-03-14,454,128,39099,OH
8225,Mahoning,2021-03-15,321,446,39099,OH
8226,Mahoning,2021-03-16,935,543,39099,OH
8227,Mahoning,2021-03-17,1602,928,39099,OH
8228,Mahoning,2021-03-18,1464,1074,39099,OH
8229,Mahoning,2021-03-19,1221,1273,39099,OH
8230,Mahoning,2021-03-20,793,195,39099,OH
8231,Mahoning,2021-03-21,512,187,39099,OH
