,county,date,vaccines_started,vaccines_completed,fips,state
0,Adams,2020-12-14,0,0,39001,OH
1,Adams,2020-12-15,0,0,39001,OH
2,Adams,2020-12-16,0,0,39001,OH
3,Adams,2020-12-17,0,0,39001,OH
4,Adams,2020-12-18,9,0,39001,OH
5,Adams,2020-12-19,0,0,39001,OH
6,Adams,2020-12-20,0,0,39001,OH
7,Adams,2020-12-21,2,0,39001,OH
8,Adams,2020-12-22,9,0,39001,OH
9,Adams,2020-12-23,20,0,39001,OH
10,Adams,2020-12-24,8,0,39001,OH
11,Adams,2020-12-25,0,0,39001,OH
12,Adams,2020-12-26,4,0,39001,OH
13,Adams,2020-12-27,4,0,39001,OH
14,Adams,2020-12-28,73,0,39001,OH
15,Adams,2020-12-29,73,0,39001,OH
16,Adams,2020-12-30,52,0,39001,OH
17,Adams,2020-12-31,18,0,39001,OH
18,Adams,2021-01-01,1,0,39001,OH
19,Adams,2021-01-02,4,0,39001,OH
20,Adams,2021-01-03,0,0,39001,OH
21,Adams,2021-01-04,17,0,39001,OH
22,Adams,2021-01-05,26,0,39001,OH
23,Adams,2021-01-06,76,0,39001,OH
24,Adams,2021-01-07,50,0,39001,OH
25,Adams,2021-01-08,27,10,39001,OH
26,Adams,2021-01-09,0,0,39001,OH
27,Adams,2021-01-10,0,0,39001,OH
28,Adams,2021-01-11,23,1,39001,OH
29,Adams,2021-01-12,40,2,39001,OH
30,Adams,2021-01-13,20,2,39001,OH
31,Adams,2021-01-14,37,0,39001,OH
32,Adams,2021-01-15,33,0,39001,OH
33,Adams,2021-01-16,0,1,39001,OH
34,Adams,2021-01-17,1,2,39001,OH
35,Adams,2021-01-18,11,43,39001,OH
36,Adams,2021-01-19,139,33,39001,OH
37,Adams,2021-01-20,45,9,39001,OH
38,Adams,2021-01-21,40,33,39001,OH
39,Adams,2021-01-22,157,2,39001,OH
40,Adams,2021-01-23,6,3,39001,OH
41,Adams,2021-01-24,0,0,39001,OH
42,Adams,2021-01-25,96,13,39001,OH
43,Adams,2021-01-26,43,19,39001,OH
44,Adams,2021-01-27,52,111,39001,OH
45,Adams,2021-01-28,41,5,39001,OH
46,Adams,2021-01-29,199,14,39001,OH
47,Adams,2021-01-30,2,1,39001,OH
48,Adams,2021-01-31,2,0,39001,OH
49,Adams,2021-02-01,73,8,39001,OH
50,Adams,2021-02-02,42,40,39001,OH
51,Adams,2021-02-03,24,21,39001,OH
52,Adams,2021-02-04,35,28,39001,OH
53,Adams,2021-02-05,144,18,39001,OH
54,Adams,2021-02-06,7,1,39001,OH
55,Adams,2021-02-07,1,1,39001,OH
56,Adams,2021-02-08,113,56,39001,OH
57,Adams,2021-02-09,42,21,39001,OH
58,Adams,2021-02-10,52,11,39001,OH
59,Adams,2021-02-11,41,16,39001,OH
60,Adams,2021-02-12,258,151,39001,OH
61,Adams,2021-02-13,5,4,39001,OH
62,Adams,2021-02-14,1,0,39001,OH
63,Adams,2021-02-15,24,4,39001,OH
64,Adams,2021-02-16,7,3,39001,OH
65,Adams,2021-02-17,24,52,39001,OH
66,Adams,2021-02-18,9,39,39001,OH
67,Adams,2021-02-19,9,198,39001,OH
68,Adams,2021-02-20,3,2,39001,OH
69,Adams,2021-02-21,1,2,39001,OH
70,Adams,2021-02-22,63,31,39001,OH
71,Adams,2021-02-23,114,144,39001,OH
72,Adams,2021-02-24,98,55,39001,OH
73,Adams,2021-02-25,36,28,39001,OH
74,Adams,2021-02-26,140,165,39001,OH
75,Adams,2021-02-27,4,2,39001,OH
76,Adams,2021-02-28,1,1,39001,OH
77,Adams,2021-03-01,33,77,39001,OH
78,Adams,2021-03-02,23,27,39001,OH
79,Adams,2021-03-03,30,34,39001,OH
80,Adams,2021-03-04,53,47,39001,OH
81,Adams,2021-03-05,183,39,39001,OH
82,Adams,2021-03-06,37,42,39001,OH
83,Adams,2021-03-07,7,7,39001,OH
84,Adams,2021-03-08,248,287,39001,OH
85,Adams,2021-03-09,28,37,39001,OH
86,Adams,2021-03-10,68,47,39001,OH
87,Adams,2021-03-11,40,64,39001,OH
88,Adams,2021-03-12,50,83,39001,OH
89,Adams,2021-03-13,21,10,39001,OH
90,Adams,2021-03-14,5,1,39001,OH
91,Adams,2021-03-15,48,61,39001,OH
92,Adams,2021-03-16,46,7,39001,OH
93,Adams,2021-03-17,184,169,39001,OH
94,Adams,2021-03-18,93,30,39001,OH
95,Adams,2021-03-19,56,304,39001,OH
96,Adams,2021-03-20,7,3,39001,OH
97,Adams,2021-03-21,3,0,39001,OH
98,Adams,2021-03-22,64,32,39001,OH
99,Adams,2021-03-23,82,145,39001,OH
100,Adams,2021-03-24,81,26,39001,OH
101,Adams,2021-03-25,72,37,39001,OH
102,Adams,2021-03-26,207,179,39001,OH
103,Adams,2021-03-27,4,1,39001,OH
104,Adams,2021-03-28,0,0,39001,OH
105,Adams,2021-03-29,51,69,39001,OH
106,Adams,2021-03-30,90,34,39001,OH
107,Adams,2021-03-31,93,52,39001,OH
108,Adams,2021-04-01,121,39,39001,OH
109,Adams,2021-04-02,55,58,39001,OH
110,Adams,2021-04-03,25,20,39001,OH
111,Adams,2021-04-04,6,6,39001,OH
112,Adams,2021-04-05,77,59,39001,OH
113,Adams,2021-04-06,83,52,39001,OH
114,Adams,2021-04-07,61,102,39001,OH
115,Adams,2021-04-08,140,55,39001,OH
116,Adams,2021-04-09,94,109,39001,OH
117,Adams,2021-04-10,57,60,39001,OH
118,Adams,2021-04-11,8,7,39001,OH
119,Adams,2021-04-12,46,23,39001,OH
120,Adams,2021-04-13,59,48,39001,OH
121,Adams,2021-04-14,49,76,39001,OH
122,Adams,2021-04-15,52,100,39001,OH
123,Adams,2021-04-16,56,53,39001,OH
124,Adams,2021-04-17,34,4,39001,OH
125,Adams,2021-04-18,1,2,39001,OH
126,Adams,2021-04-19,23,27,39001,OH
127,Adams,2021-04-20,64,68,39001,OH
128,Adams,2021-04-21,62,79,39001,OH
129,Adams,2021-04-22,29,71,39001,OH
130,Adams,2021-04-23,58,213,39001,OH
131,Adams,2021-04-24,21,7,39001,OH
132,Adams,2021-04-25,8,0,39001,OH
133,Adams,2021-04-26,10,54,39001,OH
134,Adams,2021-04-27,34,51,39001,OH
135,Adams,2021-04-28,46,55,39001,OH
136,Adams,2021-04-29,22,129,39001,OH
137,Adams,2021-04-30,20,34,39001,OH
138,Adams,2021-05-01,29,30,39001,OH
139,Adams,2021-05-02,5,3,39001,OH
140,Adams,2021-05-03,8,63,39001,OH
141,Adams,2021-05-04,35,98,39001,OH
142,Adams,2021-05-05,22,31,39001,OH
143,Adams,2021-05-06,30,90,39001,OH
144,Adams,2021-05-07,37,24,39001,OH
145,Adams,2021-05-08,19,14,39001,OH
146,Adams,2021-05-09,1,2,39001,OH
147,Adams,2021-05-10,9,52,39001,OH
148,Adams,2021-05-11,22,82,39001,OH
149,Adams,2021-05-12,31,19,39001,OH
150,Adams,2021-05-13,36,63,39001,OH
151,Adams,2021-05-14,52,25,39001,OH
152,Adams,2021-05-15,33,34,39001,OH
153,Adams,2021-05-16,6,0,39001,OH
154,Adams,2021-05-17,29,32,39001,OH
155,Adams,2021-05-18,53,87,39001,OH
156,Adams,2021-05-19,38,25,39001,OH
157,Adams,2021-05-20,22,48,39001,OH
158,Adams,2021-05-21,31,24,39001,OH
159,Adams,2021-05-22,9,5,39001,OH
160,Adams,2021-05-23,2,7,39001,OH
161,Adams,2021-05-24,10,15,39001,OH
162,Adams,2021-05-25,36,37,39001,OH
163,Adams,2021-05-26,48,17,39001,OH
164,Adams,2021-05-27,19,30,39001,OH
165,Adams,2021-05-28,29,11,39001,OH
166,Allen,2020-12-14,0,0,39003,OH
167,Allen,2020-12-15,3,0,39003,OH
168,Allen,2020-12-16,1,0,39003,OH
169,Allen,2020-12-17,2,0,39003,OH
170,Allen,2020-12-18,1,0,39003,OH
171,Allen,2020-12-19,2,0,39003,OH
172,Allen,2020-12-20,0,0,39003,OH
173,Allen,2020-12-21,6,0,39003,OH
174,Allen,2020-12-22,78,1,39003,OH
175,Allen,2020-12-23,136,0,39003,OH
176,Allen,2020-12-24,73,0,39003,OH
177,Allen,2020-12-25,1,0,39003,OH
178,Allen,2020-12-26,15,0,39003,OH
179,Allen,2020-12-27,0,0,39003,OH
180,Allen,2020-12-28,332,0,39003,OH
181,Allen,2020-12-29,178,0,39003,OH
182,Allen,2020-12-30,305,0,39003,OH
183,Allen,2020-12-31,84,0,39003,OH
184,Allen,2021-01-01,8,0,39003,OH
185,Allen,2021-01-02,8,0,39003,OH
186,Allen,2021-01-03,2,0,39003,OH
187,Allen,2021-01-04,403,1,39003,OH
188,Allen,2021-01-05,220,3,39003,OH
189,Allen,2021-01-06,167,2,39003,OH
190,Allen,2021-01-07,347,2,39003,OH
191,Allen,2021-01-08,267,2,39003,OH
192,Allen,2021-01-09,229,3,39003,OH
193,Allen,2021-01-10,23,0,39003,OH
194,Allen,2021-01-11,240,8,39003,OH
195,Allen,2021-01-12,297,40,39003,OH
196,Allen,2021-01-13,113,8,39003,OH
197,Allen,2021-01-14,231,11,39003,OH
198,Allen,2021-01-15,182,3,39003,OH
199,Allen,2021-01-16,11,9,39003,OH
200,Allen,2021-01-17,3,0,39003,OH
201,Allen,2021-01-18,65,93,39003,OH
202,Allen,2021-01-19,337,74,39003,OH
203,Allen,2021-01-20,652,158,39003,OH
204,Allen,2021-01-21,364,37,39003,OH
205,Allen,2021-01-22,253,35,39003,OH
206,Allen,2021-01-23,168,3,39003,OH
207,Allen,2021-01-24,31,0,39003,OH
208,Allen,2021-01-25,166,446,39003,OH
209,Allen,2021-01-26,175,234,39003,OH
210,Allen,2021-01-27,153,220,39003,OH
211,Allen,2021-01-28,574,131,39003,OH
212,Allen,2021-01-29,259,175,39003,OH
213,Allen,2021-01-30,44,2,39003,OH
214,Allen,2021-01-31,9,21,39003,OH
215,Allen,2021-02-01,287,277,39003,OH
216,Allen,2021-02-02,495,235,39003,OH
217,Allen,2021-02-03,225,89,39003,OH
218,Allen,2021-02-04,472,278,39003,OH
219,Allen,2021-02-05,693,159,39003,OH
220,Allen,2021-02-06,135,244,39003,OH
221,Allen,2021-02-07,35,1,39003,OH
222,Allen,2021-02-08,367,137,39003,OH
223,Allen,2021-02-09,448,242,39003,OH
224,Allen,2021-02-10,230,389,39003,OH
225,Allen,2021-02-11,543,141,39003,OH
226,Allen,2021-02-12,372,182,39003,OH
227,Allen,2021-02-13,110,4,39003,OH
228,Allen,2021-02-14,4,1,39003,OH
229,Allen,2021-02-15,48,185,39003,OH
230,Allen,2021-02-16,90,110,39003,OH
231,Allen,2021-02-17,140,308,39003,OH
232,Allen,2021-02-18,75,243,39003,OH
233,Allen,2021-02-19,577,234,39003,OH
234,Allen,2021-02-20,44,168,39003,OH
235,Allen,2021-02-21,25,36,39003,OH
236,Allen,2021-02-22,183,128,39003,OH
237,Allen,2021-02-23,379,600,39003,OH
238,Allen,2021-02-24,315,199,39003,OH
239,Allen,2021-02-25,487,394,39003,OH
240,Allen,2021-02-26,655,329,39003,OH
241,Allen,2021-02-27,169,110,39003,OH
242,Allen,2021-02-28,60,93,39003,OH
243,Allen,2021-03-01,152,201,39003,OH
244,Allen,2021-03-02,499,283,39003,OH
245,Allen,2021-03-03,271,232,39003,OH
246,Allen,2021-03-04,631,497,39003,OH
247,Allen,2021-03-05,351,715,39003,OH
248,Allen,2021-03-06,222,492,39003,OH
249,Allen,2021-03-07,49,37,39003,OH
250,Allen,2021-03-08,246,355,39003,OH
251,Allen,2021-03-09,407,432,39003,OH
252,Allen,2021-03-10,624,599,39003,OH
253,Allen,2021-03-11,829,502,39003,OH
254,Allen,2021-03-12,595,817,39003,OH
255,Allen,2021-03-13,408,213,39003,OH
256,Allen,2021-03-14,67,10,39003,OH
257,Allen,2021-03-15,240,111,39003,OH
258,Allen,2021-03-16,325,163,39003,OH
259,Allen,2021-03-17,333,197,39003,OH
260,Allen,2021-03-18,594,173,39003,OH
261,Allen,2021-03-19,607,965,39003,OH
262,Allen,2021-03-20,132,125,39003,OH
263,Allen,2021-03-21,47,23,39003,OH
264,Allen,2021-03-22,140,219,39003,OH
265,Allen,2021-03-23,372,387,39003,OH
266,Allen,2021-03-24,520,295,39003,OH
267,Allen,2021-03-25,297,811,39003,OH
268,Allen,2021-03-26,229,381,39003,OH
269,Allen,2021-03-27,271,107,39003,OH
270,Allen,2021-03-28,11,43,39003,OH
271,Allen,2021-03-29,352,274,39003,OH
272,Allen,2021-03-30,359,274,39003,OH
273,Allen,2021-03-31,680,688,39003,OH
274,Allen,2021-04-01,448,1107,39003,OH
275,Allen,2021-04-02,684,747,39003,OH
276,Allen,2021-04-03,276,310,39003,OH
277,Allen,2021-04-04,22,20,39003,OH
278,Allen,2021-04-05,130,202,39003,OH
279,Allen,2021-04-06,215,293,39003,OH
280,Allen,2021-04-07,184,298,39003,OH
281,Allen,2021-04-08,708,1236,39003,OH
282,Allen,2021-04-09,302,442,39003,OH
283,Allen,2021-04-10,304,339,39003,OH
284,Allen,2021-04-11,47,62,39003,OH
285,Allen,2021-04-12,86,197,39003,OH
286,Allen,2021-04-13,173,404,39003,OH
287,Allen,2021-04-14,137,455,39003,OH
288,Allen,2021-04-15,100,259,39003,OH
289,Allen,2021-04-16,91,556,39003,OH
290,Allen,2021-04-17,47,285,39003,OH
291,Allen,2021-04-18,10,43,39003,OH
292,Allen,2021-04-19,121,220,39003,OH
293,Allen,2021-04-20,76,180,39003,OH
294,Allen,2021-04-21,62,213,39003,OH
295,Allen,2021-04-22,162,360,39003,OH
296,Allen,2021-04-23,53,218,39003,OH
297,Allen,2021-04-24,37,114,39003,OH
298,Allen,2021-04-25,58,38,39003,OH
299,Allen,2021-04-26,74,131,39003,OH
300,Allen,2021-04-27,126,152,39003,OH
301,Allen,2021-04-28,94,186,39003,OH
302,Allen,2021-04-29,128,469,39003,OH
303,Allen,2021-04-30,144,266,39003,OH
304,Allen,2021-05-01,53,79,39003,OH
305,Allen,2021-05-02,15,22,39003,OH
306,Allen,2021-05-03,49,83,39003,OH
307,Allen,2021-05-04,108,226,39003,OH
308,Allen,2021-05-05,90,140,39003,OH
309,Allen,2021-05-06,125,124,39003,OH
310,Allen,2021-05-07,148,158,39003,OH
311,Allen,2021-05-08,66,44,39003,OH
312,Allen,2021-05-09,10,10,39003,OH
313,Allen,2021-05-10,65,87,39003,OH
314,Allen,2021-05-11,67,93,39003,OH
315,Allen,2021-05-12,68,82,39003,OH
316,Allen,2021-05-13,101,174,39003,OH
317,Allen,2021-05-14,183,107,39003,OH
318,Allen,2021-05-15,151,57,39003,OH
319,Allen,2021-05-16,50,17,39003,OH
320,Allen,2021-05-17,147,64,39003,OH
321,Allen,2021-05-18,138,88,39003,OH
322,Allen,2021-05-19,174,106,39003,OH
323,Allen,2021-05-20,183,189,39003,OH
324,Allen,2021-05-21,167,103,39003,OH
325,Allen,2021-05-22,88,49,39003,OH
326,Allen,2021-05-23,45,14,39003,OH
327,Allen,2021-05-24,107,99,39003,OH
328,Allen,2021-05-25,122,142,39003,OH
329,Allen,2021-05-26,94,101,39003,OH
330,Allen,2021-05-27,75,51,39003,OH
331,Allen,2021-05-28,63,103,39003,OH
332,Ashland,2020-12-14,0,0,39005,OH
333,Ashland,2020-12-15,0,0,39005,OH
334,Ashland,2020-12-16,1,0,39005,OH
335,Ashland,2020-12-17,2,0,39005,OH
336,Ashland,2020-12-18,0,0,39005,OH
337,Ashland,2020-12-19,0,0,39005,OH
338,Ashland,2020-12-20,0,0,39005,OH
339,Ashland,2020-12-21,6,0,39005,OH
340,Ashland,2020-12-22,11,0,39005,OH
341,Ashland,2020-12-23,51,0,39005,OH
342,Ashland,2020-12-24,24,0,39005,OH
343,Ashland,2020-12-25,0,0,39005,OH
344,Ashland,2020-12-26,98,0,39005,OH
345,Ashland,2020-12-27,2,0,39005,OH
346,Ashland,2020-12-28,243,0,39005,OH
347,Ashland,2020-12-29,68,0,39005,OH
348,Ashland,2020-12-30,88,0,39005,OH
349,Ashland,2020-12-31,56,0,39005,OH
350,Ashland,2021-01-01,6,1,39005,OH
351,Ashland,2021-01-02,7,0,39005,OH
352,Ashland,2021-01-03,6,1,39005,OH
353,Ashland,2021-01-04,117,0,39005,OH
354,Ashland,2021-01-05,197,1,39005,OH
355,Ashland,2021-01-06,131,2,39005,OH
356,Ashland,2021-01-07,48,1,39005,OH
357,Ashland,2021-01-08,147,3,39005,OH
358,Ashland,2021-01-09,6,0,39005,OH
359,Ashland,2021-01-10,2,0,39005,OH
360,Ashland,2021-01-11,44,6,39005,OH
361,Ashland,2021-01-12,34,9,39005,OH
362,Ashland,2021-01-13,61,6,39005,OH
363,Ashland,2021-01-14,128,3,39005,OH
364,Ashland,2021-01-15,110,7,39005,OH
365,Ashland,2021-01-16,53,84,39005,OH
366,Ashland,2021-01-17,4,0,39005,OH
367,Ashland,2021-01-18,101,146,39005,OH
368,Ashland,2021-01-19,93,4,39005,OH
369,Ashland,2021-01-20,36,54,39005,OH
370,Ashland,2021-01-21,107,30,39005,OH
371,Ashland,2021-01-22,390,12,39005,OH
372,Ashland,2021-01-23,38,6,39005,OH
373,Ashland,2021-01-24,39,1,39005,OH
374,Ashland,2021-01-25,94,87,39005,OH
375,Ashland,2021-01-26,68,187,39005,OH
376,Ashland,2021-01-27,82,80,39005,OH
377,Ashland,2021-01-28,50,59,39005,OH
378,Ashland,2021-01-29,527,77,39005,OH
379,Ashland,2021-01-30,28,1,39005,OH
380,Ashland,2021-01-31,8,5,39005,OH
381,Ashland,2021-02-01,31,91,39005,OH
382,Ashland,2021-02-02,47,58,39005,OH
383,Ashland,2021-02-03,40,125,39005,OH
384,Ashland,2021-02-04,116,105,39005,OH
385,Ashland,2021-02-05,278,107,39005,OH
386,Ashland,2021-02-06,37,46,39005,OH
387,Ashland,2021-02-07,20,6,39005,OH
388,Ashland,2021-02-08,58,115,39005,OH
389,Ashland,2021-02-09,31,63,39005,OH
390,Ashland,2021-02-10,75,81,39005,OH
391,Ashland,2021-02-11,344,152,39005,OH
392,Ashland,2021-02-12,73,127,39005,OH
393,Ashland,2021-02-13,32,16,39005,OH
394,Ashland,2021-02-14,11,16,39005,OH
395,Ashland,2021-02-15,41,57,39005,OH
396,Ashland,2021-02-16,27,58,39005,OH
397,Ashland,2021-02-17,134,91,39005,OH
398,Ashland,2021-02-18,34,54,39005,OH
399,Ashland,2021-02-19,555,374,39005,OH
400,Ashland,2021-02-20,7,33,39005,OH
401,Ashland,2021-02-21,3,25,39005,OH
402,Ashland,2021-02-22,12,20,39005,OH
403,Ashland,2021-02-23,187,62,39005,OH
404,Ashland,2021-02-24,30,52,39005,OH
405,Ashland,2021-02-25,121,550,39005,OH
406,Ashland,2021-02-26,502,90,39005,OH
407,Ashland,2021-02-27,67,23,39005,OH
408,Ashland,2021-02-28,28,17,39005,OH
409,Ashland,2021-03-01,68,62,39005,OH
410,Ashland,2021-03-02,110,37,39005,OH
411,Ashland,2021-03-03,387,64,39005,OH
412,Ashland,2021-03-04,568,296,39005,OH
413,Ashland,2021-03-05,403,353,39005,OH
414,Ashland,2021-03-06,67,40,39005,OH
415,Ashland,2021-03-07,18,15,39005,OH
416,Ashland,2021-03-08,370,317,39005,OH
417,Ashland,2021-03-09,144,50,39005,OH
418,Ashland,2021-03-10,509,67,39005,OH
419,Ashland,2021-03-11,173,419,39005,OH
420,Ashland,2021-03-12,850,490,39005,OH
421,Ashland,2021-03-13,75,57,39005,OH
422,Ashland,2021-03-14,26,4,39005,OH
423,Ashland,2021-03-15,51,16,39005,OH
424,Ashland,2021-03-16,129,62,39005,OH
425,Ashland,2021-03-17,350,98,39005,OH
426,Ashland,2021-03-18,574,105,39005,OH
427,Ashland,2021-03-19,100,75,39005,OH
428,Ashland,2021-03-20,60,10,39005,OH
429,Ashland,2021-03-21,12,7,39005,OH
430,Ashland,2021-03-22,91,16,39005,OH
431,Ashland,2021-03-23,82,78,39005,OH
432,Ashland,2021-03-24,426,118,39005,OH
433,Ashland,2021-03-25,66,97,39005,OH
434,Ashland,2021-03-26,319,646,39005,OH
435,Ashland,2021-03-27,53,51,39005,OH
436,Ashland,2021-03-28,16,19,39005,OH
437,Ashland,2021-03-29,36,53,39005,OH
438,Ashland,2021-03-30,78,84,39005,OH
439,Ashland,2021-03-31,443,179,39005,OH
440,Ashland,2021-04-01,109,111,39005,OH
441,Ashland,2021-04-02,208,742,39005,OH
442,Ashland,2021-04-03,38,122,39005,OH
443,Ashland,2021-04-04,16,18,39005,OH
444,Ashland,2021-04-05,39,67,39005,OH
445,Ashland,2021-04-06,74,108,39005,OH
446,Ashland,2021-04-07,231,204,39005,OH
447,Ashland,2021-04-08,267,1147,39005,OH
448,Ashland,2021-04-09,80,138,39005,OH
449,Ashland,2021-04-10,25,76,39005,OH
450,Ashland,2021-04-11,15,30,39005,OH
451,Ashland,2021-04-12,48,74,39005,OH
452,Ashland,2021-04-13,81,81,39005,OH
453,Ashland,2021-04-14,67,77,39005,OH
454,Ashland,2021-04-15,123,82,39005,OH
455,Ashland,2021-04-16,300,599,39005,OH
456,Ashland,2021-04-17,66,62,39005,OH
457,Ashland,2021-04-18,19,18,39005,OH
458,Ashland,2021-04-19,65,51,39005,OH
459,Ashland,2021-04-20,74,57,39005,OH
460,Ashland,2021-04-21,131,304,39005,OH
461,Ashland,2021-04-22,88,74,39005,OH
462,Ashland,2021-04-23,136,340,39005,OH
463,Ashland,2021-04-24,70,89,39005,OH
464,Ashland,2021-04-25,20,9,39005,OH
465,Ashland,2021-04-26,43,33,39005,OH
466,Ashland,2021-04-27,56,59,39005,OH
467,Ashland,2021-04-28,119,267,39005,OH
468,Ashland,2021-04-29,116,201,39005,OH
469,Ashland,2021-04-30,59,86,39005,OH
470,Ashland,2021-05-01,31,72,39005,OH
471,Ashland,2021-05-02,17,9,39005,OH
472,Ashland,2021-05-03,33,34,39005,OH
473,Ashland,2021-05-04,42,49,39005,OH
474,Ashland,2021-05-05,37,48,39005,OH
475,Ashland,2021-05-06,42,78,39005,OH
476,Ashland,2021-05-07,81,195,39005,OH
477,Ashland,2021-05-08,24,68,39005,OH
478,Ashland,2021-05-09,9,14,39005,OH
479,Ashland,2021-05-10,24,34,39005,OH
480,Ashland,2021-05-11,40,47,39005,OH
481,Ashland,2021-05-12,47,87,39005,OH
482,Ashland,2021-05-13,82,126,39005,OH
483,Ashland,2021-05-14,94,85,39005,OH
484,Ashland,2021-05-15,126,101,39005,OH
485,Ashland,2021-05-16,46,9,39005,OH
486,Ashland,2021-05-17,88,60,39005,OH
487,Ashland,2021-05-18,92,50,39005,OH
488,Ashland,2021-05-19,82,42,39005,OH
489,Ashland,2021-05-20,58,44,39005,OH
490,Ashland,2021-05-21,185,207,39005,OH
491,Ashland,2021-05-22,56,56,39005,OH
492,Ashland,2021-05-23,50,15,39005,OH
493,Ashland,2021-05-24,39,34,39005,OH
494,Ashland,2021-05-25,47,48,39005,OH
495,Ashland,2021-05-26,46,62,39005,OH
496,Ashland,2021-05-27,50,74,39005,OH
497,Ashland,2021-05-28,32,43,39005,OH
498,Ashtabula,2020-12-14,0,0,39007,OH
499,Ashtabula,2020-12-15,0,0,39007,OH
500,Ashtabula,2020-12-16,0,0,39007,OH
501,Ashtabula,2020-12-17,2,0,39007,OH
502,Ashtabula,2020-12-18,8,0,39007,OH
503,Ashtabula,2020-12-19,0,0,39007,OH
504,Ashtabula,2020-12-20,0,0,39007,OH
505,Ashtabula,2020-12-21,63,0,39007,OH
506,Ashtabula,2020-12-22,45,0,39007,OH
507,Ashtabula,2020-12-23,306,0,39007,OH
508,Ashtabula,2020-12-24,14,0,39007,OH
509,Ashtabula,2020-12-25,3,0,39007,OH
510,Ashtabula,2020-12-26,44,0,39007,OH
511,Ashtabula,2020-12-27,10,0,39007,OH
512,Ashtabula,2020-12-28,100,0,39007,OH
513,Ashtabula,2020-12-29,281,0,39007,OH
514,Ashtabula,2020-12-30,277,0,39007,OH
515,Ashtabula,2020-12-31,151,0,39007,OH
516,Ashtabula,2021-01-01,140,17,39007,OH
517,Ashtabula,2021-01-02,9,0,39007,OH
518,Ashtabula,2021-01-03,4,0,39007,OH
519,Ashtabula,2021-01-04,141,1,39007,OH
520,Ashtabula,2021-01-05,294,3,39007,OH
521,Ashtabula,2021-01-06,298,2,39007,OH
522,Ashtabula,2021-01-07,301,2,39007,OH
523,Ashtabula,2021-01-08,206,3,39007,OH
524,Ashtabula,2021-01-09,80,0,39007,OH
525,Ashtabula,2021-01-10,3,0,39007,OH
526,Ashtabula,2021-01-11,151,51,39007,OH
527,Ashtabula,2021-01-12,162,5,39007,OH
528,Ashtabula,2021-01-13,264,268,39007,OH
529,Ashtabula,2021-01-14,181,5,39007,OH
530,Ashtabula,2021-01-15,274,3,39007,OH
531,Ashtabula,2021-01-16,10,2,39007,OH
532,Ashtabula,2021-01-17,4,2,39007,OH
533,Ashtabula,2021-01-18,38,11,39007,OH
534,Ashtabula,2021-01-19,216,123,39007,OH
535,Ashtabula,2021-01-20,165,37,39007,OH
536,Ashtabula,2021-01-21,335,37,39007,OH
537,Ashtabula,2021-01-22,291,24,39007,OH
538,Ashtabula,2021-01-23,743,14,39007,OH
539,Ashtabula,2021-01-24,119,5,39007,OH
540,Ashtabula,2021-01-25,409,131,39007,OH
541,Ashtabula,2021-01-26,237,204,39007,OH
542,Ashtabula,2021-01-27,245,288,39007,OH
543,Ashtabula,2021-01-28,596,333,39007,OH
544,Ashtabula,2021-01-29,436,65,39007,OH
545,Ashtabula,2021-01-30,255,79,39007,OH
546,Ashtabula,2021-01-31,38,5,39007,OH
547,Ashtabula,2021-02-01,170,191,39007,OH
548,Ashtabula,2021-02-02,209,195,39007,OH
549,Ashtabula,2021-02-03,272,308,39007,OH
550,Ashtabula,2021-02-04,642,153,39007,OH
551,Ashtabula,2021-02-05,460,276,39007,OH
552,Ashtabula,2021-02-06,251,17,39007,OH
553,Ashtabula,2021-02-07,46,2,39007,OH
554,Ashtabula,2021-02-08,220,94,39007,OH
555,Ashtabula,2021-02-09,109,131,39007,OH
556,Ashtabula,2021-02-10,91,118,39007,OH
557,Ashtabula,2021-02-11,186,351,39007,OH
558,Ashtabula,2021-02-12,300,318,39007,OH
559,Ashtabula,2021-02-13,219,633,39007,OH
560,Ashtabula,2021-02-14,25,25,39007,OH
561,Ashtabula,2021-02-15,88,157,39007,OH
562,Ashtabula,2021-02-16,56,310,39007,OH
563,Ashtabula,2021-02-17,90,255,39007,OH
564,Ashtabula,2021-02-18,86,386,39007,OH
565,Ashtabula,2021-02-19,33,235,39007,OH
566,Ashtabula,2021-02-20,108,54,39007,OH
567,Ashtabula,2021-02-21,16,108,39007,OH
568,Ashtabula,2021-02-22,17,413,39007,OH
569,Ashtabula,2021-02-23,111,216,39007,OH
570,Ashtabula,2021-02-24,371,238,39007,OH
571,Ashtabula,2021-02-25,719,364,39007,OH
572,Ashtabula,2021-02-26,306,310,39007,OH
573,Ashtabula,2021-02-27,195,222,39007,OH
574,Ashtabula,2021-02-28,55,22,39007,OH
575,Ashtabula,2021-03-01,147,82,39007,OH
576,Ashtabula,2021-03-02,276,179,39007,OH
577,Ashtabula,2021-03-03,482,262,39007,OH
578,Ashtabula,2021-03-04,768,667,39007,OH
579,Ashtabula,2021-03-05,389,602,39007,OH
580,Ashtabula,2021-03-06,288,362,39007,OH
581,Ashtabula,2021-03-07,329,311,39007,OH
582,Ashtabula,2021-03-08,321,384,39007,OH
583,Ashtabula,2021-03-09,486,339,39007,OH
584,Ashtabula,2021-03-10,535,316,39007,OH
585,Ashtabula,2021-03-11,977,477,39007,OH
586,Ashtabula,2021-03-12,511,554,39007,OH
587,Ashtabula,2021-03-13,1219,707,39007,OH
