date,state,county,new doses,cumulative doses,fips
2021-03-21,MO,Christian,133,25744,29043
2021-03-22,MO,Christian,922,26666,29043
2021-03-23,MO,Christian,701,27367,29043
2021-03-24,MO,Christian,690,28057,29043
2021-03-25,MO,Christian,491,28548,29043
2021-03-26,MO,Christian,849,29397,29043
2021-03-27,MO,Christian,564,29961,29043
2021-03-28,MO,Christian,91,30052,29043
2021-03-29,MO,Christian,514,30566,29043
2021-03-30,MO,Christian,460,31026,29043
2021-03-31,MO,Christian,927,31953,29043
2021-04-01,MO,Christian,909,32862,29043
2021-04-02,MO,Christian,835,33697,29043
2021-04-03,MO,Christian,570,34267,29043
2021-04-04,MO,Christian,117,34384,29043
2021-04-05,MO,Christian,657,35041,29043
2021-04-06,MO,Christian,893,35934,29043
2021-04-07,MO,Christian,646,36580,29043
2021-04-08,MO,Christian,1031,37611,29043
2021-04-09,MO,Christian,1621,39232,29043
2021-04-10,MO,Christian,282,39514,29043
2021-04-11,MO,Christian,105,39619,29043
2021-04-12,MO,Christian,672,40291,29043
2021-04-13,MO,Christian,610,40901,29043
2021-04-14,MO,Christian,555,41456,29043
2021-04-15,MO,Christian,465,41921,29043
2021-04-16,MO,Christian,393,42314,29043
2021-04-17,MO,Christian,197,42511,29043
2021-04-18,MO,Christian,77,42588,29043
2021-04-19,MO,Christian,279,42867,29043
2021-04-20,MO,Christian,342,43209,29043
2021-04-21,MO,Christian,371,43580,29043
2021-04-22,MO,Christian,323,43903,29043
2021-04-23,MO,Christian,438,44341,29043
2021-04-24,MO,Christian,439,44780,29043
2021-04-25,MO,Christian,54,44834,29043
2021-04-26,MO,Christian,374,45208,29043
2021-04-27,MO,Christian,274,45482,29043
2021-04-28,MO,Christian,402,45884,29043
2021-04-29,MO,Christian,233,46117,29043
2021-04-30,MO,Christian,351,46468,29043
2021-05-01,MO,Christian,102,46570,29043
2021-05-02,MO,Christian,142,46712,29043
2021-05-03,MO,Christian,299,47011,29043
2021-05-04,MO,Christian,210,47221,29043
2021-05-05,MO,Christian,412,47633,29043
2021-05-06,MO,Christian,320,47953,29043
2021-05-07,MO,Christian,328,48281,29043
2021-05-08,MO,Christian,94,48375,29043
2021-05-09,MO,Christian,41,48416,29043
2021-05-10,MO,Christian,172,48588,29043
2021-05-11,MO,Christian,213,48801,29043
2021-05-12,MO,Christian,184,48985,29043
2021-05-13,MO,Christian,186,49171,29043
2021-05-14,MO,Christian,242,49413,29043
2021-05-15,MO,Christian,142,49555,29043
2021-05-16,MO,Christian,53,49608,29043
2021-05-17,MO,Christian,188,49796,29043
2021-05-18,MO,Christian,233,50029,29043
2021-05-19,MO,Christian,211,50240,29043
2021-05-20,MO,Christian,184,50424,29043
2021-05-21,MO,Christian,188,50612,29043
2021-05-22,MO,Christian,91,50703,29043
2021-05-23,MO,Christian,59,50762,29043
2021-05-24,MO,Christian,107,50869,29043
2021-05-25,MO,Christian,146,51015,29043
2021-05-26,MO,Christian,144,51159,29043
2021-05-27,MO,Christian,60,51219,29043
2020-12-21,MO,Clark,3,3,29045
2020-12-23,MO,Clark,4,7,29045
2020-12-28,MO,Clark,3,10,29045
2020-12-29,MO,Clark,2,12,29045
2020-12-30,MO,Clark,3,15,29045
2021-01-02,MO,Clark,1,16,29045
2021-01-05,MO,Clark,1,17,29045
2021-01-07,MO,Clark,3,20,29045
2021-01-11,MO,Clark,4,24,29045
2021-01-12,MO,Clark,1,25,29045
2021-01-13,MO,Clark,1,26,29045
2021-01-15,MO,Clark,1,27,29045
2021-01-17,MO,Clark,1,28,29045
2021-01-18,MO,Clark,9,37,29045
2021-01-19,MO,Clark,6,43,29045
2021-01-20,MO,Clark,37,80,29045
2021-01-21,MO,Clark,20,100,29045
2021-01-22,MO,Clark,86,186,29045
2021-01-23,MO,Clark,2,188,29045
2021-01-26,MO,Clark,2,190,29045
2021-01-27,MO,Clark,3,193,29045
2021-01-28,MO,Clark,17,210,29045
2021-01-29,MO,Clark,26,236,29045
2021-02-01,MO,Clark,34,270,29045
2021-02-02,MO,Clark,24,294,29045
2021-02-03,MO,Clark,45,339,29045
2021-02-04,MO,Clark,36,375,29045
2021-02-05,MO,Clark,34,409,29045
2021-02-06,MO,Clark,8,417,29045
2021-02-08,MO,Clark,22,439,29045
2021-02-09,MO,Clark,35,474,29045
2021-02-10,MO,Clark,14,488,29045
2021-02-11,MO,Clark,28,516,29045
2021-02-12,MO,Clark,31,547,29045
2021-02-13,MO,Clark,1,548,29045
2021-02-14,MO,Clark,3,551,29045
2021-02-15,MO,Clark,3,554,29045
2021-02-16,MO,Clark,19,573,29045
2021-02-17,MO,Clark,57,630,29045
2021-02-19,MO,Clark,119,749,29045
2021-02-20,MO,Clark,1,750,29045
2021-02-22,MO,Clark,1,751,29045
2021-02-23,MO,Clark,10,761,29045
2021-02-24,MO,Clark,11,772,29045
2021-02-25,MO,Clark,37,809,29045
2021-02-26,MO,Clark,26,835,29045
2021-03-01,MO,Clark,66,901,29045
2021-03-02,MO,Clark,18,919,29045
2021-03-03,MO,Clark,46,965,29045
2021-03-04,MO,Clark,38,1003,29045
2021-03-05,MO,Clark,44,1047,29045
2021-03-06,MO,Clark,8,1055,29045
2021-03-08,MO,Clark,9,1064,29045
2021-03-09,MO,Clark,40,1104,29045
2021-03-10,MO,Clark,8,1112,29045
2021-03-11,MO,Clark,23,1135,29045
2021-03-12,MO,Clark,19,1154,29045
2021-03-13,MO,Clark,1,1155,29045
2021-03-14,MO,Clark,2,1157,29045
2021-03-15,MO,Clark,13,1170,29045
2021-03-16,MO,Clark,16,1186,29045
2021-03-17,MO,Clark,44,1230,29045
2021-03-18,MO,Clark,31,1261,29045
2021-03-19,MO,Clark,92,1353,29045
2021-03-20,MO,Clark,1,1354,29045
2021-03-21,MO,Clark,1,1355,29045
2021-03-22,MO,Clark,2,1357,29045
2021-03-23,MO,Clark,14,1371,29045
2021-03-24,MO,Clark,31,1402,29045
2021-03-25,MO,Clark,41,1443,29045
2021-03-26,MO,Clark,26,1469,29045
2021-03-27,MO,Clark,1,1470,29045
2021-03-28,MO,Clark,1,1471,29045
2021-03-29,MO,Clark,16,1487,29045
2021-03-30,MO,Clark,17,1504,29045
2021-03-31,MO,Clark,14,1518,29045
2021-04-01,MO,Clark,22,1540,29045
2021-04-02,MO,Clark,19,1559,29045
2021-04-03,MO,Clark,1,1560,29045
2021-04-05,MO,Clark,17,1577,29045
2021-04-06,MO,Clark,8,1585,29045
2021-04-07,MO,Clark,9,1594,29045
2021-04-08,MO,Clark,15,1609,29045
2021-04-09,MO,Clark,16,1625,29045
2021-04-10,MO,Clark,3,1628,29045
2021-04-11,MO,Clark,4,1632,29045
2021-04-12,MO,Clark,6,1638,29045
2021-04-13,MO,Clark,9,1647,29045
2021-04-14,MO,Clark,11,1658,29045
2021-04-15,MO,Clark,9,1667,29045
2021-04-16,MO,Clark,84,1751,29045
2021-04-17,MO,Clark,1,1752,29045
2021-04-18,MO,Clark,1,1753,29045
2021-04-19,MO,Clark,12,1765,29045
2021-04-20,MO,Clark,8,1773,29045
2021-04-21,MO,Clark,3,1776,29045
2021-04-22,MO,Clark,8,1784,29045
2021-04-23,MO,Clark,15,1799,29045
2021-04-24,MO,Clark,3,1802,29045
2021-04-25,MO,Clark,2,1804,29045
2021-04-26,MO,Clark,9,1813,29045
2021-04-27,MO,Clark,7,1820,29045
2021-04-28,MO,Clark,6,1826,29045
2021-04-30,MO,Clark,28,1854,29045
2021-05-01,MO,Clark,1,1855,29045
2021-05-02,MO,Clark,1,1856,29045
2021-05-03,MO,Clark,1,1857,29045
2021-05-04,MO,Clark,32,1889,29045
2021-05-05,MO,Clark,3,1892,29045
2021-05-06,MO,Clark,18,1910,29045
2021-05-07,MO,Clark,2,1912,29045
2021-05-08,MO,Clark,5,1917,29045
2021-05-11,MO,Clark,26,1943,29045
2021-05-13,MO,Clark,23,1966,29045
2021-05-14,MO,Clark,1,1967,29045
2021-05-15,MO,Clark,2,1969,29045
2021-05-17,MO,Clark,1,1970,29045
2021-05-18,MO,Clark,31,2001,29045
2021-05-19,MO,Clark,2,2003,29045
2021-05-20,MO,Clark,19,2022,29045
2021-05-25,MO,Clark,30,2052,29045
2021-05-26,MO,Clark,2,2054,29045
2021-05-27,MO,Clark,8,2062,29045
2020-12-14,MO,Clay,2,2,29047
2020-12-15,MO,Clay,7,9,29047
2020-12-16,MO,Clay,2,11,29047
2020-12-17,MO,Clay,25,36,29047
2020-12-18,MO,Clay,20,56,29047
2020-12-19,MO,Clay,34,90,29047
2020-12-20,MO,Clay,3,93,29047
2020-12-21,MO,Clay,109,202,29047
2020-12-22,MO,Clay,243,445,29047
2020-12-23,MO,Clay,146,591,29047
2020-12-24,MO,Clay,33,624,29047
2020-12-26,MO,Clay,6,630,29047
2020-12-27,MO,Clay,8,638,29047
2020-12-28,MO,Clay,55,693,29047
2020-12-29,MO,Clay,211,904,29047
2020-12-30,MO,Clay,342,1246,29047
2020-12-31,MO,Clay,277,1523,29047
2021-01-01,MO,Clay,3,1526,29047
2021-01-02,MO,Clay,54,1580,29047
2021-01-03,MO,Clay,16,1596,29047
2021-01-04,MO,Clay,36,1632,29047
2021-01-05,MO,Clay,157,1789,29047
2021-01-06,MO,Clay,268,2057,29047
2021-01-07,MO,Clay,191,2248,29047
2021-01-08,MO,Clay,166,2414,29047
2021-01-09,MO,Clay,94,2508,29047
2021-01-10,MO,Clay,6,2514,29047
2021-01-11,MO,Clay,335,2849,29047
2021-01-12,MO,Clay,395,3244,29047
2021-01-13,MO,Clay,198,3442,29047
2021-01-14,MO,Clay,196,3638,29047
2021-01-15,MO,Clay,378,4016,29047
2021-01-16,MO,Clay,53,4069,29047
2021-01-17,MO,Clay,3,4072,29047
2021-01-18,MO,Clay,97,4169,29047
2021-01-19,MO,Clay,353,4522,29047
2021-01-20,MO,Clay,289,4811,29047
2021-01-21,MO,Clay,399,5210,29047
2021-01-22,MO,Clay,309,5519,29047
2021-01-23,MO,Clay,67,5586,29047
2021-01-24,MO,Clay,4,5590,29047
2021-01-25,MO,Clay,171,5761,29047
2021-01-26,MO,Clay,291,6052,29047
2021-01-27,MO,Clay,306,6358,29047
2021-01-28,MO,Clay,487,6845,29047
2021-01-29,MO,Clay,382,7227,29047
2021-01-30,MO,Clay,456,7683,29047
2021-01-31,MO,Clay,86,7769,29047
2021-02-01,MO,Clay,279,8048,29047
2021-02-02,MO,Clay,212,8260,29047
2021-02-03,MO,Clay,329,8589,29047
2021-02-04,MO,Clay,689,9278,29047
2021-02-05,MO,Clay,1183,10461,29047
2021-02-06,MO,Clay,486,10947,29047
2021-02-07,MO,Clay,33,10980,29047
2021-02-08,MO,Clay,238,11218,29047
2021-02-09,MO,Clay,235,11453,29047
2021-02-10,MO,Clay,205,11658,29047
2021-02-11,MO,Clay,377,12035,29047
2021-02-12,MO,Clay,469,12504,29047
2021-02-13,MO,Clay,181,12685,29047
2021-02-14,MO,Clay,64,12749,29047
2021-02-15,MO,Clay,198,12947,29047
2021-02-16,MO,Clay,255,13202,29047
2021-02-17,MO,Clay,247,13449,29047
2021-02-18,MO,Clay,1076,14525,29047
2021-02-19,MO,Clay,262,14787,29047
2021-02-20,MO,Clay,394,15181,29047
2021-02-21,MO,Clay,31,15212,29047
2021-02-22,MO,Clay,269,15481,29047
2021-02-23,MO,Clay,283,15764,29047
2021-02-24,MO,Clay,400,16164,29047
2021-02-25,MO,Clay,1574,17738,29047
2021-02-26,MO,Clay,1705,19443,29047
2021-02-27,MO,Clay,354,19797,29047
2021-02-28,MO,Clay,86,19883,29047
2021-03-01,MO,Clay,458,20341,29047
2021-03-02,MO,Clay,324,20665,29047
2021-03-03,MO,Clay,589,21254,29047
2021-03-04,MO,Clay,1392,22646,29047
2021-03-05,MO,Clay,1113,23759,29047
2021-03-06,MO,Clay,623,24382,29047
2021-03-07,MO,Clay,133,24515,29047
2021-03-08,MO,Clay,1082,25597,29047
2021-03-09,MO,Clay,930,26527,29047
2021-03-10,MO,Clay,334,26861,29047
2021-03-11,MO,Clay,519,27380,29047
2021-03-12,MO,Clay,437,27817,29047
2021-03-13,MO,Clay,320,28137,29047
2021-03-14,MO,Clay,155,28292,29047
2021-03-15,MO,Clay,707,28999,29047
2021-03-16,MO,Clay,533,29532,29047
2021-03-17,MO,Clay,1154,30686,29047
2021-03-18,MO,Clay,1057,31743,29047
2021-03-19,MO,Clay,1071,32814,29047
2021-03-20,MO,Clay,339,33153,29047
2021-03-21,MO,Clay,191,33344,29047
2021-03-22,MO,Clay,326,33670,29047
2021-03-23,MO,Clay,582,34252,29047
2021-03-24,MO,Clay,746,34998,29047
2021-03-25,MO,Clay,1626,36624,29047
2021-03-26,MO,Clay,1712,38336,29047
2021-03-27,MO,Clay,517,38853,29047
2021-03-28,MO,Clay,83,38936,29047
2021-03-29,MO,Clay,1729,40665,29047
2021-03-30,MO,Clay,1796,42461,29047
2021-03-31,MO,Clay,568,43029,29047
2021-04-01,MO,Clay,1249,44278,29047
2021-04-02,MO,Clay,1167,45445,29047
2021-04-03,MO,Clay,242,45687,29047
2021-04-04,MO,Clay,90,45777,29047
2021-04-05,MO,Clay,686,46463,29047
2021-04-06,MO,Clay,829,47292,29047
2021-04-07,MO,Clay,606,47898,29047
2021-04-08,MO,Clay,1159,49057,29047
2021-04-09,MO,Clay,1485,50542,29047
2021-04-10,MO,Clay,391,50933,29047
2021-04-11,MO,Clay,137,51070,29047
2021-04-12,MO,Clay,504,51574,29047
2021-04-13,MO,Clay,682,52256,29047
2021-04-14,MO,Clay,542,52798,29047
2021-04-15,MO,Clay,1105,53903,29047
2021-04-16,MO,Clay,1024,54927,29047
2021-04-17,MO,Clay,211,55138,29047
2021-04-18,MO,Clay,109,55247,29047
2021-04-19,MO,Clay,400,55647,29047
2021-04-20,MO,Clay,406,56053,29047
2021-04-21,MO,Clay,497,56550,29047
2021-04-22,MO,Clay,1138,57688,29047
2021-04-23,MO,Clay,1103,58791,29047
2021-04-24,MO,Clay,248,59039,29047
2021-04-25,MO,Clay,123,59162,29047
2021-04-26,MO,Clay,332,59494,29047
2021-04-27,MO,Clay,633,60127,29047
2021-04-28,MO,Clay,495,60622,29047
2021-04-29,MO,Clay,461,61083,29047
2021-04-30,MO,Clay,522,61605,29047
2021-05-01,MO,Clay,284,61889,29047
2021-05-02,MO,Clay,149,62038,29047
2021-05-03,MO,Clay,326,62364,29047
2021-05-04,MO,Clay,518,62882,29047
2021-05-05,MO,Clay,336,63218,29047
2021-05-06,MO,Clay,1266,64484,29047
2021-05-07,MO,Clay,384,64868,29047
2021-05-08,MO,Clay,172,65040,29047
2021-05-09,MO,Clay,117,65157,29047
2021-05-10,MO,Clay,259,65416,29047
2021-05-11,MO,Clay,512,65928,29047
2021-05-12,MO,Clay,228,66156,29047
2021-05-13,MO,Clay,300,66456,29047
2021-05-14,MO,Clay,508,66964,29047
2021-05-15,MO,Clay,366,67330,29047
2021-05-16,MO,Clay,153,67483,29047
2021-05-17,MO,Clay,512,67995,29047
2021-05-18,MO,Clay,461,68456,29047
2021-05-19,MO,Clay,419,68875,29047
2021-05-20,MO,Clay,270,69145,29047
2021-05-21,MO,Clay,271,69416,29047
2021-05-22,MO,Clay,242,69658,29047
2021-05-23,MO,Clay,101,69759,29047
2021-05-24,MO,Clay,284,70043,29047
2021-05-25,MO,Clay,251,70294,29047
2021-05-26,MO,Clay,211,70505,29047
2021-05-27,MO,Clay,105,70610,29047
2020-12-18,MO,Clinton,2,2,29049
2020-12-19,MO,Clinton,2,4,29049
2020-12-20,MO,Clinton,1,5,29049
2020-12-21,MO,Clinton,15,20,29049
2020-12-22,MO,Clinton,18,38,29049
2020-12-23,MO,Clinton,28,66,29049
2020-12-24,MO,Clinton,8,74,29049
2020-12-27,MO,Clinton,7,81,29049
2020-12-28,MO,Clinton,29,110,29049
2020-12-29,MO,Clinton,33,143,29049
2020-12-30,MO,Clinton,40,183,29049
2020-12-31,MO,Clinton,27,210,29049
2021-01-02,MO,Clinton,34,244,29049
2021-01-03,MO,Clinton,8,252,29049
2021-01-04,MO,Clinton,23,275,29049
2021-01-05,MO,Clinton,19,294,29049
2021-01-06,MO,Clinton,62,356,29049
2021-01-07,MO,Clinton,12,368,29049
2021-01-08,MO,Clinton,28,396,29049
2021-01-09,MO,Clinton,8,404,29049
2021-01-11,MO,Clinton,45,449,29049
2021-01-12,MO,Clinton,42,491,29049
2021-01-13,MO,Clinton,83,574,29049
2021-01-14,MO,Clinton,91,665,29049
2021-01-15,MO,Clinton,42,707,29049
2021-01-16,MO,Clinton,74,781,29049
2021-01-17,MO,Clinton,3,784,29049
2021-01-18,MO,Clinton,26,810,29049
2021-01-19,MO,Clinton,99,909,29049
2021-01-20,MO,Clinton,86,995,29049
2021-01-21,MO,Clinton,72,1067,29049
2021-01-22,MO,Clinton,45,1112,29049
2021-01-23,MO,Clinton,4,1116,29049
2021-01-24,MO,Clinton,11,1127,29049
2021-01-25,MO,Clinton,68,1195,29049
2021-01-26,MO,Clinton,42,1237,29049
2021-01-27,MO,Clinton,28,1265,29049
2021-01-28,MO,Clinton,103,1368,29049
2021-01-29,MO,Clinton,100,1468,29049
2021-01-30,MO,Clinton,41,1509,29049
2021-01-31,MO,Clinton,20,1529,29049
2021-02-01,MO,Clinton,45,1574,29049
2021-02-02,MO,Clinton,82,1656,29049
2021-02-03,MO,Clinton,187,1843,29049
2021-02-04,MO,Clinton,260,2103,29049
2021-02-05,MO,Clinton,159,2262,29049
2021-02-06,MO,Clinton,34,2296,29049
2021-02-07,MO,Clinton,4,2300,29049
2021-02-08,MO,Clinton,50,2350,29049
2021-02-09,MO,Clinton,54,2404,29049
2021-02-10,MO,Clinton,36,2440,29049
2021-02-11,MO,Clinton,62,2502,29049
2021-02-12,MO,Clinton,63,2565,29049
2021-02-13,MO,Clinton,440,3005,29049
2021-02-14,MO,Clinton,84,3089,29049
2021-02-15,MO,Clinton,28,3117,29049
2021-02-16,MO,Clinton,53,3170,29049
2021-02-17,MO,Clinton,67,3237,29049
2021-02-18,MO,Clinton,63,3300,29049
2021-02-19,MO,Clinton,81,3381,29049
2021-02-20,MO,Clinton,73,3454,29049
2021-02-21,MO,Clinton,7,3461,29049
2021-02-22,MO,Clinton,113,3574,29049
2021-02-23,MO,Clinton,30,3604,29049
2021-02-24,MO,Clinton,79,3683,29049
2021-02-25,MO,Clinton,298,3981,29049
2021-02-26,MO,Clinton,88,4069,29049
2021-02-27,MO,Clinton,53,4122,29049
2021-02-28,MO,Clinton,8,4130,29049
2021-03-01,MO,Clinton,51,4181,29049
2021-03-02,MO,Clinton,65,4246,29049
2021-03-03,MO,Clinton,169,4415,29049
2021-03-04,MO,Clinton,163,4578,29049
2021-03-05,MO,Clinton,125,4703,29049
2021-03-06,MO,Clinton,71,4774,29049
2021-03-07,MO,Clinton,11,4785,29049
2021-03-08,MO,Clinton,55,4840,29049
2021-03-09,MO,Clinton,70,4910,29049
2021-03-10,MO,Clinton,58,4968,29049
2021-03-11,MO,Clinton,158,5126,29049
2021-03-12,MO,Clinton,67,5193,29049
2021-03-13,MO,Clinton,413,5606,29049
2021-03-14,MO,Clinton,16,5622,29049
2021-03-15,MO,Clinton,61,5683,29049
2021-03-16,MO,Clinton,70,5753,29049
2021-03-17,MO,Clinton,115,5868,29049
2021-03-18,MO,Clinton,211,6079,29049
2021-03-19,MO,Clinton,104,6183,29049
2021-03-20,MO,Clinton,50,6233,29049
2021-03-21,MO,Clinton,16,6249,29049
2021-03-22,MO,Clinton,41,6290,29049
2021-03-23,MO,Clinton,50,6340,29049
2021-03-24,MO,Clinton,174,6514,29049
2021-03-25,MO,Clinton,163,6677,29049
2021-03-26,MO,Clinton,167,6844,29049
2021-03-27,MO,Clinton,28,6872,29049
2021-03-28,MO,Clinton,4,6876,29049
2021-03-29,MO,Clinton,131,7007,29049
2021-03-30,MO,Clinton,105,7112,29049
2021-03-31,MO,Clinton,145,7257,29049
2021-04-01,MO,Clinton,186,7443,29049
2021-04-02,MO,Clinton,195,7638,29049
2021-04-03,MO,Clinton,17,7655,29049
2021-04-04,MO,Clinton,4,7659,29049
2021-04-05,MO,Clinton,52,7711,29049
2021-04-06,MO,Clinton,114,7825,29049
2021-04-07,MO,Clinton,87,7912,29049
2021-04-08,MO,Clinton,175,8087,29049
2021-04-09,MO,Clinton,179,8266,29049
2021-04-10,MO,Clinton,37,8303,29049
2021-04-11,MO,Clinton,14,8317,29049
2021-04-12,MO,Clinton,49,8366,29049
2021-04-13,MO,Clinton,91,8457,29049
2021-04-14,MO,Clinton,118,8575,29049
2021-04-15,MO,Clinton,164,8739,29049
2021-04-16,MO,Clinton,204,8943,29049
2021-04-17,MO,Clinton,19,8962,29049
2021-04-18,MO,Clinton,13,8975,29049
2021-04-19,MO,Clinton,117,9092,29049
2021-04-20,MO,Clinton,66,9158,29049
2021-04-21,MO,Clinton,64,9222,29049
2021-04-22,MO,Clinton,158,9380,29049
2021-04-23,MO,Clinton,194,9574,29049
2021-04-24,MO,Clinton,24,9598,29049
2021-04-25,MO,Clinton,8,9606,29049
2021-04-26,MO,Clinton,29,9635,29049
2021-04-27,MO,Clinton,71,9706,29049
2021-04-28,MO,Clinton,45,9751,29049
2021-04-29,MO,Clinton,87,9838,29049
2021-04-30,MO,Clinton,153,9991,29049
2021-05-01,MO,Clinton,33,10024,29049
2021-05-02,MO,Clinton,12,10036,29049
2021-05-03,MO,Clinton,26,10062,29049
2021-05-04,MO,Clinton,52,10114,29049
2021-05-05,MO,Clinton,48,10162,29049
2021-05-06,MO,Clinton,168,10330,29049
2021-05-07,MO,Clinton,61,10391,29049
2021-05-08,MO,Clinton,78,10469,29049
2021-05-09,MO,Clinton,13,10482,29049
2021-05-10,MO,Clinton,42,10524,29049
2021-05-11,MO,Clinton,48,10572,29049
2021-05-12,MO,Clinton,27,10599,29049
2021-05-13,MO,Clinton,59,10658,29049
2021-05-14,MO,Clinton,60,10718,29049
2021-05-15,MO,Clinton,43,10761,29049
2021-05-16,MO,Clinton,12,10773,29049
2021-05-17,MO,Clinton,45,10818,29049
2021-05-18,MO,Clinton,57,10875,29049
2021-05-19,MO,Clinton,39,10914,29049
2021-05-20,MO,Clinton,48,10962,29049
2021-05-21,MO,Clinton,150,11112,29049
2021-05-22,MO,Clinton,24,11136,29049
2021-05-23,MO,Clinton,6,11142,29049
2021-05-24,MO,Clinton,32,11174,29049
2021-05-25,MO,Clinton,36,11210,29049
2021-05-26,MO,Clinton,18,11228,29049
2021-05-27,MO,Clinton,28,11256,29049
2020-12-15,MO,Cole,36,36,29051
2020-12-16,MO,Cole,63,99,29051
2020-12-17,MO,Cole,184,283,29051
2020-12-18,MO,Cole,244,527,29051
2020-12-19,MO,Cole,18,545,29051
2020-12-20,MO,Cole,34,579,29051
2020-12-21,MO,Cole,121,700,29051
2020-12-22,MO,Cole,122,822,29051
2020-12-23,MO,Cole,84,906,29051
2020-12-24,MO,Cole,6,912,29051
2020-12-26,MO,Cole,3,915,29051
2020-12-27,MO,Cole,3,918,29051
2020-12-28,MO,Cole,43,961,29051
2020-12-29,MO,Cole,66,1027,29051
2020-12-30,MO,Cole,151,1178,29051
2020-12-31,MO,Cole,33,1211,29051
2021-01-01,MO,Cole,6,1217,29051
2021-01-02,MO,Cole,15,1232,29051
2021-01-03,MO,Cole,13,1245,29051
2021-01-04,MO,Cole,72,1317,29051
2021-01-05,MO,Cole,57,1374,29051
2021-01-06,MO,Cole,135,1509,29051
2021-01-07,MO,Cole,326,1835,29051
2021-01-08,MO,Cole,214,2049,29051
2021-01-09,MO,Cole,28,2077,29051
2021-01-10,MO,Cole,102,2179,29051
2021-01-11,MO,Cole,208,2387,29051
2021-01-12,MO,Cole,172,2559,29051
2021-01-13,MO,Cole,142,2701,29051
2021-01-14,MO,Cole,153,2854,29051
2021-01-15,MO,Cole,203,3057,29051
2021-01-16,MO,Cole,58,3115,29051
2021-01-17,MO,Cole,4,3119,29051
2021-01-18,MO,Cole,177,3296,29051
2021-01-19,MO,Cole,325,3621,29051
2021-01-20,MO,Cole,200,3821,29051
2021-01-21,MO,Cole,404,4225,29051
2021-01-22,MO,Cole,798,5023,29051
2021-01-23,MO,Cole,792,5815,29051
2021-01-24,MO,Cole,10,5825,29051
2021-01-25,MO,Cole,382,6207,29051
2021-01-26,MO,Cole,368,6575,29051
2021-01-27,MO,Cole,518,7093,29051
2021-01-28,MO,Cole,348,7441,29051
2021-01-29,MO,Cole,906,8347,29051
2021-01-30,MO,Cole,614,8961,29051
2021-01-31,MO,Cole,32,8993,29051
2021-02-01,MO,Cole,195,9188,29051
2021-02-02,MO,Cole,291,9479,29051
2021-02-03,MO,Cole,224,9703,29051
2021-02-04,MO,Cole,748,10451,29051
2021-02-05,MO,Cole,1358,11809,29051
2021-02-06,MO,Cole,267,12076,29051
2021-02-07,MO,Cole,1,12077,29051
2021-02-08,MO,Cole,326,12403,29051
2021-02-09,MO,Cole,288,12691,29051
2021-02-10,MO,Cole,282,12973,29051
2021-02-11,MO,Cole,702,13675,29051
2021-02-12,MO,Cole,855,14530,29051
2021-02-13,MO,Cole,901,15431,29051
2021-02-14,MO,Cole,10,15441,29051
2021-02-15,MO,Cole,97,15538,29051
2021-02-16,MO,Cole,243,15781,29051
2021-02-17,MO,Cole,301,16082,29051
2021-02-18,MO,Cole,663,16745,29051
2021-02-19,MO,Cole,1138,17883,29051
2021-02-20,MO,Cole,624,18507,29051
2021-02-21,MO,Cole,2,18509,29051
2021-02-22,MO,Cole,370,18879,29051
2021-02-23,MO,Cole,361,19240,29051
2021-02-24,MO,Cole,366,19606,29051
2021-02-25,MO,Cole,870,20476,29051
2021-02-26,MO,Cole,2040,22516,29051
2021-02-27,MO,Cole,330,22846,29051
2021-02-28,MO,Cole,22,22868,29051
2021-03-01,MO,Cole,741,23609,29051
2021-03-02,MO,Cole,402,24011,29051
2021-03-03,MO,Cole,495,24506,29051
2021-03-04,MO,Cole,605,25111,29051
2021-03-05,MO,Cole,377,25488,29051
2021-03-06,MO,Cole,67,25555,29051
2021-03-07,MO,Cole,77,25632,29051
2021-03-08,MO,Cole,161,25793,29051
2021-03-09,MO,Cole,220,26013,29051
2021-03-10,MO,Cole,514,26527,29051
2021-03-11,MO,Cole,630,27157,29051
2021-03-12,MO,Cole,754,27911,29051
2021-03-13,MO,Cole,34,27945,29051
2021-03-14,MO,Cole,7,27952,29051
2021-03-15,MO,Cole,612,28564,29051
2021-03-16,MO,Cole,616,29180,29051
2021-03-17,MO,Cole,449,29629,29051
2021-03-18,MO,Cole,379,30008,29051
2021-03-19,MO,Cole,1117,31125,29051
2021-03-20,MO,Cole,111,31236,29051
2021-03-21,MO,Cole,92,31328,29051
2021-03-22,MO,Cole,557,31885,29051
2021-03-23,MO,Cole,271,32156,29051
2021-03-24,MO,Cole,677,32833,29051
2021-03-25,MO,Cole,783,33616,29051
2021-03-26,MO,Cole,831,34447,29051
2021-03-27,MO,Cole,235,34682,29051
2021-03-28,MO,Cole,81,34763,29051
2021-03-29,MO,Cole,896,35659,29051
2021-03-30,MO,Cole,717,36376,29051
2021-03-31,MO,Cole,573,36949,29051
2021-04-01,MO,Cole,842,37791,29051
2021-04-02,MO,Cole,853,38644,29051
2021-04-03,MO,Cole,89,38733,29051
2021-04-04,MO,Cole,86,38819,29051
2021-04-05,MO,Cole,447,39266,29051
2021-04-06,MO,Cole,363,39629,29051
2021-04-07,MO,Cole,280,39909,29051
2021-04-08,MO,Cole,346,40255,29051
2021-04-09,MO,Cole,1188,41443,29051
2021-04-10,MO,Cole,394,41837,29051
2021-04-11,MO,Cole,73,41910,29051
2021-04-12,MO,Cole,625,42535,29051
2021-04-13,MO,Cole,672,43207,29051
