date,state,county,new doses,cumulative doses,fips
2021-03-13,MO,Miller,6,5438,29131
2021-03-14,MO,Miller,8,5446,29131
2021-03-15,MO,Miller,48,5494,29131
2021-03-16,MO,Miller,61,5555,29131
2021-03-17,MO,Miller,94,5649,29131
2021-03-18,MO,Miller,92,5741,29131
2021-03-19,MO,Miller,145,5886,29131
2021-03-20,MO,Miller,27,5913,29131
2021-03-21,MO,Miller,9,5922,29131
2021-03-22,MO,Miller,111,6033,29131
2021-03-23,MO,Miller,61,6094,29131
2021-03-24,MO,Miller,92,6186,29131
2021-03-25,MO,Miller,227,6413,29131
2021-03-26,MO,Miller,145,6558,29131
2021-03-27,MO,Miller,25,6583,29131
2021-03-28,MO,Miller,6,6589,29131
2021-03-29,MO,Miller,71,6660,29131
2021-03-30,MO,Miller,87,6747,29131
2021-03-31,MO,Miller,92,6839,29131
2021-04-01,MO,Miller,141,6980,29131
2021-04-02,MO,Miller,147,7127,29131
2021-04-03,MO,Miller,30,7157,29131
2021-04-04,MO,Miller,6,7163,29131
2021-04-05,MO,Miller,53,7216,29131
2021-04-06,MO,Miller,53,7269,29131
2021-04-07,MO,Miller,90,7359,29131
2021-04-08,MO,Miller,132,7491,29131
2021-04-09,MO,Miller,222,7713,29131
2021-04-10,MO,Miller,50,7763,29131
2021-04-11,MO,Miller,14,7777,29131
2021-04-12,MO,Miller,79,7856,29131
2021-04-13,MO,Miller,63,7919,29131
2021-04-14,MO,Miller,88,8007,29131
2021-04-15,MO,Miller,82,8089,29131
2021-04-16,MO,Miller,101,8190,29131
2021-04-17,MO,Miller,23,8213,29131
2021-04-18,MO,Miller,14,8227,29131
2021-04-19,MO,Miller,64,8291,29131
2021-04-20,MO,Miller,63,8354,29131
2021-04-21,MO,Miller,43,8397,29131
2021-04-22,MO,Miller,104,8501,29131
2021-04-23,MO,Miller,43,8544,29131
2021-04-24,MO,Miller,16,8560,29131
2021-04-25,MO,Miller,14,8574,29131
2021-04-26,MO,Miller,60,8634,29131
2021-04-27,MO,Miller,66,8700,29131
2021-04-28,MO,Miller,52,8752,29131
2021-04-29,MO,Miller,98,8850,29131
2021-04-30,MO,Miller,70,8920,29131
2021-05-01,MO,Miller,14,8934,29131
2021-05-02,MO,Miller,5,8939,29131
2021-05-03,MO,Miller,42,8981,29131
2021-05-04,MO,Miller,35,9016,29131
2021-05-05,MO,Miller,45,9061,29131
2021-05-06,MO,Miller,71,9132,29131
2021-05-07,MO,Miller,80,9212,29131
2021-05-08,MO,Miller,28,9240,29131
2021-05-09,MO,Miller,14,9254,29131
2021-05-10,MO,Miller,49,9303,29131
2021-05-11,MO,Miller,42,9345,29131
2021-05-12,MO,Miller,43,9388,29131
2021-05-13,MO,Miller,41,9429,29131
2021-05-14,MO,Miller,39,9468,29131
2021-05-15,MO,Miller,18,9486,29131
2021-05-16,MO,Miller,14,9500,29131
2021-05-17,MO,Miller,40,9540,29131
2021-05-18,MO,Miller,45,9585,29131
2021-05-19,MO,Miller,53,9638,29131
2021-05-20,MO,Miller,65,9703,29131
2021-05-21,MO,Miller,37,9740,29131
2021-05-22,MO,Miller,13,9753,29131
2021-05-23,MO,Miller,9,9762,29131
2021-05-24,MO,Miller,24,9786,29131
2021-05-25,MO,Miller,21,9807,29131
2021-05-26,MO,Miller,30,9837,29131
2021-05-27,MO,Miller,36,9873,29131
2020-12-17,MO,Mississippi,2,2,29133
2020-12-19,MO,Mississippi,1,3,29133
2020-12-20,MO,Mississippi,1,4,29133
2020-12-21,MO,Mississippi,8,12,29133
2020-12-22,MO,Mississippi,29,41,29133
2020-12-23,MO,Mississippi,36,77,29133
2020-12-28,MO,Mississippi,2,79,29133
2020-12-29,MO,Mississippi,4,83,29133
2020-12-30,MO,Mississippi,1,84,29133
2021-01-01,MO,Mississippi,4,88,29133
2021-01-03,MO,Mississippi,1,89,29133
2021-01-04,MO,Mississippi,2,91,29133
2021-01-05,MO,Mississippi,5,96,29133
2021-01-06,MO,Mississippi,29,125,29133
2021-01-07,MO,Mississippi,21,146,29133
2021-01-08,MO,Mississippi,10,156,29133
2021-01-09,MO,Mississippi,1,157,29133
2021-01-10,MO,Mississippi,3,160,29133
2021-01-11,MO,Mississippi,12,172,29133
2021-01-12,MO,Mississippi,45,217,29133
2021-01-13,MO,Mississippi,16,233,29133
2021-01-14,MO,Mississippi,18,251,29133
2021-01-15,MO,Mississippi,17,268,29133
2021-01-16,MO,Mississippi,5,273,29133
2021-01-18,MO,Mississippi,111,384,29133
2021-01-19,MO,Mississippi,96,480,29133
2021-01-20,MO,Mississippi,109,589,29133
2021-01-21,MO,Mississippi,54,643,29133
2021-01-22,MO,Mississippi,84,727,29133
2021-01-23,MO,Mississippi,3,730,29133
2021-01-25,MO,Mississippi,46,776,29133
2021-01-26,MO,Mississippi,36,812,29133
2021-01-27,MO,Mississippi,8,820,29133
2021-01-28,MO,Mississippi,83,903,29133
2021-01-29,MO,Mississippi,93,996,29133
2021-01-30,MO,Mississippi,1,997,29133
2021-02-01,MO,Mississippi,183,1180,29133
2021-02-02,MO,Mississippi,54,1234,29133
2021-02-03,MO,Mississippi,13,1247,29133
2021-02-04,MO,Mississippi,223,1470,29133
2021-02-05,MO,Mississippi,83,1553,29133
2021-02-06,MO,Mississippi,289,1842,29133
2021-02-07,MO,Mississippi,4,1846,29133
2021-02-08,MO,Mississippi,85,1931,29133
2021-02-09,MO,Mississippi,114,2045,29133
2021-02-10,MO,Mississippi,123,2168,29133
2021-02-11,MO,Mississippi,32,2200,29133
2021-02-12,MO,Mississippi,130,2330,29133
2021-02-13,MO,Mississippi,21,2351,29133
2021-02-14,MO,Mississippi,1,2352,29133
2021-02-15,MO,Mississippi,32,2384,29133
2021-02-16,MO,Mississippi,24,2408,29133
2021-02-17,MO,Mississippi,2,2410,29133
2021-02-18,MO,Mississippi,4,2414,29133
2021-02-19,MO,Mississippi,46,2460,29133
2021-02-20,MO,Mississippi,7,2467,29133
2021-02-21,MO,Mississippi,1,2468,29133
2021-02-22,MO,Mississippi,10,2478,29133
2021-02-23,MO,Mississippi,122,2600,29133
2021-02-24,MO,Mississippi,76,2676,29133
2021-02-25,MO,Mississippi,122,2798,29133
2021-02-26,MO,Mississippi,90,2888,29133
2021-02-27,MO,Mississippi,18,2906,29133
2021-03-01,MO,Mississippi,199,3105,29133
2021-03-02,MO,Mississippi,28,3133,29133
2021-03-03,MO,Mississippi,330,3463,29133
2021-03-04,MO,Mississippi,33,3496,29133
2021-03-05,MO,Mississippi,63,3559,29133
2021-03-06,MO,Mississippi,285,3844,29133
2021-03-07,MO,Mississippi,2,3846,29133
2021-03-08,MO,Mississippi,62,3908,29133
2021-03-09,MO,Mississippi,65,3973,29133
2021-03-10,MO,Mississippi,122,4095,29133
2021-03-11,MO,Mississippi,29,4124,29133
2021-03-12,MO,Mississippi,381,4505,29133
2021-03-13,MO,Mississippi,17,4522,29133
2021-03-14,MO,Mississippi,18,4540,29133
2021-03-15,MO,Mississippi,83,4623,29133
2021-03-16,MO,Mississippi,152,4775,29133
2021-03-17,MO,Mississippi,70,4845,29133
2021-03-18,MO,Mississippi,53,4898,29133
2021-03-19,MO,Mississippi,36,4934,29133
2021-03-20,MO,Mississippi,27,4961,29133
2021-03-21,MO,Mississippi,2,4963,29133
2021-03-22,MO,Mississippi,15,4978,29133
2021-03-23,MO,Mississippi,5,4983,29133
2021-03-24,MO,Mississippi,34,5017,29133
2021-03-25,MO,Mississippi,100,5117,29133
2021-03-26,MO,Mississippi,25,5142,29133
2021-03-28,MO,Mississippi,18,5160,29133
2021-03-29,MO,Mississippi,25,5185,29133
2021-03-30,MO,Mississippi,319,5504,29133
2021-03-31,MO,Mississippi,78,5582,29133
2021-04-01,MO,Mississippi,50,5632,29133
2021-04-02,MO,Mississippi,24,5656,29133
2021-04-03,MO,Mississippi,5,5661,29133
2021-04-04,MO,Mississippi,2,5663,29133
2021-04-05,MO,Mississippi,31,5694,29133
2021-04-06,MO,Mississippi,68,5762,29133
2021-04-07,MO,Mississippi,42,5804,29133
2021-04-08,MO,Mississippi,64,5868,29133
2021-04-09,MO,Mississippi,375,6243,29133
2021-04-10,MO,Mississippi,22,6265,29133
2021-04-11,MO,Mississippi,5,6270,29133
2021-04-12,MO,Mississippi,78,6348,29133
2021-04-13,MO,Mississippi,31,6379,29133
2021-04-14,MO,Mississippi,60,6439,29133
2021-04-15,MO,Mississippi,49,6488,29133
2021-04-16,MO,Mississippi,33,6521,29133
2021-04-17,MO,Mississippi,21,6542,29133
2021-04-18,MO,Mississippi,19,6561,29133
2021-04-19,MO,Mississippi,19,6580,29133
2021-04-20,MO,Mississippi,328,6908,29133
2021-04-21,MO,Mississippi,29,6937,29133
2021-04-22,MO,Mississippi,27,6964,29133
2021-04-23,MO,Mississippi,88,7052,29133
2021-04-24,MO,Mississippi,2,7054,29133
2021-04-25,MO,Mississippi,1,7055,29133
2021-04-26,MO,Mississippi,14,7069,29133
2021-04-27,MO,Mississippi,6,7075,29133
2021-04-28,MO,Mississippi,60,7135,29133
2021-04-29,MO,Mississippi,45,7180,29133
2021-04-30,MO,Mississippi,18,7198,29133
2021-05-01,MO,Mississippi,1,7199,29133
2021-05-02,MO,Mississippi,3,7202,29133
2021-05-03,MO,Mississippi,20,7222,29133
2021-05-04,MO,Mississippi,63,7285,29133
2021-05-05,MO,Mississippi,15,7300,29133
2021-05-06,MO,Mississippi,39,7339,29133
2021-05-07,MO,Mississippi,19,7358,29133
2021-05-08,MO,Mississippi,6,7364,29133
2021-05-09,MO,Mississippi,1,7365,29133
2021-05-10,MO,Mississippi,6,7371,29133
2021-05-11,MO,Mississippi,6,7377,29133
2021-05-12,MO,Mississippi,36,7413,29133
2021-05-13,MO,Mississippi,13,7426,29133
2021-05-14,MO,Mississippi,13,7439,29133
2021-05-15,MO,Mississippi,5,7444,29133
2021-05-16,MO,Mississippi,5,7449,29133
2021-05-17,MO,Mississippi,10,7459,29133
2021-05-18,MO,Mississippi,301,7760,29133
2021-05-19,MO,Mississippi,32,7792,29133
2021-05-20,MO,Mississippi,20,7812,29133
2021-05-21,MO,Mississippi,30,7842,29133
2021-05-22,MO,Mississippi,3,7845,29133
2021-05-23,MO,Mississippi,3,7848,29133
2021-05-24,MO,Mississippi,10,7858,29133
2021-05-25,MO,Mississippi,13,7871,29133
2021-05-26,MO,Mississippi,34,7905,29133
2021-05-27,MO,Mississippi,24,7929,29133
2020-12-15,MO,Moniteau,1,1,29135
2020-12-16,MO,Moniteau,7,8,29135
2020-12-17,MO,Moniteau,18,26,29135
2020-12-18,MO,Moniteau,22,48,29135
2020-12-19,MO,Moniteau,1,49,29135
2020-12-20,MO,Moniteau,3,52,29135
2020-12-21,MO,Moniteau,5,57,29135
2020-12-22,MO,Moniteau,8,65,29135
2020-12-23,MO,Moniteau,16,81,29135
2020-12-24,MO,Moniteau,3,84,29135
2020-12-28,MO,Moniteau,3,87,29135
2020-12-29,MO,Moniteau,8,95,29135
2020-12-30,MO,Moniteau,44,139,29135
2020-12-31,MO,Moniteau,8,147,29135
2021-01-03,MO,Moniteau,1,148,29135
2021-01-04,MO,Moniteau,9,157,29135
2021-01-05,MO,Moniteau,31,188,29135
2021-01-06,MO,Moniteau,16,204,29135
2021-01-07,MO,Moniteau,21,225,29135
2021-01-08,MO,Moniteau,18,243,29135
2021-01-09,MO,Moniteau,3,246,29135
2021-01-10,MO,Moniteau,5,251,29135
2021-01-11,MO,Moniteau,34,285,29135
2021-01-12,MO,Moniteau,4,289,29135
2021-01-13,MO,Moniteau,92,381,29135
2021-01-14,MO,Moniteau,23,404,29135
2021-01-15,MO,Moniteau,15,419,29135
2021-01-16,MO,Moniteau,3,422,29135
2021-01-18,MO,Moniteau,10,432,29135
2021-01-19,MO,Moniteau,31,463,29135
2021-01-20,MO,Moniteau,40,503,29135
2021-01-21,MO,Moniteau,83,586,29135
2021-01-22,MO,Moniteau,110,696,29135
2021-01-23,MO,Moniteau,71,767,29135
2021-01-24,MO,Moniteau,2,769,29135
2021-01-25,MO,Moniteau,101,870,29135
2021-01-26,MO,Moniteau,109,979,29135
2021-01-27,MO,Moniteau,143,1122,29135
2021-01-28,MO,Moniteau,40,1162,29135
2021-01-29,MO,Moniteau,136,1298,29135
2021-01-30,MO,Moniteau,24,1322,29135
2021-01-31,MO,Moniteau,3,1325,29135
2021-02-01,MO,Moniteau,59,1384,29135
2021-02-02,MO,Moniteau,17,1401,29135
2021-02-03,MO,Moniteau,90,1491,29135
2021-02-04,MO,Moniteau,108,1599,29135
2021-02-05,MO,Moniteau,103,1702,29135
2021-02-06,MO,Moniteau,31,1733,29135
2021-02-07,MO,Moniteau,1,1734,29135
2021-02-08,MO,Moniteau,32,1766,29135
2021-02-09,MO,Moniteau,101,1867,29135
2021-02-10,MO,Moniteau,127,1994,29135
2021-02-11,MO,Moniteau,116,2110,29135
2021-02-12,MO,Moniteau,208,2318,29135
2021-02-13,MO,Moniteau,83,2401,29135
2021-02-14,MO,Moniteau,2,2403,29135
2021-02-15,MO,Moniteau,5,2408,29135
2021-02-16,MO,Moniteau,23,2431,29135
2021-02-17,MO,Moniteau,51,2482,29135
2021-02-18,MO,Moniteau,66,2548,29135
2021-02-19,MO,Moniteau,91,2639,29135
2021-02-20,MO,Moniteau,25,2664,29135
2021-02-21,MO,Moniteau,1,2665,29135
2021-02-22,MO,Moniteau,93,2758,29135
2021-02-23,MO,Moniteau,110,2868,29135
2021-02-24,MO,Moniteau,113,2981,29135
2021-02-25,MO,Moniteau,60,3041,29135
2021-02-26,MO,Moniteau,142,3183,29135
2021-02-27,MO,Moniteau,16,3199,29135
2021-02-28,MO,Moniteau,2,3201,29135
2021-03-01,MO,Moniteau,139,3340,29135
2021-03-02,MO,Moniteau,100,3440,29135
2021-03-03,MO,Moniteau,122,3562,29135
2021-03-04,MO,Moniteau,79,3641,29135
2021-03-05,MO,Moniteau,110,3751,29135
2021-03-06,MO,Moniteau,13,3764,29135
2021-03-07,MO,Moniteau,7,3771,29135
2021-03-08,MO,Moniteau,9,3780,29135
2021-03-09,MO,Moniteau,90,3870,29135
2021-03-10,MO,Moniteau,147,4017,29135
2021-03-11,MO,Moniteau,88,4105,29135
2021-03-12,MO,Moniteau,130,4235,29135
2021-03-13,MO,Moniteau,4,4239,29135
2021-03-14,MO,Moniteau,3,4242,29135
2021-03-15,MO,Moniteau,98,4340,29135
2021-03-16,MO,Moniteau,134,4474,29135
2021-03-17,MO,Moniteau,71,4545,29135
2021-03-18,MO,Moniteau,106,4651,29135
2021-03-19,MO,Moniteau,93,4744,29135
2021-03-20,MO,Moniteau,7,4751,29135
2021-03-21,MO,Moniteau,7,4758,29135
2021-03-22,MO,Moniteau,48,4806,29135
2021-03-23,MO,Moniteau,30,4836,29135
2021-03-24,MO,Moniteau,85,4921,29135
2021-03-25,MO,Moniteau,90,5011,29135
2021-03-26,MO,Moniteau,119,5130,29135
2021-03-27,MO,Moniteau,9,5139,29135
2021-03-28,MO,Moniteau,5,5144,29135
2021-03-29,MO,Moniteau,121,5265,29135
2021-03-30,MO,Moniteau,215,5480,29135
2021-03-31,MO,Moniteau,160,5640,29135
2021-04-01,MO,Moniteau,57,5697,29135
2021-04-02,MO,Moniteau,43,5740,29135
2021-04-03,MO,Moniteau,5,5745,29135
2021-04-04,MO,Moniteau,2,5747,29135
2021-04-05,MO,Moniteau,39,5786,29135
2021-04-06,MO,Moniteau,75,5861,29135
2021-04-07,MO,Moniteau,46,5907,29135
2021-04-08,MO,Moniteau,49,5956,29135
2021-04-09,MO,Moniteau,75,6031,29135
2021-04-10,MO,Moniteau,14,6045,29135
2021-04-11,MO,Moniteau,4,6049,29135
2021-04-12,MO,Moniteau,97,6146,29135
2021-04-13,MO,Moniteau,137,6283,29135
2021-04-14,MO,Moniteau,81,6364,29135
2021-04-15,MO,Moniteau,100,6464,29135
2021-04-16,MO,Moniteau,40,6504,29135
2021-04-17,MO,Moniteau,10,6514,29135
2021-04-18,MO,Moniteau,1,6515,29135
2021-04-19,MO,Moniteau,16,6531,29135
2021-04-20,MO,Moniteau,257,6788,29135
2021-04-21,MO,Moniteau,28,6816,29135
2021-04-22,MO,Moniteau,90,6906,29135
2021-04-23,MO,Moniteau,118,7024,29135
2021-04-24,MO,Moniteau,4,7028,29135
2021-04-26,MO,Moniteau,17,7045,29135
2021-04-27,MO,Moniteau,14,7059,29135
2021-04-28,MO,Moniteau,12,7071,29135
2021-04-29,MO,Moniteau,17,7088,29135
2021-04-30,MO,Moniteau,21,7109,29135
2021-05-01,MO,Moniteau,5,7114,29135
2021-05-02,MO,Moniteau,1,7115,29135
2021-05-03,MO,Moniteau,51,7166,29135
2021-05-04,MO,Moniteau,23,7189,29135
2021-05-05,MO,Moniteau,31,7220,29135
2021-05-06,MO,Moniteau,21,7241,29135
2021-05-07,MO,Moniteau,10,7251,29135
2021-05-08,MO,Moniteau,9,7260,29135
2021-05-09,MO,Moniteau,3,7263,29135
2021-05-10,MO,Moniteau,15,7278,29135
2021-05-11,MO,Moniteau,12,7290,29135
2021-05-12,MO,Moniteau,73,7363,29135
2021-05-13,MO,Moniteau,14,7377,29135
2021-05-14,MO,Moniteau,18,7395,29135
2021-05-15,MO,Moniteau,6,7401,29135
2021-05-16,MO,Moniteau,3,7404,29135
2021-05-17,MO,Moniteau,8,7412,29135
2021-05-18,MO,Moniteau,21,7433,29135
2021-05-19,MO,Moniteau,55,7488,29135
2021-05-20,MO,Moniteau,17,7505,29135
2021-05-21,MO,Moniteau,30,7535,29135
2021-05-22,MO,Moniteau,8,7543,29135
2021-05-23,MO,Moniteau,3,7546,29135
2021-05-24,MO,Moniteau,8,7554,29135
2021-05-25,MO,Moniteau,5,7559,29135
2021-05-26,MO,Moniteau,10,7569,29135
2021-05-27,MO,Moniteau,3,7572,29135
2020-12-16,MO,Monroe,1,1,29137
2020-12-17,MO,Monroe,4,5,29137
2020-12-18,MO,Monroe,1,6,29137
2020-12-19,MO,Monroe,4,10,29137
2020-12-20,MO,Monroe,1,11,29137
2020-12-21,MO,Monroe,4,15,29137
2020-12-22,MO,Monroe,6,21,29137
2020-12-23,MO,Monroe,14,35,29137
2020-12-28,MO,Monroe,30,65,29137
2020-12-29,MO,Monroe,15,80,29137
2020-12-30,MO,Monroe,13,93,29137
2020-12-31,MO,Monroe,4,97,29137
2021-01-02,MO,Monroe,1,98,29137
2021-01-03,MO,Monroe,1,99,29137
2021-01-04,MO,Monroe,1,100,29137
2021-01-05,MO,Monroe,6,106,29137
2021-01-06,MO,Monroe,5,111,29137
2021-01-07,MO,Monroe,6,117,29137
2021-01-08,MO,Monroe,10,127,29137
2021-01-09,MO,Monroe,61,188,29137
2021-01-10,MO,Monroe,4,192,29137
2021-01-11,MO,Monroe,10,202,29137
2021-01-12,MO,Monroe,15,217,29137
2021-01-13,MO,Monroe,18,235,29137
2021-01-14,MO,Monroe,9,244,29137
2021-01-15,MO,Monroe,7,251,29137
2021-01-16,MO,Monroe,2,253,29137
2021-01-18,MO,Monroe,87,340,29137
2021-01-19,MO,Monroe,61,401,29137
2021-01-20,MO,Monroe,161,562,29137
2021-01-21,MO,Monroe,179,741,29137
2021-01-22,MO,Monroe,111,852,29137
2021-01-23,MO,Monroe,1,853,29137
2021-01-24,MO,Monroe,16,869,29137
2021-01-25,MO,Monroe,5,874,29137
2021-01-26,MO,Monroe,9,883,29137
2021-01-27,MO,Monroe,28,911,29137
2021-01-28,MO,Monroe,43,954,29137
2021-01-29,MO,Monroe,121,1075,29137
2021-01-31,MO,Monroe,1,1076,29137
2021-02-01,MO,Monroe,4,1080,29137
2021-02-02,MO,Monroe,39,1119,29137
2021-02-03,MO,Monroe,9,1128,29137
2021-02-04,MO,Monroe,138,1266,29137
2021-02-05,MO,Monroe,88,1354,29137
2021-02-06,MO,Monroe,80,1434,29137
2021-02-07,MO,Monroe,1,1435,29137
2021-02-08,MO,Monroe,90,1525,29137
2021-02-09,MO,Monroe,128,1653,29137
2021-02-10,MO,Monroe,41,1694,29137
2021-02-11,MO,Monroe,113,1807,29137
2021-02-12,MO,Monroe,158,1965,29137
2021-02-13,MO,Monroe,5,1970,29137
2021-02-15,MO,Monroe,37,2007,29137
2021-02-16,MO,Monroe,95,2102,29137
2021-02-17,MO,Monroe,11,2113,29137
2021-02-18,MO,Monroe,114,2227,29137
2021-02-19,MO,Monroe,73,2300,29137
2021-02-21,MO,Monroe,16,2316,29137
2021-02-22,MO,Monroe,29,2345,29137
2021-02-23,MO,Monroe,10,2355,29137
2021-02-24,MO,Monroe,47,2402,29137
2021-02-25,MO,Monroe,94,2496,29137
2021-02-26,MO,Monroe,88,2584,29137
2021-02-27,MO,Monroe,1,2585,29137
2021-03-01,MO,Monroe,4,2589,29137
2021-03-02,MO,Monroe,70,2659,29137
2021-03-03,MO,Monroe,15,2674,29137
2021-03-04,MO,Monroe,132,2806,29137
2021-03-05,MO,Monroe,119,2925,29137
2021-03-06,MO,Monroe,23,2948,29137
2021-03-07,MO,Monroe,1,2949,29137
2021-03-08,MO,Monroe,20,2969,29137
2021-03-09,MO,Monroe,29,2998,29137
2021-03-10,MO,Monroe,16,3014,29137
2021-03-11,MO,Monroe,90,3104,29137
2021-03-12,MO,Monroe,54,3158,29137
2021-03-13,MO,Monroe,2,3160,29137
2021-03-14,MO,Monroe,2,3162,29137
2021-03-15,MO,Monroe,43,3205,29137
2021-03-16,MO,Monroe,114,3319,29137
2021-03-17,MO,Monroe,16,3335,29137
2021-03-18,MO,Monroe,75,3410,29137
2021-03-19,MO,Monroe,95,3505,29137
2021-03-20,MO,Monroe,2,3507,29137
2021-03-21,MO,Monroe,1,3508,29137
2021-03-22,MO,Monroe,35,3543,29137
2021-03-23,MO,Monroe,19,3562,29137
2021-03-24,MO,Monroe,116,3678,29137
2021-03-25,MO,Monroe,88,3766,29137
2021-03-26,MO,Monroe,22,3788,29137
2021-03-27,MO,Monroe,2,3790,29137
2021-03-28,MO,Monroe,1,3791,29137
2021-03-29,MO,Monroe,5,3796,29137
2021-03-30,MO,Monroe,54,3850,29137
2021-03-31,MO,Monroe,31,3881,29137
2021-04-01,MO,Monroe,119,4000,29137
2021-04-02,MO,Monroe,54,4054,29137
2021-04-03,MO,Monroe,1,4055,29137
2021-04-05,MO,Monroe,11,4066,29137
2021-04-06,MO,Monroe,31,4097,29137
2021-04-07,MO,Monroe,30,4127,29137
2021-04-08,MO,Monroe,78,4205,29137
2021-04-09,MO,Monroe,60,4265,29137
2021-04-10,MO,Monroe,6,4271,29137
2021-04-11,MO,Monroe,1,4272,29137
2021-04-12,MO,Monroe,10,4282,29137
2021-04-13,MO,Monroe,105,4387,29137
2021-04-14,MO,Monroe,60,4447,29137
2021-04-15,MO,Monroe,76,4523,29137
2021-04-16,MO,Monroe,21,4544,29137
2021-04-17,MO,Monroe,6,4550,29137
2021-04-18,MO,Monroe,5,4555,29137
2021-04-19,MO,Monroe,7,4562,29137
2021-04-20,MO,Monroe,46,4608,29137
2021-04-21,MO,Monroe,13,4621,29137
2021-04-22,MO,Monroe,45,4666,29137
2021-04-23,MO,Monroe,24,4690,29137
2021-04-24,MO,Monroe,4,4694,29137
2021-04-26,MO,Monroe,6,4700,29137
2021-04-27,MO,Monroe,37,4737,29137
2021-04-28,MO,Monroe,24,4761,29137
2021-04-29,MO,Monroe,77,4838,29137
2021-04-30,MO,Monroe,76,4914,29137
2021-05-01,MO,Monroe,3,4917,29137
2021-05-02,MO,Monroe,2,4919,29137
2021-05-03,MO,Monroe,6,4925,29137
2021-05-04,MO,Monroe,22,4947,29137
2021-05-05,MO,Monroe,8,4955,29137
2021-05-06,MO,Monroe,18,4973,29137
2021-05-07,MO,Monroe,15,4988,29137
2021-05-08,MO,Monroe,3,4991,29137
2021-05-09,MO,Monroe,2,4993,29137
2021-05-10,MO,Monroe,3,4996,29137
2021-05-11,MO,Monroe,35,5031,29137
2021-05-12,MO,Monroe,12,5043,29137
2021-05-13,MO,Monroe,27,5070,29137
2021-05-14,MO,Monroe,9,5079,29137
2021-05-15,MO,Monroe,3,5082,29137
2021-05-16,MO,Monroe,2,5084,29137
2021-05-17,MO,Monroe,3,5087,29137
2021-05-18,MO,Monroe,30,5117,29137
2021-05-19,MO,Monroe,15,5132,29137
2021-05-20,MO,Monroe,17,5149,29137
2021-05-21,MO,Monroe,8,5157,29137
2021-05-22,MO,Monroe,2,5159,29137
2021-05-23,MO,Monroe,1,5160,29137
2021-05-24,MO,Monroe,4,5164,29137
2021-05-25,MO,Monroe,8,5172,29137
2021-05-26,MO,Monroe,6,5178,29137
2021-05-27,MO,Monroe,2,5180,29137
2020-12-16,MO,Montgomery,2,2,29139
2020-12-17,MO,Montgomery,10,12,29139
2020-12-18,MO,Montgomery,15,27,29139
2020-12-19,MO,Montgomery,1,28,29139
2020-12-20,MO,Montgomery,2,30,29139
2020-12-21,MO,Montgomery,5,35,29139
2020-12-22,MO,Montgomery,13,48,29139
2020-12-23,MO,Montgomery,4,52,29139
2020-12-24,MO,Montgomery,19,71,29139
2020-12-26,MO,Montgomery,3,74,29139
2020-12-28,MO,Montgomery,12,86,29139
2020-12-29,MO,Montgomery,11,97,29139
2020-12-30,MO,Montgomery,18,115,29139
2020-12-31,MO,Montgomery,6,121,29139
2021-01-02,MO,Montgomery,2,123,29139
2021-01-03,MO,Montgomery,1,124,29139
2021-01-04,MO,Montgomery,6,130,29139
2021-01-05,MO,Montgomery,21,151,29139
2021-01-06,MO,Montgomery,33,184,29139
2021-01-07,MO,Montgomery,8,192,29139
2021-01-08,MO,Montgomery,11,203,29139
2021-01-09,MO,Montgomery,5,208,29139
2021-01-10,MO,Montgomery,3,211,29139
2021-01-11,MO,Montgomery,44,255,29139
2021-01-12,MO,Montgomery,28,283,29139
2021-01-13,MO,Montgomery,6,289,29139
2021-01-14,MO,Montgomery,12,301,29139
2021-01-15,MO,Montgomery,38,339,29139
2021-01-16,MO,Montgomery,3,342,29139
2021-01-17,MO,Montgomery,2,344,29139
2021-01-18,MO,Montgomery,11,355,29139
2021-01-19,MO,Montgomery,21,376,29139
2021-01-20,MO,Montgomery,17,393,29139
2021-01-21,MO,Montgomery,24,417,29139
2021-01-22,MO,Montgomery,41,458,29139
2021-01-23,MO,Montgomery,7,465,29139
2021-01-25,MO,Montgomery,63,528,29139
2021-01-26,MO,Montgomery,82,610,29139
2021-01-27,MO,Montgomery,18,628,29139
2021-01-28,MO,Montgomery,78,706,29139
2021-01-29,MO,Montgomery,60,766,29139
2021-01-30,MO,Montgomery,277,1043,29139
2021-01-31,MO,Montgomery,55,1098,29139
2021-02-01,MO,Montgomery,10,1108,29139
2021-02-02,MO,Montgomery,34,1142,29139
2021-02-03,MO,Montgomery,44,1186,29139
2021-02-04,MO,Montgomery,396,1582,29139
2021-02-05,MO,Montgomery,42,1624,29139
2021-02-06,MO,Montgomery,5,1629,29139
2021-02-08,MO,Montgomery,59,1688,29139
2021-02-09,MO,Montgomery,56,1744,29139
2021-02-10,MO,Montgomery,32,1776,29139
2021-02-11,MO,Montgomery,43,1819,29139
2021-02-12,MO,Montgomery,224,2043,29139
2021-02-13,MO,Montgomery,7,2050,29139
2021-02-14,MO,Montgomery,1,2051,29139
2021-02-15,MO,Montgomery,5,2056,29139
2021-02-16,MO,Montgomery,18,2074,29139
2021-02-17,MO,Montgomery,19,2093,29139
2021-02-18,MO,Montgomery,21,2114,29139
2021-02-19,MO,Montgomery,58,2172,29139
2021-02-20,MO,Montgomery,144,2316,29139
2021-02-22,MO,Montgomery,21,2337,29139
2021-02-23,MO,Montgomery,43,2380,29139
2021-02-24,MO,Montgomery,43,2423,29139
2021-02-25,MO,Montgomery,68,2491,29139
2021-02-26,MO,Montgomery,44,2535,29139
