Date Administered,* Jurisdiction,COVID-19 Doses Administered
2/27/2021,Johnson,129
2/26/2021,Johnson,362
2/25/2021,Johnson,86
2/24/2021,Johnson,445
2/23/2021,Johnson,163
2/22/2021,Johnson,17
2/21/2021,Johnson,15
2/20/2021,Johnson,22
2/19/2021,Johnson,381
2/18/2021,Johnson,57
2/17/2021,Johnson,40
2/16/2021,Johnson,156
2/15/2021,Johnson,34
2/14/2021,Johnson,23
2/13/2021,Johnson,189
2/12/2021,Johnson,629
2/11/2021,Johnson,55
2/10/2021,Johnson,75
2/9/2021,Johnson,56
2/8/2021,Johnson,33
2/6/2021,Johnson,10
2/5/2021,Johnson,92
2/4/2021,Johnson,263
2/3/2021,Johnson,126
2/2/2021,Johnson,244
2/1/2021,Johnson,62
1/31/2021,Johnson,18
1/30/2021,Johnson,28
1/29/2021,Johnson,644
1/28/2021,Johnson,57
1/27/2021,Johnson,371
1/26/2021,Johnson,91
1/25/2021,Johnson,38
1/23/2021,Johnson,17
1/22/2021,Johnson,338
1/21/2021,Johnson,52
1/20/2021,Johnson,64
1/19/2021,Johnson,131
1/18/2021,Johnson,40
1/17/2021,Johnson,1
1/16/2021,Johnson,107
1/15/2021,Johnson,53
1/14/2021,Johnson,40
1/13/2021,Johnson,97
1/12/2021,Johnson,82
1/11/2021,Johnson,80
1/10/2021,Johnson,3
1/9/2021,Johnson,12
1/8/2021,Johnson,54
1/7/2021,Johnson,31
1/6/2021,Johnson,72
1/5/2021,Johnson,89
1/4/2021,Johnson,12
1/3/2021,Johnson,1
1/2/2021,Johnson,4
12/31/2020,Johnson,30
12/30/2020,Johnson,64
12/29/2020,Johnson,69
12/28/2020,Johnson,51
12/27/2020,Johnson,1
12/24/2020,Johnson,6
12/23/2020,Johnson,50
12/22/2020,Johnson,72
12/21/2020,Johnson,75
12/20/2020,Johnson,14
12/19/2020,Johnson,16
12/18/2020,Johnson,40
12/17/2020,Johnson,5
12/16/2020,Johnson,1
5/27/2021,Jefferson,161
5/26/2021,Jefferson,717
5/25/2021,Jefferson,452
5/24/2021,Jefferson,470
5/23/2021,Jefferson,179
5/22/2021,Jefferson,449
5/21/2021,Jefferson,674
5/20/2021,Jefferson,563
5/19/2021,Jefferson,1287
5/18/2021,Jefferson,756
5/17/2021,Jefferson,767
5/16/2021,Jefferson,278
5/15/2021,Jefferson,620
5/14/2021,Jefferson,952
5/13/2021,Jefferson,583
5/12/2021,Jefferson,676
5/11/2021,Jefferson,1108
5/10/2021,Jefferson,625
5/9/2021,Jefferson,155
5/8/2021,Jefferson,494
5/7/2021,Jefferson,887
5/6/2021,Jefferson,675
5/5/2021,Jefferson,1649
5/4/2021,Jefferson,1406
5/3/2021,Jefferson,1395
5/2/2021,Jefferson,234
5/1/2021,Jefferson,433
4/30/2021,Jefferson,793
4/29/2021,Jefferson,1670
4/28/2021,Jefferson,1181
4/27/2021,Jefferson,1208
4/26/2021,Jefferson,712
4/25/2021,Jefferson,215
4/24/2021,Jefferson,686
4/23/2021,Jefferson,1020
4/22/2021,Jefferson,1623
4/21/2021,Jefferson,1295
4/20/2021,Jefferson,1540
4/19/2021,Jefferson,898
4/18/2021,Jefferson,252
4/17/2021,Jefferson,775
4/16/2021,Jefferson,1441
4/15/2021,Jefferson,1852
4/14/2021,Jefferson,1739
4/13/2021,Jefferson,1712
4/12/2021,Jefferson,1604
4/11/2021,Jefferson,249
4/10/2021,Jefferson,702
4/9/2021,Jefferson,1572
4/8/2021,Jefferson,2078
4/7/2021,Jefferson,2600
4/6/2021,Jefferson,2161
4/5/2021,Jefferson,2080
4/4/2021,Jefferson,107
4/3/2021,Jefferson,703
4/2/2021,Jefferson,1292
4/1/2021,Jefferson,2376
3/31/2021,Jefferson,1668
3/30/2021,Jefferson,2656
3/29/2021,Jefferson,2026
3/28/2021,Jefferson,255
3/27/2021,Jefferson,746
3/26/2021,Jefferson,1271
3/25/2021,Jefferson,1874
3/24/2021,Jefferson,1323
3/23/2021,Jefferson,1111
3/22/2021,Jefferson,1165
3/21/2021,Jefferson,256
3/20/2021,Jefferson,938
3/19/2021,Jefferson,1463
3/18/2021,Jefferson,2023
3/17/2021,Jefferson,1134
3/16/2021,Jefferson,1244
3/15/2021,Jefferson,817
3/14/2021,Jefferson,96
3/13/2021,Jefferson,538
3/12/2021,Jefferson,1078
3/11/2021,Jefferson,1252
3/10/2021,Jefferson,1667
3/9/2021,Jefferson,1304
3/8/2021,Jefferson,1823
3/7/2021,Jefferson,187
3/6/2021,Jefferson,660
3/5/2021,Jefferson,1119
3/4/2021,Jefferson,1299
3/3/2021,Jefferson,802
3/2/2021,Jefferson,1580
3/1/2021,Jefferson,1639
2/28/2021,Jefferson,103
2/27/2021,Jefferson,570
2/26/2021,Jefferson,1119
2/25/2021,Jefferson,879
2/24/2021,Jefferson,694
2/23/2021,Jefferson,717
2/22/2021,Jefferson,656
2/21/2021,Jefferson,27
2/20/2021,Jefferson,670
2/19/2021,Jefferson,822
2/18/2021,Jefferson,816
2/17/2021,Jefferson,698
2/16/2021,Jefferson,449
2/15/2021,Jefferson,251
2/14/2021,Jefferson,59
2/13/2021,Jefferson,622
2/12/2021,Jefferson,1056
2/11/2021,Jefferson,902
2/10/2021,Jefferson,749
2/9/2021,Jefferson,737
2/8/2021,Jefferson,536
2/7/2021,Jefferson,23
2/6/2021,Jefferson,116
2/5/2021,Jefferson,1150
2/4/2021,Jefferson,664
2/3/2021,Jefferson,566
2/2/2021,Jefferson,502
2/1/2021,Jefferson,479
1/31/2021,Jefferson,20
1/30/2021,Jefferson,212
1/29/2021,Jefferson,819
1/28/2021,Jefferson,572
1/27/2021,Jefferson,517
1/26/2021,Jefferson,492
1/25/2021,Jefferson,529
1/24/2021,Jefferson,53
1/23/2021,Jefferson,250
1/22/2021,Jefferson,656
1/21/2021,Jefferson,610
1/20/2021,Jefferson,771
1/19/2021,Jefferson,650
1/18/2021,Jefferson,513
1/17/2021,Jefferson,9
1/16/2021,Jefferson,107
1/15/2021,Jefferson,471
1/14/2021,Jefferson,345
1/13/2021,Jefferson,438
1/12/2021,Jefferson,478
1/11/2021,Jefferson,437
1/10/2021,Jefferson,45
1/9/2021,Jefferson,88
1/8/2021,Jefferson,554
1/7/2021,Jefferson,320
1/6/2021,Jefferson,343
1/5/2021,Jefferson,287
1/4/2021,Jefferson,329
1/3/2021,Jefferson,11
1/2/2021,Jefferson,81
1/1/2021,Jefferson,10
12/31/2020,Jefferson,134
12/30/2020,Jefferson,282
12/29/2020,Jefferson,315
12/28/2020,Jefferson,251
12/27/2020,Jefferson,45
12/26/2020,Jefferson,60
12/24/2020,Jefferson,22
12/23/2020,Jefferson,208
12/22/2020,Jefferson,294
12/21/2020,Jefferson,257
12/20/2020,Jefferson,37
12/19/2020,Jefferson,77
12/18/2020,Jefferson,272
12/17/2020,Jefferson,237
12/16/2020,Jefferson,106
12/15/2020,Jefferson,30
12/14/2020,Jefferson,5
5/27/2021,Jasper,69
5/26/2021,Jasper,104
5/25/2021,Jasper,125
5/24/2021,Jasper,131
5/23/2021,Jasper,38
5/22/2021,Jasper,65
5/21/2021,Jasper,147
5/20/2021,Jasper,165
5/19/2021,Jasper,173
5/18/2021,Jasper,173
5/17/2021,Jasper,103
5/16/2021,Jasper,33
5/15/2021,Jasper,61
5/14/2021,Jasper,163
5/13/2021,Jasper,159
5/12/2021,Jasper,113
5/11/2021,Jasper,191
5/10/2021,Jasper,118
5/9/2021,Jasper,36
5/8/2021,Jasper,71
5/7/2021,Jasper,167
5/6/2021,Jasper,197
5/5/2021,Jasper,155
5/4/2021,Jasper,318
5/3/2021,Jasper,167
5/2/2021,Jasper,32
5/1/2021,Jasper,64
4/30/2021,Jasper,205
4/29/2021,Jasper,332
4/28/2021,Jasper,173
4/27/2021,Jasper,194
4/26/2021,Jasper,121
4/25/2021,Jasper,25
4/24/2021,Jasper,56
4/23/2021,Jasper,290
4/22/2021,Jasper,280
4/21/2021,Jasper,194
4/20/2021,Jasper,422
4/19/2021,Jasper,143
4/18/2021,Jasper,33
4/17/2021,Jasper,83
4/16/2021,Jasper,313
4/15/2021,Jasper,364
4/14/2021,Jasper,308
4/13/2021,Jasper,307
4/12/2021,Jasper,215
4/11/2021,Jasper,36
4/10/2021,Jasper,108
4/9/2021,Jasper,668
4/8/2021,Jasper,314
4/7/2021,Jasper,299
4/6/2021,Jasper,545
4/5/2021,Jasper,421
4/4/2021,Jasper,21
4/3/2021,Jasper,69
4/2/2021,Jasper,236
4/1/2021,Jasper,428
3/31/2021,Jasper,335
3/30/2021,Jasper,436
3/29/2021,Jasper,274
3/28/2021,Jasper,52
3/27/2021,Jasper,168
3/26/2021,Jasper,374
3/25/2021,Jasper,470
3/24/2021,Jasper,447
3/23/2021,Jasper,743
3/22/2021,Jasper,148
3/21/2021,Jasper,24
3/20/2021,Jasper,94
3/19/2021,Jasper,331
3/18/2021,Jasper,450
3/17/2021,Jasper,322
3/16/2021,Jasper,508
3/15/2021,Jasper,451
3/14/2021,Jasper,54
3/13/2021,Jasper,171
3/12/2021,Jasper,302
3/11/2021,Jasper,501
3/10/2021,Jasper,207
3/9/2021,Jasper,578
3/8/2021,Jasper,115
3/7/2021,Jasper,17
3/6/2021,Jasper,94
3/5/2021,Jasper,359
3/4/2021,Jasper,194
3/3/2021,Jasper,468
3/2/2021,Jasper,713
3/1/2021,Jasper,224
2/28/2021,Jasper,15
2/27/2021,Jasper,22
2/26/2021,Jasper,472
2/25/2021,Jasper,377
2/24/2021,Jasper,439
2/23/2021,Jasper,345
2/22/2021,Jasper,293
2/20/2021,Jasper,85
2/19/2021,Jasper,158
2/18/2021,Jasper,222
2/17/2021,Jasper,235
2/16/2021,Jasper,266
2/15/2021,Jasper,108
2/14/2021,Jasper,16
2/13/2021,Jasper,183
2/12/2021,Jasper,239
2/11/2021,Jasper,501
2/10/2021,Jasper,102
2/9/2021,Jasper,274
2/8/2021,Jasper,110
2/7/2021,Jasper,1
2/6/2021,Jasper,4
2/5/2021,Jasper,302
2/4/2021,Jasper,240
2/3/2021,Jasper,518
2/2/2021,Jasper,309
2/1/2021,Jasper,319
1/30/2021,Jasper,5
1/29/2021,Jasper,254
1/28/2021,Jasper,255
1/27/2021,Jasper,293
1/26/2021,Jasper,227
1/25/2021,Jasper,99
1/23/2021,Jasper,65
1/22/2021,Jasper,101
1/21/2021,Jasper,185
1/20/2021,Jasper,209
1/19/2021,Jasper,76
1/18/2021,Jasper,123
1/17/2021,Jasper,2
1/16/2021,Jasper,29
1/15/2021,Jasper,75
1/14/2021,Jasper,130
1/13/2021,Jasper,57
1/12/2021,Jasper,165
1/11/2021,Jasper,81
1/10/2021,Jasper,6
1/9/2021,Jasper,19
1/8/2021,Jasper,93
1/7/2021,Jasper,99
1/6/2021,Jasper,76
1/5/2021,Jasper,27
1/4/2021,Jasper,16
1/2/2021,Jasper,1
12/31/2020,Jasper,141
12/30/2020,Jasper,226
12/29/2020,Jasper,23
12/28/2020,Jasper,36
12/26/2020,Jasper,2
12/23/2020,Jasper,66
12/22/2020,Jasper,56
12/21/2020,Jasper,52
12/20/2020,Jasper,3
12/19/2020,Jasper,12
12/18/2020,Jasper,35
12/17/2020,Jasper,49
12/16/2020,Jasper,11
12/15/2020,Jasper,2
5/27/2021,Jackson,259
5/26/2021,Jackson,947
5/25/2021,Jackson,867
5/24/2021,Jackson,865
5/23/2021,Jackson,350
5/22/2021,Jackson,742
5/21/2021,Jackson,1375
5/20/2021,Jackson,1169
5/19/2021,Jackson,1375
5/18/2021,Jackson,1442
5/17/2021,Jackson,1685
5/16/2021,Jackson,668
5/15/2021,Jackson,1661
5/14/2021,Jackson,1768
5/13/2021,Jackson,1160
5/12/2021,Jackson,1176
5/11/2021,Jackson,1242
5/10/2021,Jackson,924
5/9/2021,Jackson,501
5/8/2021,Jackson,676
5/7/2021,Jackson,1831
5/6/2021,Jackson,2402
5/5/2021,Jackson,2266
5/4/2021,Jackson,2216
5/3/2021,Jackson,2198
5/2/2021,Jackson,664
5/1/2021,Jackson,1582
4/30/2021,Jackson,2573
4/29/2021,Jackson,2406
4/28/2021,Jackson,2237
4/27/2021,Jackson,2273
4/26/2021,Jackson,1700
4/25/2021,Jackson,408
4/24/2021,Jackson,887
4/23/2021,Jackson,2057
4/22/2021,Jackson,1821
4/21/2021,Jackson,2012
4/20/2021,Jackson,2478
4/19/2021,Jackson,2169
4/18/2021,Jackson,445
4/17/2021,Jackson,958
4/16/2021,Jackson,3042
4/15/2021,Jackson,3888
4/14/2021,Jackson,3673
4/13/2021,Jackson,3534
4/12/2021,Jackson,3210
4/11/2021,Jackson,1146
4/10/2021,Jackson,3103
4/9/2021,Jackson,4538
4/8/2021,Jackson,4093
4/7/2021,Jackson,4221
4/6/2021,Jackson,4338
4/5/2021,Jackson,3973
4/4/2021,Jackson,405
4/3/2021,Jackson,1170
4/2/2021,Jackson,4100
4/1/2021,Jackson,4424
3/31/2021,Jackson,3535
3/30/2021,Jackson,3487
3/29/2021,Jackson,3967
3/28/2021,Jackson,438
3/27/2021,Jackson,1746
3/26/2021,Jackson,4546
3/25/2021,Jackson,4639
3/24/2021,Jackson,3615
3/23/2021,Jackson,3554
3/22/2021,Jackson,2867
3/21/2021,Jackson,1491
3/20/2021,Jackson,3945
3/19/2021,Jackson,4257
3/18/2021,Jackson,2552
3/17/2021,Jackson,2756
3/16/2021,Jackson,2850
3/15/2021,Jackson,2497
3/14/2021,Jackson,730
3/13/2021,Jackson,1492
3/12/2021,Jackson,2771
3/11/2021,Jackson,2985
3/10/2021,Jackson,3113
3/9/2021,Jackson,1980
3/8/2021,Jackson,2313
3/7/2021,Jackson,359
3/6/2021,Jackson,1320
3/5/2021,Jackson,3613
3/4/2021,Jackson,3454
3/3/2021,Jackson,3376
3/2/2021,Jackson,2628
3/1/2021,Jackson,1932
2/28/2021,Jackson,797
2/27/2021,Jackson,1459
2/26/2021,Jackson,3930
2/25/2021,Jackson,2798
2/24/2021,Jackson,2928
2/23/2021,Jackson,2024
2/22/2021,Jackson,1556
2/21/2021,Jackson,262
2/20/2021,Jackson,583
2/19/2021,Jackson,1855
2/18/2021,Jackson,1700
2/17/2021,Jackson,1148
2/16/2021,Jackson,975
2/15/2021,Jackson,753
2/14/2021,Jackson,301
2/13/2021,Jackson,589
2/12/2021,Jackson,1849
2/11/2021,Jackson,1873
2/10/2021,Jackson,976
2/9/2021,Jackson,1185
2/8/2021,Jackson,1107
2/7/2021,Jackson,120
2/6/2021,Jackson,496
2/5/2021,Jackson,1873
2/4/2021,Jackson,1504
2/3/2021,Jackson,2264
2/2/2021,Jackson,953
2/1/2021,Jackson,994
1/31/2021,Jackson,207
1/30/2021,Jackson,650
1/29/2021,Jackson,1972
1/28/2021,Jackson,1581
1/27/2021,Jackson,1402
1/26/2021,Jackson,1240
1/25/2021,Jackson,1215
1/24/2021,Jackson,93
1/23/2021,Jackson,240
1/22/2021,Jackson,1199
1/21/2021,Jackson,1581
1/20/2021,Jackson,1105
1/19/2021,Jackson,674
1/18/2021,Jackson,384
1/17/2021,Jackson,8
1/16/2021,Jackson,92
1/15/2021,Jackson,828
1/14/2021,Jackson,772
1/13/2021,Jackson,933
1/12/2021,Jackson,816
1/11/2021,Jackson,900
1/10/2021,Jackson,64
1/9/2021,Jackson,340
1/8/2021,Jackson,1188
1/7/2021,Jackson,1093
1/6/2021,Jackson,865
1/5/2021,Jackson,413
1/4/2021,Jackson,145
1/3/2021,Jackson,23
1/2/2021,Jackson,119
1/1/2021,Jackson,5
12/31/2020,Jackson,661
12/30/2020,Jackson,635
12/29/2020,Jackson,327
12/28/2020,Jackson,328
12/27/2020,Jackson,35
12/26/2020,Jackson,49
12/25/2020,Jackson,1
12/24/2020,Jackson,136
12/23/2020,Jackson,630
12/22/2020,Jackson,702
12/21/2020,Jackson,421
12/20/2020,Jackson,25
12/19/2020,Jackson,83
12/18/2020,Jackson,309
12/17/2020,Jackson,123
12/16/2020,Jackson,75
12/15/2020,Jackson,40
12/14/2020,Jackson,9
12/13/2020,Jackson,2
5/27/2021,Iron,8
5/26/2021,Iron,18
5/25/2021,Iron,13
5/24/2021,Iron,25
5/23/2021,Iron,4
5/22/2021,Iron,5
5/21/2021,Iron,10
5/20/2021,Iron,28
5/19/2021,Iron,14
5/18/2021,Iron,13
5/17/2021,Iron,12
5/16/2021,Iron,5
5/15/2021,Iron,5
5/14/2021,Iron,54
5/13/2021,Iron,23
5/12/2021,Iron,21
5/11/2021,Iron,12
5/10/2021,Iron,7
5/8/2021,Iron,7
5/7/2021,Iron,67
5/6/2021,Iron,23
5/5/2021,Iron,18
5/4/2021,Iron,32
5/3/2021,Iron,23
5/2/2021,Iron,2
5/1/2021,Iron,10
4/30/2021,Iron,50
4/29/2021,Iron,73
4/28/2021,Iron,30
4/27/2021,Iron,26
4/26/2021,Iron,14
4/25/2021,Iron,2
4/24/2021,Iron,7
4/23/2021,Iron,78
4/22/2021,Iron,112
4/21/2021,Iron,34
4/20/2021,Iron,14
4/19/2021,Iron,32
4/18/2021,Iron,4
4/17/2021,Iron,20
4/16/2021,Iron,73
4/15/2021,Iron,24
4/14/2021,Iron,36
4/13/2021,Iron,22
4/12/2021,Iron,23
4/10/2021,Iron,26
4/9/2021,Iron,120
4/8/2021,Iron,34
4/7/2021,Iron,33
4/6/2021,Iron,38
4/5/2021,Iron,85
4/4/2021,Iron,1
4/3/2021,Iron,5
4/2/2021,Iron,58
4/1/2021,Iron,22
3/31/2021,Iron,26
3/30/2021,Iron,31
3/29/2021,Iron,84
3/28/2021,Iron,1
3/27/2021,Iron,24
3/26/2021,Iron,70
3/25/2021,Iron,58
3/24/2021,Iron,47
3/23/2021,Iron,91
3/22/2021,Iron,108
3/21/2021,Iron,1
3/20/2021,Iron,114
3/19/2021,Iron,218
3/18/2021,Iron,70
3/17/2021,Iron,34
3/16/2021,Iron,26
3/15/2021,Iron,21
3/14/2021,Iron,2
3/13/2021,Iron,17
3/12/2021,Iron,52
3/11/2021,Iron,33
3/10/2021,Iron,23
3/9/2021,Iron,47
3/8/2021,Iron,75
3/7/2021,Iron,1
3/6/2021,Iron,15
3/5/2021,Iron,42
3/4/2021,Iron,30
3/3/2021,Iron,19
3/2/2021,Iron,18
3/1/2021,Iron,60
2/27/2021,Iron,15
2/26/2021,Iron,91
2/25/2021,Iron,96
2/24/2021,Iron,45
2/23/2021,Iron,21
2/22/2021,Iron,44
2/21/2021,Iron,3
2/20/2021,Iron,115
2/19/2021,Iron,210
2/18/2021,Iron,16
2/17/2021,Iron,12
2/16/2021,Iron,9
2/15/2021,Iron,3
2/14/2021,Iron,4
2/13/2021,Iron,15
2/12/2021,Iron,90
2/11/2021,Iron,36
2/10/2021,Iron,10
2/9/2021,Iron,47
2/8/2021,Iron,25
2/6/2021,Iron,23
2/5/2021,Iron,26
2/4/2021,Iron,72
2/3/2021,Iron,8
2/2/2021,Iron,11
2/1/2021,Iron,19
1/30/2021,Iron,11
1/29/2021,Iron,33
1/28/2021,Iron,179
1/27/2021,Iron,36
1/26/2021,Iron,10
1/25/2021,Iron,28
1/23/2021,Iron,2
1/22/2021,Iron,34
1/21/2021,Iron,13
1/20/2021,Iron,22
1/19/2021,Iron,8
1/18/2021,Iron,6
1/17/2021,Iron,1
1/15/2021,Iron,29
1/14/2021,Iron,6
1/13/2021,Iron,35
1/12/2021,Iron,20
1/11/2021,Iron,5
1/9/2021,Iron,8
1/8/2021,Iron,7
1/7/2021,Iron,5
1/6/2021,Iron,6
1/5/2021,Iron,5
1/4/2021,Iron,5
1/2/2021,Iron,48
12/31/2020,Iron,69
12/30/2020,Iron,42
12/29/2020,Iron,6
12/28/2020,Iron,2
12/23/2020,Iron,29
12/22/2020,Iron,7
12/21/2020,Iron,2
12/18/2020,Iron,4
12/17/2020,Iron,5
12/16/2020,Iron,1
12/15/2020,Iron,1
12/13/2020,Iron,1
5/27/2021,Howell,20
5/26/2021,Howell,30
5/25/2021,Howell,79
5/24/2021,Howell,41
5/23/2021,Howell,6
5/22/2021,Howell,33
5/21/2021,Howell,65
5/20/2021,Howell,65
5/19/2021,Howell,30
5/18/2021,Howell,51
5/17/2021,Howell,72
5/16/2021,Howell,10
5/15/2021,Howell,39
5/14/2021,Howell,88
5/13/2021,Howell,50
5/12/2021,Howell,68
5/11/2021,Howell,63
5/10/2021,Howell,89
5/9/2021,Howell,14
5/8/2021,Howell,27
5/7/2021,Howell,54
5/6/2021,Howell,34
5/5/2021,Howell,44
5/4/2021,Howell,85
5/3/2021,Howell,92
5/2/2021,Howell,12
5/1/2021,Howell,15
4/30/2021,Howell,104
4/29/2021,Howell,45
4/28/2021,Howell,106
4/27/2021,Howell,97
4/26/2021,Howell,64
4/25/2021,Howell,6
4/24/2021,Howell,33
4/23/2021,Howell,46
4/22/2021,Howell,57
4/21/2021,Howell,177
4/20/2021,Howell,67
4/19/2021,Howell,69
4/18/2021,Howell,4
4/17/2021,Howell,25
4/16/2021,Howell,71
4/15/2021,Howell,123
4/14/2021,Howell,136
4/13/2021,Howell,97
4/12/2021,Howell,123
4/11/2021,Howell,14
4/10/2021,Howell,40
4/9/2021,Howell,258
4/8/2021,Howell,89
4/7/2021,Howell,179
4/6/2021,Howell,168
4/5/2021,Howell,198
4/4/2021,Howell,2
4/3/2021,Howell,26
4/2/2021,Howell,41
4/1/2021,Howell,108
3/31/2021,Howell,177
3/30/2021,Howell,199
3/29/2021,Howell,25
3/28/2021,Howell,4
3/27/2021,Howell,52
3/26/2021,Howell,66
3/25/2021,Howell,148
3/24/2021,Howell,151
3/23/2021,Howell,200
3/22/2021,Howell,40
3/21/2021,Howell,8
3/20/2021,Howell,44
3/19/2021,Howell,57
3/18/2021,Howell,59
3/17/2021,Howell,93
3/16/2021,Howell,133
3/15/2021,Howell,145
3/14/2021,Howell,8
3/13/2021,Howell,16
3/12/2021,Howell,110
3/11/2021,Howell,58
3/10/2021,Howell,232
3/9/2021,Howell,193
3/8/2021,Howell,117
3/7/2021,Howell,4
3/6/2021,Howell,15
3/5/2021,Howell,43
3/4/2021,Howell,110
3/3/2021,Howell,171
3/2/2021,Howell,306
3/1/2021,Howell,43
2/28/2021,Howell,79
2/27/2021,Howell,49
2/26/2021,Howell,928
2/25/2021,Howell,358
2/24/2021,Howell,42
2/23/2021,Howell,351
2/22/2021,Howell,26
2/21/2021,Howell,6
2/20/2021,Howell,44
2/19/2021,Howell,111
2/18/2021,Howell,39
2/17/2021,Howell,21
2/16/2021,Howell,83
2/15/2021,Howell,25
2/14/2021,Howell,15
2/13/2021,Howell,25
2/12/2021,Howell,141
2/11/2021,Howell,107
2/10/2021,Howell,127
2/9/2021,Howell,43
2/8/2021,Howell,45
2/6/2021,Howell,79
2/5/2021,Howell,197
2/4/2021,Howell,25
2/3/2021,Howell,22
2/2/2021,Howell,230
2/1/2021,Howell,110
1/31/2021,Howell,2
1/30/2021,Howell,17
1/29/2021,Howell,1063
1/28/2021,Howell,520
1/27/2021,Howell,542
1/26/2021,Howell,112
1/25/2021,Howell,102
1/24/2021,Howell,2
1/23/2021,Howell,6
1/22/2021,Howell,90
1/21/2021,Howell,66
1/20/2021,Howell,124
1/19/2021,Howell,81
1/18/2021,Howell,68
1/16/2021,Howell,2
1/15/2021,Howell,11
1/14/2021,Howell,4
1/13/2021,Howell,13
1/12/2021,Howell,27
1/11/2021,Howell,16
1/10/2021,Howell,2
1/9/2021,Howell,69
1/8/2021,Howell,22
1/7/2021,Howell,7
1/6/2021,Howell,23
1/5/2021,Howell,65
1/4/2021,Howell,21
1/2/2021,Howell,43
1/1/2021,Howell,1
12/31/2020,Howell,29
12/30/2020,Howell,66
12/29/2020,Howell,52
12/28/2020,Howell,36
12/27/2020,Howell,1
12/26/2020,Howell,1
12/24/2020,Howell,10
12/23/2020,Howell,62
12/22/2020,Howell,114
12/21/2020,Howell,15
12/20/2020,Howell,2
12/19/2020,Howell,3
12/18/2020,Howell,7
12/17/2020,Howell,6
12/16/2020,Howell,3
12/15/2020,Howell,2
5/27/2021,Howard,2
5/26/2021,Howard,17
5/25/2021,Howard,4
5/24/2021,Howard,7
5/23/2021,Howard,4
5/22/2021,Howard,3
5/21/2021,Howard,14
5/20/2021,Howard,17
5/19/2021,Howard,12
5/18/2021,Howard,14
5/17/2021,Howard,10
5/16/2021,Howard,2
5/15/2021,Howard,6
5/14/2021,Howard,9
5/13/2021,Howard,2
5/12/2021,Howard,20
5/11/2021,Howard,29
5/10/2021,Howard,12
5/9/2021,Howard,1
5/8/2021,Howard,23
5/7/2021,Howard,14
5/6/2021,Howard,41
5/5/2021,Howard,88
5/4/2021,Howard,14
5/3/2021,Howard,16
5/2/2021,Howard,1
5/1/2021,Howard,2
4/30/2021,Howard,14
4/29/2021,Howard,23
4/28/2021,Howard,14
4/27/2021,Howard,29
4/26/2021,Howard,25
4/25/2021,Howard,4
4/24/2021,Howard,4
4/23/2021,Howard,46
4/22/2021,Howard,6
4/21/2021,Howard,122
4/20/2021,Howard,19
4/19/2021,Howard,15
4/18/2021,Howard,4
4/17/2021,Howard,29
4/16/2021,Howard,48
4/15/2021,Howard,45
4/14/2021,Howard,72
4/13/2021,Howard,27
4/12/2021,Howard,35
4/11/2021,Howard,10
4/10/2021,Howard,8
4/9/2021,Howard,25
4/8/2021,Howard,17
4/7/2021,Howard,188
4/6/2021,Howard,33
4/5/2021,Howard,110
4/3/2021,Howard,9
4/2/2021,Howard,36
4/1/2021,Howard,32
3/31/2021,Howard,209
3/30/2021,Howard,14
3/29/2021,Howard,81
3/28/2021,Howard,5
3/27/2021,Howard,24
3/26/2021,Howard,89
3/25/2021,Howard,276
3/24/2021,Howard,188
3/23/2021,Howard,36
3/22/2021,Howard,38
3/21/2021,Howard,3
3/20/2021,Howard,5
3/19/2021,Howard,36
3/18/2021,Howard,15
3/17/2021,Howard,178
3/16/2021,Howard,142
3/15/2021,Howard,96
3/14/2021,Howard,9
3/13/2021,Howard,5
3/12/2021,Howard,19
3/11/2021,Howard,93
3/10/2021,Howard,27
3/9/2021,Howard,25
3/8/2021,Howard,176
3/7/2021,Howard,3
3/6/2021,Howard,32
3/5/2021,Howard,39
3/4/2021,Howard,77
3/3/2021,Howard,244
3/2/2021,Howard,25
3/1/2021,Howard,78
2/28/2021,Howard,2
2/27/2021,Howard,24
2/26/2021,Howard,31
2/25/2021,Howard,345
2/24/2021,Howard,223
2/23/2021,Howard,24
2/22/2021,Howard,5
2/20/2021,Howard,3
2/19/2021,Howard,31
2/18/2021,Howard,43
2/17/2021,Howard,108
2/16/2021,Howard,51
2/15/2021,Howard,13
2/13/2021,Howard,15
2/12/2021,Howard,44
2/11/2021,Howard,99
2/10/2021,Howard,17
2/9/2021,Howard,36
2/8/2021,Howard,173
2/6/2021,Howard,20
2/5/2021,Howard,20
2/4/2021,Howard,79
2/3/2021,Howard,183
2/2/2021,Howard,14
2/1/2021,Howard,6
1/31/2021,Howard,4
1/30/2021,Howard,14
1/29/2021,Howard,94
1/28/2021,Howard,89
1/27/2021,Howard,13
1/26/2021,Howard,23
1/25/2021,Howard,11
1/24/2021,Howard,5
1/23/2021,Howard,9
1/22/2021,Howard,9
1/21/2021,Howard,18
1/20/2021,Howard,27
1/19/2021,Howard,9
1/18/2021,Howard,15
1/16/2021,Howard,12
1/15/2021,Howard,31
1/14/2021,Howard,11
1/13/2021,Howard,8
1/12/2021,Howard,54
1/11/2021,Howard,25
1/10/2021,Howard,4
1/9/2021,Howard,6
1/8/2021,Howard,8
1/7/2021,Howard,8
1/6/2021,Howard,8
1/5/2021,Howard,4
1/4/2021,Howard,3
1/3/2021,Howard,4
1/2/2021,Howard,6
12/31/2020,Howard,6
12/30/2020,Howard,20
12/29/2020,Howard,10
