Date Administered,* Jurisdiction,COVID-19 Doses Administered
1/25/2021,St. Louis,3586
1/24/2021,St. Louis,1086
1/23/2021,St. Louis,1977
1/22/2021,St. Louis,3565
1/21/2021,St. Louis,4288
1/20/2021,St. Louis,3371
1/19/2021,St. Louis,3249
1/18/2021,St. Louis,2862
1/17/2021,St. Louis,185
1/16/2021,St. Louis,832
1/15/2021,St. Louis,2506
1/14/2021,St. Louis,2623
1/13/2021,St. Louis,2568
1/12/2021,St. Louis,2351
1/11/2021,St. Louis,2563
1/10/2021,St. Louis,459
1/9/2021,St. Louis,922
1/8/2021,St. Louis,2512
1/7/2021,St. Louis,2298
1/6/2021,St. Louis,2344
1/5/2021,St. Louis,2026
1/4/2021,St. Louis,1418
1/3/2021,St. Louis,69
1/2/2021,St. Louis,241
1/1/2021,St. Louis,95
12/31/2020,St. Louis,707
12/30/2020,St. Louis,2059
12/29/2020,St. Louis,2118
12/28/2020,St. Louis,1726
12/27/2020,St. Louis,355
12/26/2020,St. Louis,627
12/24/2020,St. Louis,323
12/23/2020,St. Louis,1558
12/22/2020,St. Louis,1682
12/21/2020,St. Louis,1075
12/20/2020,St. Louis,165
12/19/2020,St. Louis,574
12/18/2020,St. Louis,1571
12/17/2020,St. Louis,1679
12/16/2020,St. Louis,544
12/15/2020,St. Louis,330
12/14/2020,St. Louis,90
5/27/2021,St. Francois,52
5/26/2021,St. Francois,125
5/25/2021,St. Francois,123
5/24/2021,St. Francois,97
5/23/2021,St. Francois,29
5/22/2021,St. Francois,32
5/21/2021,St. Francois,120
5/20/2021,St. Francois,125
5/19/2021,St. Francois,661
5/18/2021,St. Francois,99
5/17/2021,St. Francois,115
5/16/2021,St. Francois,79
5/15/2021,St. Francois,88
5/14/2021,St. Francois,159
5/13/2021,St. Francois,231
5/12/2021,St. Francois,106
5/11/2021,St. Francois,210
5/10/2021,St. Francois,95
5/9/2021,St. Francois,26
5/8/2021,St. Francois,77
5/7/2021,St. Francois,145
5/6/2021,St. Francois,365
5/5/2021,St. Francois,159
5/4/2021,St. Francois,168
5/3/2021,St. Francois,176
5/2/2021,St. Francois,36
5/1/2021,St. Francois,56
4/30/2021,St. Francois,196
4/29/2021,St. Francois,442
4/28/2021,St. Francois,525
4/27/2021,St. Francois,134
4/26/2021,St. Francois,133
4/25/2021,St. Francois,17
4/24/2021,St. Francois,69
4/23/2021,St. Francois,314
4/22/2021,St. Francois,296
4/21/2021,St. Francois,325
4/20/2021,St. Francois,166
4/19/2021,St. Francois,687
4/18/2021,St. Francois,41
4/17/2021,St. Francois,293
4/16/2021,St. Francois,389
4/15/2021,St. Francois,247
4/14/2021,St. Francois,307
4/13/2021,St. Francois,290
4/12/2021,St. Francois,294
4/11/2021,St. Francois,41
4/10/2021,St. Francois,360
4/9/2021,St. Francois,472
4/8/2021,St. Francois,521
4/7/2021,St. Francois,739
4/6/2021,St. Francois,407
4/5/2021,St. Francois,228
4/4/2021,St. Francois,15
4/3/2021,St. Francois,56
4/2/2021,St. Francois,222
4/1/2021,St. Francois,289
3/31/2021,St. Francois,526
3/30/2021,St. Francois,559
3/29/2021,St. Francois,577
3/28/2021,St. Francois,15
3/27/2021,St. Francois,299
3/26/2021,St. Francois,391
3/25/2021,St. Francois,310
3/24/2021,St. Francois,289
3/23/2021,St. Francois,248
3/22/2021,St. Francois,294
3/21/2021,St. Francois,19
3/20/2021,St. Francois,114
3/19/2021,St. Francois,267
3/18/2021,St. Francois,601
3/17/2021,St. Francois,377
3/16/2021,St. Francois,465
3/15/2021,St. Francois,248
3/14/2021,St. Francois,17
3/13/2021,St. Francois,133
3/12/2021,St. Francois,431
3/11/2021,St. Francois,297
3/10/2021,St. Francois,343
3/9/2021,St. Francois,229
3/8/2021,St. Francois,241
3/7/2021,St. Francois,11
3/6/2021,St. Francois,88
3/5/2021,St. Francois,441
3/4/2021,St. Francois,500
3/3/2021,St. Francois,340
3/2/2021,St. Francois,395
3/1/2021,St. Francois,494
2/28/2021,St. Francois,62
2/27/2021,St. Francois,126
2/26/2021,St. Francois,2074
2/25/2021,St. Francois,494
2/24/2021,St. Francois,373
2/23/2021,St. Francois,208
2/22/2021,St. Francois,264
2/21/2021,St. Francois,5
2/20/2021,St. Francois,97
2/19/2021,St. Francois,375
2/18/2021,St. Francois,242
2/17/2021,St. Francois,108
2/16/2021,St. Francois,91
2/15/2021,St. Francois,66
2/14/2021,St. Francois,51
2/13/2021,St. Francois,118
2/12/2021,St. Francois,337
2/11/2021,St. Francois,277
2/10/2021,St. Francois,136
2/9/2021,St. Francois,171
2/8/2021,St. Francois,246
2/7/2021,St. Francois,9
2/6/2021,St. Francois,235
2/5/2021,St. Francois,265
2/4/2021,St. Francois,1656
2/3/2021,St. Francois,218
2/2/2021,St. Francois,231
2/1/2021,St. Francois,283
1/30/2021,St. Francois,121
1/29/2021,St. Francois,457
1/28/2021,St. Francois,539
1/27/2021,St. Francois,172
1/26/2021,St. Francois,138
1/25/2021,St. Francois,206
1/24/2021,St. Francois,15
1/23/2021,St. Francois,61
1/22/2021,St. Francois,252
1/21/2021,St. Francois,159
1/20/2021,St. Francois,254
1/19/2021,St. Francois,395
1/18/2021,St. Francois,56
1/17/2021,St. Francois,31
1/16/2021,St. Francois,5
1/15/2021,St. Francois,111
1/14/2021,St. Francois,118
1/13/2021,St. Francois,156
1/12/2021,St. Francois,89
1/11/2021,St. Francois,92
1/10/2021,St. Francois,4
1/9/2021,St. Francois,192
1/8/2021,St. Francois,133
1/7/2021,St. Francois,97
1/6/2021,St. Francois,62
1/5/2021,St. Francois,107
1/4/2021,St. Francois,73
1/3/2021,St. Francois,6
1/2/2021,St. Francois,40
1/1/2021,St. Francois,1
12/31/2020,St. Francois,90
12/30/2020,St. Francois,233
12/29/2020,St. Francois,290
12/28/2020,St. Francois,36
12/27/2020,St. Francois,3
12/26/2020,St. Francois,1
12/24/2020,St. Francois,2
12/23/2020,St. Francois,143
12/22/2020,St. Francois,72
12/21/2020,St. Francois,61
12/20/2020,St. Francois,5
12/19/2020,St. Francois,17
12/18/2020,St. Francois,67
12/17/2020,St. Francois,74
12/16/2020,St. Francois,10
12/14/2020,St. Francois,3
5/27/2021,St. Clair,10
5/26/2021,St. Clair,8
5/25/2021,St. Clair,8
5/24/2021,St. Clair,3
5/23/2021,St. Clair,3
5/22/2021,St. Clair,3
5/21/2021,St. Clair,15
5/20/2021,St. Clair,18
5/19/2021,St. Clair,12
5/18/2021,St. Clair,17
5/17/2021,St. Clair,7
5/16/2021,St. Clair,4
5/15/2021,St. Clair,8
5/14/2021,St. Clair,22
5/13/2021,St. Clair,15
5/12/2021,St. Clair,10
5/11/2021,St. Clair,10
5/10/2021,St. Clair,11
5/9/2021,St. Clair,1
5/8/2021,St. Clair,2
5/7/2021,St. Clair,16
5/6/2021,St. Clair,8
5/5/2021,St. Clair,11
5/4/2021,St. Clair,16
5/3/2021,St. Clair,18
5/2/2021,St. Clair,4
5/1/2021,St. Clair,1
4/30/2021,St. Clair,14
4/29/2021,St. Clair,11
4/28/2021,St. Clair,6
4/27/2021,St. Clair,33
4/26/2021,St. Clair,8
4/25/2021,St. Clair,4
4/24/2021,St. Clair,4
4/23/2021,St. Clair,38
4/22/2021,St. Clair,17
4/21/2021,St. Clair,14
4/20/2021,St. Clair,17
4/19/2021,St. Clair,13
4/18/2021,St. Clair,1
4/17/2021,St. Clair,7
4/16/2021,St. Clair,38
4/15/2021,St. Clair,41
4/14/2021,St. Clair,26
4/13/2021,St. Clair,23
4/12/2021,St. Clair,24
4/11/2021,St. Clair,2
4/10/2021,St. Clair,34
4/9/2021,St. Clair,29
4/8/2021,St. Clair,77
4/7/2021,St. Clair,19
4/6/2021,St. Clair,40
4/5/2021,St. Clair,18
4/3/2021,St. Clair,11
4/2/2021,St. Clair,52
4/1/2021,St. Clair,38
3/31/2021,St. Clair,25
3/30/2021,St. Clair,80
3/29/2021,St. Clair,37
3/28/2021,St. Clair,27
3/27/2021,St. Clair,41
3/26/2021,St. Clair,115
3/25/2021,St. Clair,95
3/24/2021,St. Clair,76
3/23/2021,St. Clair,14
3/22/2021,St. Clair,16
3/21/2021,St. Clair,2
3/20/2021,St. Clair,5
3/19/2021,St. Clair,34
3/18/2021,St. Clair,47
3/17/2021,St. Clair,29
3/16/2021,St. Clair,23
3/15/2021,St. Clair,24
3/14/2021,St. Clair,45
3/13/2021,St. Clair,71
3/12/2021,St. Clair,33
3/11/2021,St. Clair,132
3/10/2021,St. Clair,35
3/9/2021,St. Clair,59
3/8/2021,St. Clair,13
3/7/2021,St. Clair,1
3/6/2021,St. Clair,10
3/5/2021,St. Clair,98
3/4/2021,St. Clair,28
3/3/2021,St. Clair,33
3/2/2021,St. Clair,63
3/1/2021,St. Clair,58
2/28/2021,St. Clair,27
2/27/2021,St. Clair,38
2/26/2021,St. Clair,83
2/25/2021,St. Clair,212
2/24/2021,St. Clair,81
2/23/2021,St. Clair,20
2/22/2021,St. Clair,11
2/21/2021,St. Clair,2
2/20/2021,St. Clair,3
2/19/2021,St. Clair,7
2/18/2021,St. Clair,44
2/17/2021,St. Clair,26
2/16/2021,St. Clair,28
2/15/2021,St. Clair,4
2/14/2021,St. Clair,45
2/13/2021,St. Clair,91
2/12/2021,St. Clair,19
2/11/2021,St. Clair,77
2/10/2021,St. Clair,32
2/9/2021,St. Clair,43
2/8/2021,St. Clair,44
2/7/2021,St. Clair,1
2/6/2021,St. Clair,3
2/5/2021,St. Clair,48
2/4/2021,St. Clair,16
2/3/2021,St. Clair,21
2/2/2021,St. Clair,23
2/1/2021,St. Clair,30
1/31/2021,St. Clair,1
1/29/2021,St. Clair,31
1/28/2021,St. Clair,136
1/27/2021,St. Clair,44
1/26/2021,St. Clair,31
1/25/2021,St. Clair,19
1/24/2021,St. Clair,1
1/23/2021,St. Clair,51
1/22/2021,St. Clair,18
1/21/2021,St. Clair,31
1/20/2021,St. Clair,10
1/19/2021,St. Clair,38
1/16/2021,St. Clair,2
1/15/2021,St. Clair,5
1/14/2021,St. Clair,8
1/13/2021,St. Clair,8
1/12/2021,St. Clair,10
1/11/2021,St. Clair,10
1/10/2021,St. Clair,1
1/9/2021,St. Clair,1
1/8/2021,St. Clair,12
1/7/2021,St. Clair,4
1/6/2021,St. Clair,13
1/5/2021,St. Clair,10
1/4/2021,St. Clair,32
12/31/2020,St. Clair,10
12/30/2020,St. Clair,13
12/29/2020,St. Clair,7
12/28/2020,St. Clair,7
12/23/2020,St. Clair,3
12/22/2020,St. Clair,7
12/21/2020,St. Clair,10
12/19/2020,St. Clair,3
12/18/2020,St. Clair,4
12/17/2020,St. Clair,1
5/27/2021,St. Charles,332
5/26/2021,St. Charles,1007
5/25/2021,St. Charles,1177
5/24/2021,St. Charles,1129
5/23/2021,St. Charles,466
5/22/2021,St. Charles,1149
5/21/2021,St. Charles,1256
5/20/2021,St. Charles,1322
5/19/2021,St. Charles,1950
5/18/2021,St. Charles,1808
5/17/2021,St. Charles,2026
5/16/2021,St. Charles,1130
5/15/2021,St. Charles,2286
5/14/2021,St. Charles,2265
5/13/2021,St. Charles,2227
5/12/2021,St. Charles,1875
5/11/2021,St. Charles,1761
5/10/2021,St. Charles,1857
5/9/2021,St. Charles,480
5/8/2021,St. Charles,2901
5/7/2021,St. Charles,2597
5/6/2021,St. Charles,3057
5/5/2021,St. Charles,2649
5/4/2021,St. Charles,2158
5/3/2021,St. Charles,2104
5/2/2021,St. Charles,897
5/1/2021,St. Charles,1763
4/30/2021,St. Charles,2374
4/29/2021,St. Charles,3628
4/28/2021,St. Charles,3456
4/27/2021,St. Charles,2437
4/26/2021,St. Charles,2373
4/25/2021,St. Charles,744
4/24/2021,St. Charles,2169
4/23/2021,St. Charles,2911
4/22/2021,St. Charles,3135
4/21/2021,St. Charles,4271
4/20/2021,St. Charles,4671
4/19/2021,St. Charles,3146
4/18/2021,St. Charles,1116
4/17/2021,St. Charles,4645
4/16/2021,St. Charles,6308
4/15/2021,St. Charles,6879
4/14/2021,St. Charles,3526
4/13/2021,St. Charles,3451
4/12/2021,St. Charles,3418
4/11/2021,St. Charles,1290
4/10/2021,St. Charles,3826
4/9/2021,St. Charles,5001
4/8/2021,St. Charles,7708
4/7/2021,St. Charles,4181
4/6/2021,St. Charles,3766
4/5/2021,St. Charles,2924
4/4/2021,St. Charles,382
4/3/2021,St. Charles,2097
4/2/2021,St. Charles,3439
4/1/2021,St. Charles,5307
3/31/2021,St. Charles,6026
3/30/2021,St. Charles,5487
3/29/2021,St. Charles,2435
3/28/2021,St. Charles,1277
3/27/2021,St. Charles,4155
3/26/2021,St. Charles,5716
3/25/2021,St. Charles,5784
3/24/2021,St. Charles,4013
3/23/2021,St. Charles,4343
3/22/2021,St. Charles,2901
3/21/2021,St. Charles,1562
3/20/2021,St. Charles,3450
3/19/2021,St. Charles,2572
3/18/2021,St. Charles,6288
3/17/2021,St. Charles,2714
3/16/2021,St. Charles,3598
3/15/2021,St. Charles,2226
3/14/2021,St. Charles,377
3/13/2021,St. Charles,1921
3/12/2021,St. Charles,2339
3/11/2021,St. Charles,2763
3/10/2021,St. Charles,3093
3/9/2021,St. Charles,3090
3/8/2021,St. Charles,2429
3/7/2021,St. Charles,1038
3/6/2021,St. Charles,1565
3/5/2021,St. Charles,2357
3/4/2021,St. Charles,2827
3/3/2021,St. Charles,2576
3/2/2021,St. Charles,3402
3/1/2021,St. Charles,2084
2/28/2021,St. Charles,878
2/27/2021,St. Charles,2183
2/26/2021,St. Charles,1951
2/25/2021,St. Charles,3210
2/24/2021,St. Charles,3588
2/23/2021,St. Charles,2044
2/22/2021,St. Charles,1957
2/21/2021,St. Charles,298
2/20/2021,St. Charles,1734
2/19/2021,St. Charles,2348
2/18/2021,St. Charles,2452
2/17/2021,St. Charles,1691
2/16/2021,St. Charles,1562
2/15/2021,St. Charles,437
2/14/2021,St. Charles,87
2/13/2021,St. Charles,1072
2/12/2021,St. Charles,1906
2/11/2021,St. Charles,1425
2/10/2021,St. Charles,1881
2/9/2021,St. Charles,1904
2/8/2021,St. Charles,1343
2/7/2021,St. Charles,63
2/6/2021,St. Charles,770
2/5/2021,St. Charles,1798
2/4/2021,St. Charles,1374
2/3/2021,St. Charles,2035
2/2/2021,St. Charles,1262
2/1/2021,St. Charles,1090
1/31/2021,St. Charles,156
1/30/2021,St. Charles,902
1/29/2021,St. Charles,1710
1/28/2021,St. Charles,1505
1/27/2021,St. Charles,1548
1/26/2021,St. Charles,1242
1/25/2021,St. Charles,1382
1/24/2021,St. Charles,225
1/23/2021,St. Charles,577
1/22/2021,St. Charles,1062
1/21/2021,St. Charles,1081
1/20/2021,St. Charles,1907
1/19/2021,St. Charles,1211
1/18/2021,St. Charles,845
1/17/2021,St. Charles,57
1/16/2021,St. Charles,339
1/15/2021,St. Charles,853
1/14/2021,St. Charles,564
1/13/2021,St. Charles,617
1/12/2021,St. Charles,917
1/11/2021,St. Charles,858
1/10/2021,St. Charles,173
1/9/2021,St. Charles,318
1/8/2021,St. Charles,912
1/7/2021,St. Charles,661
1/6/2021,St. Charles,798
1/5/2021,St. Charles,492
1/4/2021,St. Charles,430
1/3/2021,St. Charles,83
1/2/2021,St. Charles,98
1/1/2021,St. Charles,30
12/31/2020,St. Charles,309
12/30/2020,St. Charles,623
12/29/2020,St. Charles,646
12/28/2020,St. Charles,612
12/27/2020,St. Charles,105
12/26/2020,St. Charles,199
12/24/2020,St. Charles,100
12/23/2020,St. Charles,509
12/22/2020,St. Charles,727
12/21/2020,St. Charles,419
12/20/2020,St. Charles,71
12/19/2020,St. Charles,206
12/18/2020,St. Charles,632
12/17/2020,St. Charles,525
12/16/2020,St. Charles,124
12/15/2020,St. Charles,70
12/14/2020,St. Charles,13
5/27/2021,Shelby,5
5/26/2021,Shelby,5
5/25/2021,Shelby,7
5/24/2021,Shelby,5
5/23/2021,Shelby,1
5/22/2021,Shelby,2
5/21/2021,Shelby,3
5/20/2021,Shelby,17
5/19/2021,Shelby,11
5/18/2021,Shelby,15
5/17/2021,Shelby,3
5/16/2021,Shelby,2
5/14/2021,Shelby,9
5/13/2021,Shelby,39
5/12/2021,Shelby,9
5/11/2021,Shelby,19
5/10/2021,Shelby,1
5/9/2021,Shelby,2
5/7/2021,Shelby,8
5/6/2021,Shelby,18
5/5/2021,Shelby,45
5/4/2021,Shelby,9
5/3/2021,Shelby,2
5/1/2021,Shelby,10
4/30/2021,Shelby,14
4/29/2021,Shelby,18
4/28/2021,Shelby,10
4/27/2021,Shelby,15
4/26/2021,Shelby,12
4/24/2021,Shelby,19
4/23/2021,Shelby,18
4/22/2021,Shelby,19
4/21/2021,Shelby,12
4/20/2021,Shelby,12
4/19/2021,Shelby,4
4/17/2021,Shelby,14
4/16/2021,Shelby,14
4/15/2021,Shelby,27
4/14/2021,Shelby,62
4/13/2021,Shelby,30
4/12/2021,Shelby,4
4/11/2021,Shelby,1
4/10/2021,Shelby,14
4/9/2021,Shelby,31
4/8/2021,Shelby,85
4/7/2021,Shelby,25
4/6/2021,Shelby,43
4/5/2021,Shelby,50
4/4/2021,Shelby,1
4/3/2021,Shelby,8
4/2/2021,Shelby,22
4/1/2021,Shelby,41
3/31/2021,Shelby,14
3/30/2021,Shelby,18
3/29/2021,Shelby,15
3/27/2021,Shelby,19
3/26/2021,Shelby,19
3/25/2021,Shelby,34
3/24/2021,Shelby,20
3/23/2021,Shelby,6
3/22/2021,Shelby,10
3/21/2021,Shelby,1
3/20/2021,Shelby,17
3/19/2021,Shelby,16
3/18/2021,Shelby,40
3/17/2021,Shelby,13
3/16/2021,Shelby,27
3/15/2021,Shelby,10
3/14/2021,Shelby,1
3/13/2021,Shelby,13
3/12/2021,Shelby,6
3/11/2021,Shelby,165
3/10/2021,Shelby,7
3/9/2021,Shelby,54
3/8/2021,Shelby,47
3/6/2021,Shelby,4
3/5/2021,Shelby,24
3/4/2021,Shelby,45
3/3/2021,Shelby,157
3/2/2021,Shelby,35
3/1/2021,Shelby,13
2/27/2021,Shelby,1
2/26/2021,Shelby,13
2/25/2021,Shelby,324
2/24/2021,Shelby,13
2/23/2021,Shelby,3
2/22/2021,Shelby,13
2/21/2021,Shelby,1
2/19/2021,Shelby,15
2/18/2021,Shelby,53
2/17/2021,Shelby,3
2/16/2021,Shelby,56
2/15/2021,Shelby,17
2/12/2021,Shelby,208
2/11/2021,Shelby,67
2/10/2021,Shelby,11
2/9/2021,Shelby,65
2/8/2021,Shelby,42
2/6/2021,Shelby,5
2/5/2021,Shelby,15
2/4/2021,Shelby,21
2/3/2021,Shelby,236
2/2/2021,Shelby,40
2/1/2021,Shelby,16
1/30/2021,Shelby,31
1/29/2021,Shelby,15
1/28/2021,Shelby,287
1/27/2021,Shelby,2
1/26/2021,Shelby,5
1/25/2021,Shelby,8
1/24/2021,Shelby,1
1/22/2021,Shelby,45
1/21/2021,Shelby,109
1/20/2021,Shelby,123
1/19/2021,Shelby,39
1/18/2021,Shelby,57
1/17/2021,Shelby,1
1/15/2021,Shelby,4
1/14/2021,Shelby,3
1/13/2021,Shelby,11
1/12/2021,Shelby,6
1/11/2021,Shelby,2
1/9/2021,Shelby,5
1/8/2021,Shelby,5
1/7/2021,Shelby,6
1/6/2021,Shelby,89
1/5/2021,Shelby,13
1/4/2021,Shelby,5
12/31/2020,Shelby,1
12/30/2020,Shelby,8
12/29/2020,Shelby,9
12/28/2020,Shelby,17
12/23/2020,Shelby,4
12/22/2020,Shelby,4
12/21/2020,Shelby,2
12/19/2020,Shelby,1
12/17/2020,Shelby,2
12/16/2020,Shelby,1
5/27/2021,Shannon,17
5/26/2021,Shannon,1
5/25/2021,Shannon,6
5/24/2021,Shannon,41
5/22/2021,Shannon,3
5/21/2021,Shannon,4
5/20/2021,Shannon,8
5/19/2021,Shannon,4
5/18/2021,Shannon,3
5/17/2021,Shannon,3
5/15/2021,Shannon,2
5/14/2021,Shannon,6
5/13/2021,Shannon,72
5/12/2021,Shannon,10
5/11/2021,Shannon,6
5/10/2021,Shannon,7
5/9/2021,Shannon,2
5/8/2021,Shannon,2
5/7/2021,Shannon,3
5/6/2021,Shannon,9
5/5/2021,Shannon,4
5/4/2021,Shannon,5
5/3/2021,Shannon,1
5/1/2021,Shannon,1
4/30/2021,Shannon,20
4/29/2021,Shannon,35
4/28/2021,Shannon,9
4/27/2021,Shannon,7
4/26/2021,Shannon,4
4/25/2021,Shannon,1
4/24/2021,Shannon,82
4/23/2021,Shannon,2
4/22/2021,Shannon,8
4/21/2021,Shannon,17
4/20/2021,Shannon,7
4/19/2021,Shannon,5
4/17/2021,Shannon,1
4/16/2021,Shannon,8
4/15/2021,Shannon,34
4/14/2021,Shannon,173
4/13/2021,Shannon,10
4/12/2021,Shannon,8
4/10/2021,Shannon,2
4/9/2021,Shannon,30
4/8/2021,Shannon,11
4/7/2021,Shannon,7
4/6/2021,Shannon,31
4/5/2021,Shannon,20
4/2/2021,Shannon,4
4/1/2021,Shannon,60
3/31/2021,Shannon,10
3/30/2021,Shannon,25
3/29/2021,Shannon,1
3/27/2021,Shannon,50
3/26/2021,Shannon,9
3/25/2021,Shannon,136
3/24/2021,Shannon,3
3/23/2021,Shannon,22
3/22/2021,Shannon,3
3/21/2021,Shannon,2
3/20/2021,Shannon,7
3/19/2021,Shannon,5
3/18/2021,Shannon,5
3/17/2021,Shannon,125
3/16/2021,Shannon,18
3/15/2021,Shannon,19
3/13/2021,Shannon,1
3/12/2021,Shannon,245
3/11/2021,Shannon,6
3/10/2021,Shannon,9
3/9/2021,Shannon,24
3/8/2021,Shannon,177
3/6/2021,Shannon,1
3/5/2021,Shannon,18
3/4/2021,Shannon,44
3/3/2021,Shannon,20
3/2/2021,Shannon,29
3/1/2021,Shannon,1
2/28/2021,Shannon,7
2/27/2021,Shannon,7
2/26/2021,Shannon,47
2/25/2021,Shannon,120
2/24/2021,Shannon,31
2/23/2021,Shannon,23
2/22/2021,Shannon,2
2/21/2021,Shannon,1
2/20/2021,Shannon,6
2/19/2021,Shannon,23
2/18/2021,Shannon,5
2/17/2021,Shannon,1
2/16/2021,Shannon,16
2/15/2021,Shannon,8
2/14/2021,Shannon,2
2/13/2021,Shannon,2
2/12/2021,Shannon,260
2/11/2021,Shannon,22
2/10/2021,Shannon,7
2/9/2021,Shannon,11
2/8/2021,Shannon,11
2/6/2021,Shannon,3
2/5/2021,Shannon,175
2/4/2021,Shannon,15
2/3/2021,Shannon,13
2/2/2021,Shannon,28
2/1/2021,Shannon,2
1/30/2021,Shannon,4
1/29/2021,Shannon,70
1/28/2021,Shannon,33
1/27/2021,Shannon,21
1/26/2021,Shannon,6
1/25/2021,Shannon,3
1/23/2021,Shannon,1
1/22/2021,Shannon,7
1/21/2021,Shannon,16
1/20/2021,Shannon,5
1/19/2021,Shannon,40
1/18/2021,Shannon,2
1/15/2021,Shannon,1
1/14/2021,Shannon,2
1/13/2021,Shannon,5
1/12/2021,Shannon,4
1/11/2021,Shannon,2
1/9/2021,Shannon,3
1/8/2021,Shannon,5
1/7/2021,Shannon,1
1/6/2021,Shannon,2
1/5/2021,Shannon,10
1/2/2021,Shannon,2
12/30/2020,Shannon,5
12/29/2020,Shannon,5
12/28/2020,Shannon,1
12/26/2020,Shannon,1
12/24/2020,Shannon,1
12/23/2020,Shannon,4
12/22/2020,Shannon,4
12/21/2020,Shannon,1
12/18/2020,Shannon,1
5/27/2021,Scott,10
5/26/2021,Scott,51
5/25/2021,Scott,95
5/24/2021,Scott,38
5/23/2021,Scott,7
5/22/2021,Scott,13
5/21/2021,Scott,111
5/20/2021,Scott,38
5/19/2021,Scott,69
5/18/2021,Scott,74
5/17/2021,Scott,56
5/16/2021,Scott,7
5/15/2021,Scott,28
5/14/2021,Scott,104
5/13/2021,Scott,59
5/12/2021,Scott,41
5/11/2021,Scott,63
5/10/2021,Scott,55
5/9/2021,Scott,7
5/8/2021,Scott,28
5/7/2021,Scott,79
5/6/2021,Scott,147
5/5/2021,Scott,75
5/4/2021,Scott,165
5/3/2021,Scott,63
5/2/2021,Scott,30
5/1/2021,Scott,17
4/30/2021,Scott,121
4/29/2021,Scott,155
4/28/2021,Scott,71
4/27/2021,Scott,37
4/26/2021,Scott,69
4/25/2021,Scott,4
4/24/2021,Scott,30
4/23/2021,Scott,80
4/22/2021,Scott,92
4/21/2021,Scott,116
4/20/2021,Scott,204
4/19/2021,Scott,124
4/18/2021,Scott,165
4/17/2021,Scott,18
4/16/2021,Scott,218
4/15/2021,Scott,179
4/14/2021,Scott,119
4/13/2021,Scott,79
4/12/2021,Scott,94
4/11/2021,Scott,26
4/10/2021,Scott,22
4/9/2021,Scott,304
4/8/2021,Scott,289
4/7/2021,Scott,226
4/6/2021,Scott,443
4/5/2021,Scott,509
4/4/2021,Scott,11
4/3/2021,Scott,32
4/2/2021,Scott,133
4/1/2021,Scott,81
3/31/2021,Scott,255
3/30/2021,Scott,285
3/29/2021,Scott,95
3/28/2021,Scott,186
3/27/2021,Scott,15
3/26/2021,Scott,162
3/25/2021,Scott,336
3/24/2021,Scott,325
3/23/2021,Scott,53
3/22/2021,Scott,106
3/21/2021,Scott,32
3/20/2021,Scott,19
3/19/2021,Scott,260
3/18/2021,Scott,113
3/17/2021,Scott,603
3/16/2021,Scott,321
3/15/2021,Scott,126
3/14/2021,Scott,418
3/13/2021,Scott,16
3/12/2021,Scott,185
3/11/2021,Scott,140
3/10/2021,Scott,156
3/9/2021,Scott,195
3/8/2021,Scott,178
3/7/2021,Scott,1
3/6/2021,Scott,22
3/5/2021,Scott,590
3/4/2021,Scott,330
3/3/2021,Scott,417
3/2/2021,Scott,173
3/1/2021,Scott,79
2/28/2021,Scott,5
2/27/2021,Scott,90
2/26/2021,Scott,877
2/25/2021,Scott,171
2/24/2021,Scott,772
2/23/2021,Scott,103
2/22/2021,Scott,122
2/20/2021,Scott,67
2/19/2021,Scott,156
2/18/2021,Scott,49
2/17/2021,Scott,72
2/16/2021,Scott,120
2/15/2021,Scott,115
2/14/2021,Scott,3
2/13/2021,Scott,144
2/12/2021,Scott,645
2/11/2021,Scott,250
2/10/2021,Scott,427
2/9/2021,Scott,566
2/8/2021,Scott,243
2/7/2021,Scott,3
2/6/2021,Scott,22
2/5/2021,Scott,771
2/4/2021,Scott,120
2/3/2021,Scott,43
2/2/2021,Scott,92
2/1/2021,Scott,52
1/30/2021,Scott,4
1/29/2021,Scott,980
1/28/2021,Scott,102
1/27/2021,Scott,164
1/26/2021,Scott,215
1/25/2021,Scott,237
1/24/2021,Scott,1
1/23/2021,Scott,11
1/22/2021,Scott,562
1/21/2021,Scott,400
1/20/2021,Scott,508
1/19/2021,Scott,310
1/18/2021,Scott,272
1/17/2021,Scott,1
1/16/2021,Scott,42
1/15/2021,Scott,98
1/14/2021,Scott,96
1/13/2021,Scott,186
1/12/2021,Scott,304
1/11/2021,Scott,60
1/10/2021,Scott,2
1/9/2021,Scott,24
1/8/2021,Scott,143
1/7/2021,Scott,32
1/6/2021,Scott,93
1/5/2021,Scott,50
1/4/2021,Scott,21
1/3/2021,Scott,1
1/2/2021,Scott,2
1/1/2021,Scott,9
12/31/2020,Scott,12
12/30/2020,Scott,88
12/29/2020,Scott,18
12/28/2020,Scott,7
12/26/2020,Scott,2
12/24/2020,Scott,7
12/23/2020,Scott,186
12/22/2020,Scott,204
12/21/2020,Scott,71
12/20/2020,Scott,4
12/19/2020,Scott,4
12/18/2020,Scott,22
12/17/2020,Scott,31
12/15/2020,Scott,1
5/27/2021,Scotland,1
5/26/2021,Scotland,2
5/25/2021,Scotland,11
5/21/2021,Scotland,3
5/20/2021,Scotland,1
5/19/2021,Scotland,2
5/18/2021,Scotland,4
5/17/2021,Scotland,5
5/16/2021,Scotland,2
5/15/2021,Scotland,1
