Date Administered,* Jurisdiction,COVID-19 Doses Administered
2/1/2021,Miller,52
1/31/2021,Miller,2
1/30/2021,Miller,63
1/29/2021,Miller,168
1/28/2021,Miller,41
1/27/2021,Miller,73
1/26/2021,Miller,75
1/25/2021,Miller,65
1/24/2021,Miller,2
1/23/2021,Miller,53
1/22/2021,Miller,123
1/21/2021,Miller,58
1/20/2021,Miller,134
1/19/2021,Miller,60
1/18/2021,Miller,49
1/16/2021,Miller,19
1/15/2021,Miller,8
1/14/2021,Miller,24
1/13/2021,Miller,42
1/12/2021,Miller,27
1/11/2021,Miller,61
1/10/2021,Miller,4
1/9/2021,Miller,2
1/8/2021,Miller,19
1/7/2021,Miller,46
1/6/2021,Miller,17
1/5/2021,Miller,15
1/4/2021,Miller,23
1/3/2021,Miller,2
1/2/2021,Miller,2
1/1/2021,Miller,1
12/31/2020,Miller,6
12/30/2020,Miller,36
12/29/2020,Miller,22
12/28/2020,Miller,48
12/27/2020,Miller,1
12/24/2020,Miller,8
12/23/2020,Miller,42
12/22/2020,Miller,29
12/21/2020,Miller,31
12/20/2020,Miller,3
12/19/2020,Miller,1
12/18/2020,Miller,21
12/17/2020,Miller,10
12/16/2020,Miller,5
12/15/2020,Miller,1
4/24/2021,Mercer,1
4/23/2021,Mercer,4
4/22/2021,Mercer,31
4/21/2021,Mercer,3
4/20/2021,Mercer,33
4/19/2021,Mercer,2
4/17/2021,Mercer,2
4/16/2021,Mercer,9
4/15/2021,Mercer,7
4/14/2021,Mercer,4
4/12/2021,Mercer,1
4/10/2021,Mercer,2
4/9/2021,Mercer,14
4/8/2021,Mercer,16
4/7/2021,Mercer,12
4/6/2021,Mercer,2
4/5/2021,Mercer,7
4/3/2021,Mercer,1
4/1/2021,Mercer,2
3/31/2021,Mercer,7
3/30/2021,Mercer,3
3/29/2021,Mercer,6
3/27/2021,Mercer,2
3/26/2021,Mercer,13
3/25/2021,Mercer,69
3/24/2021,Mercer,8
3/23/2021,Mercer,19
3/22/2021,Mercer,1
3/21/2021,Mercer,1
3/20/2021,Mercer,8
3/19/2021,Mercer,20
3/18/2021,Mercer,14
3/17/2021,Mercer,9
3/16/2021,Mercer,79
3/15/2021,Mercer,6
3/12/2021,Mercer,3
3/11/2021,Mercer,17
3/10/2021,Mercer,18
3/9/2021,Mercer,36
3/8/2021,Mercer,3
3/7/2021,Mercer,1
3/6/2021,Mercer,13
3/5/2021,Mercer,10
3/4/2021,Mercer,64
3/3/2021,Mercer,7
3/2/2021,Mercer,71
2/27/2021,Mercer,35
2/26/2021,Mercer,9
2/25/2021,Mercer,4
2/24/2021,Mercer,9
2/23/2021,Mercer,2
2/22/2021,Mercer,2
2/20/2021,Mercer,1
2/19/2021,Mercer,4
2/18/2021,Mercer,36
2/17/2021,Mercer,3
2/16/2021,Mercer,39
2/15/2021,Mercer,3
2/13/2021,Mercer,3
2/12/2021,Mercer,8
2/11/2021,Mercer,9
2/10/2021,Mercer,23
2/9/2021,Mercer,93
2/8/2021,Mercer,2
2/6/2021,Mercer,1
2/5/2021,Mercer,6
2/4/2021,Mercer,67
2/3/2021,Mercer,8
2/2/2021,Mercer,73
2/1/2021,Mercer,1
1/29/2021,Mercer,1
1/28/2021,Mercer,3
1/27/2021,Mercer,8
1/26/2021,Mercer,3
1/22/2021,Mercer,5
1/21/2021,Mercer,1
1/20/2021,Mercer,3
1/19/2021,Mercer,2
1/18/2021,Mercer,2
1/15/2021,Mercer,8
1/14/2021,Mercer,4
1/13/2021,Mercer,3
1/12/2021,Mercer,50
1/11/2021,Mercer,1
1/10/2021,Mercer,1
1/8/2021,Mercer,1
1/7/2021,Mercer,1
1/6/2021,Mercer,2
1/5/2021,Mercer,1
1/4/2021,Mercer,1
12/30/2020,Mercer,7
12/29/2020,Mercer,3
12/23/2020,Mercer,2
12/20/2020,Mercer,1
4/25/2021,McDonald,2
4/24/2021,McDonald,12
4/23/2021,McDonald,122
4/22/2021,McDonald,17
4/21/2021,McDonald,22
4/20/2021,McDonald,30
4/19/2021,McDonald,25
4/18/2021,McDonald,2
4/17/2021,McDonald,21
4/16/2021,McDonald,48
4/15/2021,McDonald,37
4/14/2021,McDonald,25
4/13/2021,McDonald,36
4/12/2021,McDonald,97
4/11/2021,McDonald,8
4/10/2021,McDonald,117
4/9/2021,McDonald,166
4/8/2021,McDonald,23
4/7/2021,McDonald,15
4/6/2021,McDonald,48
4/5/2021,McDonald,42
4/4/2021,McDonald,5
4/3/2021,McDonald,1
4/2/2021,McDonald,46
4/1/2021,McDonald,105
3/31/2021,McDonald,22
3/30/2021,McDonald,83
3/29/2021,McDonald,38
3/28/2021,McDonald,3
3/27/2021,McDonald,16
3/26/2021,McDonald,75
3/25/2021,McDonald,60
3/24/2021,McDonald,133
3/23/2021,McDonald,170
3/22/2021,McDonald,38
3/21/2021,McDonald,3
3/20/2021,McDonald,12
3/19/2021,McDonald,136
3/18/2021,McDonald,39
3/17/2021,McDonald,35
3/16/2021,McDonald,31
3/15/2021,McDonald,108
3/13/2021,McDonald,2
3/12/2021,McDonald,49
3/11/2021,McDonald,21
3/10/2021,McDonald,6
3/9/2021,McDonald,101
3/8/2021,McDonald,37
3/7/2021,McDonald,5
3/6/2021,McDonald,1
3/5/2021,McDonald,15
3/4/2021,McDonald,64
3/3/2021,McDonald,133
3/2/2021,McDonald,31
3/1/2021,McDonald,13
2/28/2021,McDonald,1
2/27/2021,McDonald,13
2/26/2021,McDonald,39
2/25/2021,McDonald,175
2/24/2021,McDonald,33
2/23/2021,McDonald,68
2/22/2021,McDonald,2
2/19/2021,McDonald,61
2/18/2021,McDonald,79
2/17/2021,McDonald,65
2/16/2021,McDonald,8
2/15/2021,McDonald,8
2/14/2021,McDonald,1
2/13/2021,McDonald,4
2/12/2021,McDonald,159
2/11/2021,McDonald,127
2/10/2021,McDonald,8
2/9/2021,McDonald,94
2/8/2021,McDonald,122
2/7/2021,McDonald,2
2/5/2021,McDonald,31
2/4/2021,McDonald,48
2/3/2021,McDonald,14
2/2/2021,McDonald,29
2/1/2021,McDonald,9
1/30/2021,McDonald,2
1/29/2021,McDonald,32
1/28/2021,McDonald,153
1/27/2021,McDonald,24
1/26/2021,McDonald,9
1/25/2021,McDonald,64
1/23/2021,McDonald,2
1/22/2021,McDonald,113
1/21/2021,McDonald,144
1/20/2021,McDonald,93
1/19/2021,McDonald,89
1/18/2021,McDonald,102
1/16/2021,McDonald,3
1/15/2021,McDonald,11
1/14/2021,McDonald,17
1/13/2021,McDonald,9
1/12/2021,McDonald,35
1/11/2021,McDonald,6
1/10/2021,McDonald,3
1/9/2021,McDonald,1
1/8/2021,McDonald,3
1/7/2021,McDonald,26
1/6/2021,McDonald,8
1/5/2021,McDonald,2
1/4/2021,McDonald,2
1/2/2021,McDonald,1
12/31/2020,McDonald,2
12/30/2020,McDonald,34
12/29/2020,McDonald,4
12/24/2020,McDonald,1
12/23/2020,McDonald,24
12/22/2020,McDonald,9
12/21/2020,McDonald,1
12/19/2020,McDonald,1
12/18/2020,McDonald,2
12/17/2020,McDonald,5
4/25/2021,Marion,1
4/24/2021,Marion,3
4/23/2021,Marion,33
4/22/2021,Marion,32
4/21/2021,Marion,17
4/20/2021,Marion,114
4/19/2021,Marion,10
4/17/2021,Marion,6
4/16/2021,Marion,60
4/15/2021,Marion,37
4/14/2021,Marion,257
4/13/2021,Marion,525
4/12/2021,Marion,78
4/11/2021,Marion,3
4/10/2021,Marion,10
4/9/2021,Marion,376
4/8/2021,Marion,425
4/7/2021,Marion,125
4/6/2021,Marion,44
4/5/2021,Marion,14
4/4/2021,Marion,4
4/3/2021,Marion,4
4/2/2021,Marion,266
4/1/2021,Marion,297
3/31/2021,Marion,33
3/30/2021,Marion,258
3/29/2021,Marion,38
3/28/2021,Marion,10
3/27/2021,Marion,7
3/26/2021,Marion,47
3/25/2021,Marion,250
3/24/2021,Marion,229
3/23/2021,Marion,35
3/22/2021,Marion,218
3/21/2021,Marion,3
3/20/2021,Marion,8
3/19/2021,Marion,61
3/18/2021,Marion,447
3/17/2021,Marion,61
3/16/2021,Marion,550
3/15/2021,Marion,331
3/14/2021,Marion,1
3/13/2021,Marion,6
3/12/2021,Marion,70
3/11/2021,Marion,46
3/10/2021,Marion,22
3/9/2021,Marion,57
3/8/2021,Marion,46
3/7/2021,Marion,11
3/6/2021,Marion,5
3/5/2021,Marion,257
3/4/2021,Marion,426
3/3/2021,Marion,8
3/2/2021,Marion,347
3/1/2021,Marion,18
2/28/2021,Marion,5
2/27/2021,Marion,4
2/26/2021,Marion,139
2/25/2021,Marion,263
2/24/2021,Marion,6
2/23/2021,Marion,20
2/22/2021,Marion,181
2/21/2021,Marion,3
2/20/2021,Marion,3
2/19/2021,Marion,90
2/18/2021,Marion,70
2/17/2021,Marion,89
2/16/2021,Marion,445
2/15/2021,Marion,389
2/14/2021,Marion,5
2/13/2021,Marion,4
2/12/2021,Marion,536
2/11/2021,Marion,337
2/10/2021,Marion,13
2/9/2021,Marion,416
2/8/2021,Marion,446
2/7/2021,Marion,2
2/6/2021,Marion,6
2/5/2021,Marion,155
2/4/2021,Marion,388
2/3/2021,Marion,11
2/2/2021,Marion,328
2/1/2021,Marion,10
1/30/2021,Marion,4
1/29/2021,Marion,82
1/28/2021,Marion,9
1/27/2021,Marion,11
1/26/2021,Marion,53
1/25/2021,Marion,5
1/24/2021,Marion,1
1/23/2021,Marion,4
1/22/2021,Marion,295
1/21/2021,Marion,406
1/20/2021,Marion,817
1/19/2021,Marion,420
1/18/2021,Marion,548
1/16/2021,Marion,2
1/15/2021,Marion,3
1/14/2021,Marion,118
1/13/2021,Marion,117
1/12/2021,Marion,101
1/11/2021,Marion,10
1/10/2021,Marion,2
1/9/2021,Marion,5
1/8/2021,Marion,73
1/7/2021,Marion,50
1/6/2021,Marion,14
1/5/2021,Marion,133
1/4/2021,Marion,4
1/2/2021,Marion,2
1/1/2021,Marion,3
12/31/2020,Marion,5
12/30/2020,Marion,97
12/29/2020,Marion,76
12/28/2020,Marion,120
12/27/2020,Marion,1
12/24/2020,Marion,1
12/23/2020,Marion,99
12/22/2020,Marion,5
12/21/2020,Marion,13
12/20/2020,Marion,1
12/19/2020,Marion,2
12/18/2020,Marion,3
12/16/2020,Marion,2
12/15/2020,Marion,1
12/14/2020,Marion,1
4/24/2021,Maries,8
4/23/2021,Maries,11
4/22/2021,Maries,13
4/21/2021,Maries,10
4/20/2021,Maries,22
4/19/2021,Maries,28
4/17/2021,Maries,45
4/16/2021,Maries,23
4/15/2021,Maries,33
4/14/2021,Maries,25
4/13/2021,Maries,42
4/12/2021,Maries,28
4/11/2021,Maries,1
4/10/2021,Maries,10
4/9/2021,Maries,157
4/8/2021,Maries,26
4/7/2021,Maries,30
4/6/2021,Maries,23
4/5/2021,Maries,36
4/4/2021,Maries,2
4/3/2021,Maries,7
4/2/2021,Maries,127
4/1/2021,Maries,58
3/31/2021,Maries,22
3/30/2021,Maries,27
3/29/2021,Maries,46
3/27/2021,Maries,131
3/26/2021,Maries,24
3/25/2021,Maries,32
3/24/2021,Maries,19
3/23/2021,Maries,13
3/22/2021,Maries,32
3/20/2021,Maries,6
3/19/2021,Maries,81
3/18/2021,Maries,11
3/17/2021,Maries,19
3/16/2021,Maries,41
3/15/2021,Maries,26
3/14/2021,Maries,2
3/13/2021,Maries,1
3/12/2021,Maries,60
3/11/2021,Maries,26
3/10/2021,Maries,48
3/9/2021,Maries,28
3/8/2021,Maries,30
3/7/2021,Maries,1
3/6/2021,Maries,22
3/5/2021,Maries,124
3/4/2021,Maries,144
3/3/2021,Maries,36
3/2/2021,Maries,22
3/1/2021,Maries,52
2/28/2021,Maries,6
2/27/2021,Maries,129
2/26/2021,Maries,101
2/25/2021,Maries,25
2/24/2021,Maries,20
2/23/2021,Maries,13
2/22/2021,Maries,33
2/20/2021,Maries,7
2/19/2021,Maries,54
2/18/2021,Maries,30
2/17/2021,Maries,55
2/16/2021,Maries,18
2/15/2021,Maries,25
2/13/2021,Maries,52
2/12/2021,Maries,63
2/11/2021,Maries,37
2/10/2021,Maries,48
2/9/2021,Maries,25
2/8/2021,Maries,170
2/6/2021,Maries,25
2/5/2021,Maries,45
2/4/2021,Maries,62
2/3/2021,Maries,23
2/2/2021,Maries,14
2/1/2021,Maries,21
1/31/2021,Maries,2
1/30/2021,Maries,131
1/29/2021,Maries,91
1/28/2021,Maries,20
1/27/2021,Maries,21
1/26/2021,Maries,24
1/25/2021,Maries,24
1/24/2021,Maries,3
1/23/2021,Maries,40
1/22/2021,Maries,40
1/21/2021,Maries,17
1/20/2021,Maries,11
1/19/2021,Maries,10
1/18/2021,Maries,60
1/16/2021,Maries,4
1/15/2021,Maries,9
1/14/2021,Maries,12
1/13/2021,Maries,20
1/12/2021,Maries,19
1/11/2021,Maries,12
1/10/2021,Maries,2
1/9/2021,Maries,1
1/8/2021,Maries,20
1/7/2021,Maries,17
1/6/2021,Maries,11
1/5/2021,Maries,6
1/4/2021,Maries,6
1/3/2021,Maries,1
1/2/2021,Maries,2
1/1/2021,Maries,3
12/31/2020,Maries,5
12/30/2020,Maries,10
12/29/2020,Maries,3
12/28/2020,Maries,2
12/26/2020,Maries,1
12/23/2020,Maries,2
12/22/2020,Maries,2
12/21/2020,Maries,4
12/20/2020,Maries,2
12/19/2020,Maries,1
12/18/2020,Maries,8
12/17/2020,Maries,3
12/16/2020,Maries,3
12/15/2020,Maries,2
4/24/2021,Madison,14
4/23/2021,Madison,51
4/22/2021,Madison,57
4/21/2021,Madison,62
4/20/2021,Madison,17
4/19/2021,Madison,36
4/18/2021,Madison,5
4/17/2021,Madison,15
4/16/2021,Madison,64
4/15/2021,Madison,51
4/14/2021,Madison,109
4/13/2021,Madison,41
4/12/2021,Madison,15
4/11/2021,Madison,3
4/10/2021,Madison,28
4/9/2021,Madison,53
4/8/2021,Madison,59
4/7/2021,Madison,66
4/6/2021,Madison,53
4/5/2021,Madison,22
4/3/2021,Madison,5
4/2/2021,Madison,184
4/1/2021,Madison,96
3/31/2021,Madison,67
3/30/2021,Madison,49
3/29/2021,Madison,23
3/28/2021,Madison,2
3/27/2021,Madison,19
3/26/2021,Madison,34
3/25/2021,Madison,65
3/24/2021,Madison,58
3/23/2021,Madison,27
3/22/2021,Madison,34
3/21/2021,Madison,1
3/20/2021,Madison,8
3/19/2021,Madison,38
3/18/2021,Madison,73
3/17/2021,Madison,129
3/16/2021,Madison,55
3/15/2021,Madison,32
3/14/2021,Madison,11
3/13/2021,Madison,23
3/12/2021,Madison,51
3/11/2021,Madison,34
3/10/2021,Madison,87
3/9/2021,Madison,62
3/8/2021,Madison,15
3/6/2021,Madison,4
3/5/2021,Madison,214
3/4/2021,Madison,138
3/3/2021,Madison,107
3/2/2021,Madison,45
3/1/2021,Madison,21
2/28/2021,Madison,3
2/27/2021,Madison,27
2/26/2021,Madison,99
2/25/2021,Madison,74
2/24/2021,Madison,89
2/23/2021,Madison,22
2/22/2021,Madison,33
2/21/2021,Madison,1
2/20/2021,Madison,9
2/19/2021,Madison,111
2/18/2021,Madison,19
2/17/2021,Madison,34
2/16/2021,Madison,14
2/15/2021,Madison,11
2/14/2021,Madison,7
2/13/2021,Madison,16
2/12/2021,Madison,52
2/11/2021,Madison,20
2/10/2021,Madison,164
2/9/2021,Madison,49
2/8/2021,Madison,59
2/6/2021,Madison,8
2/5/2021,Madison,47
2/4/2021,Madison,120
2/3/2021,Madison,96
2/2/2021,Madison,39
2/1/2021,Madison,25
1/30/2021,Madison,12
1/29/2021,Madison,100
1/28/2021,Madison,86
1/27/2021,Madison,11
1/26/2021,Madison,20
1/25/2021,Madison,41
1/24/2021,Madison,1
1/23/2021,Madison,7
1/22/2021,Madison,50
1/21/2021,Madison,46
1/20/2021,Madison,74
1/19/2021,Madison,41
1/18/2021,Madison,11
1/17/2021,Madison,1
1/16/2021,Madison,1
1/15/2021,Madison,9
1/14/2021,Madison,15
1/13/2021,Madison,144
1/12/2021,Madison,8
1/11/2021,Madison,11
1/9/2021,Madison,7
1/8/2021,Madison,9
1/7/2021,Madison,8
1/6/2021,Madison,10
1/5/2021,Madison,6
1/4/2021,Madison,16
1/2/2021,Madison,3
12/31/2020,Madison,49
12/30/2020,Madison,17
12/29/2020,Madison,4
12/28/2020,Madison,4
12/23/2020,Madison,52
12/22/2020,Madison,7
12/21/2020,Madison,6
12/20/2020,Madison,1
12/19/2020,Madison,2
12/18/2020,Madison,5
12/17/2020,Madison,3
12/15/2020,Madison,1
4/24/2021,Macon,7
4/23/2021,Macon,34
4/22/2021,Macon,61
4/21/2021,Macon,37
4/20/2021,Macon,36
4/19/2021,Macon,14
4/18/2021,Macon,3
4/17/2021,Macon,13
4/16/2021,Macon,48
4/15/2021,Macon,146
4/14/2021,Macon,103
4/13/2021,Macon,50
4/12/2021,Macon,31
4/11/2021,Macon,6
4/10/2021,Macon,16
4/9/2021,Macon,89
4/8/2021,Macon,144
4/7/2021,Macon,76
4/6/2021,Macon,80
4/5/2021,Macon,39
4/4/2021,Macon,2
4/3/2021,Macon,8
4/2/2021,Macon,47
4/1/2021,Macon,303
3/31/2021,Macon,139
3/30/2021,Macon,54
3/29/2021,Macon,40
3/28/2021,Macon,2
3/27/2021,Macon,11
3/26/2021,Macon,38
3/25/2021,Macon,447
3/24/2021,Macon,42
3/23/2021,Macon,25
3/22/2021,Macon,15
3/21/2021,Macon,4
3/20/2021,Macon,12
3/19/2021,Macon,53
3/18/2021,Macon,189
3/17/2021,Macon,84
3/16/2021,Macon,83
3/15/2021,Macon,54
3/14/2021,Macon,7
3/13/2021,Macon,19
3/12/2021,Macon,56
3/11/2021,Macon,164
3/10/2021,Macon,47
3/9/2021,Macon,140
3/8/2021,Macon,27
3/7/2021,Macon,1
3/6/2021,Macon,19
3/5/2021,Macon,34
3/4/2021,Macon,271
3/3/2021,Macon,96
3/2/2021,Macon,128
3/1/2021,Macon,33
2/28/2021,Macon,2
2/27/2021,Macon,8
2/26/2021,Macon,22
2/25/2021,Macon,510
2/24/2021,Macon,312
2/23/2021,Macon,18
2/22/2021,Macon,101
2/20/2021,Macon,4
2/19/2021,Macon,32
2/18/2021,Macon,133
2/17/2021,Macon,20
2/16/2021,Macon,49
2/15/2021,Macon,129
2/14/2021,Macon,7
2/13/2021,Macon,21
2/12/2021,Macon,83
2/11/2021,Macon,111
2/10/2021,Macon,43
2/9/2021,Macon,126
2/8/2021,Macon,22
2/6/2021,Macon,39
2/5/2021,Macon,70
2/4/2021,Macon,373
2/3/2021,Macon,12
2/2/2021,Macon,103
2/1/2021,Macon,33
1/30/2021,Macon,2
1/29/2021,Macon,45
1/28/2021,Macon,128
1/27/2021,Macon,45
1/26/2021,Macon,14
1/25/2021,Macon,106
1/24/2021,Macon,1
1/23/2021,Macon,4
1/22/2021,Macon,18
1/21/2021,Macon,49
1/20/2021,Macon,28
1/19/2021,Macon,12
1/18/2021,Macon,105
1/16/2021,Macon,1
1/15/2021,Macon,8
1/14/2021,Macon,19
1/13/2021,Macon,26
1/12/2021,Macon,9
1/11/2021,Macon,43
1/10/2021,Macon,5
1/9/2021,Macon,28
1/8/2021,Macon,46
1/7/2021,Macon,2
1/6/2021,Macon,7
1/5/2021,Macon,11
1/4/2021,Macon,44
1/3/2021,Macon,1
1/2/2021,Macon,1
12/31/2020,Macon,1
12/30/2020,Macon,7
12/29/2020,Macon,8
12/28/2020,Macon,5
12/23/2020,Macon,25
12/22/2020,Macon,5
12/21/2020,Macon,29
12/19/2020,Macon,1
12/18/2020,Macon,5
4/25/2021,Livingston,1
4/24/2021,Livingston,26
4/23/2021,Livingston,68
4/22/2021,Livingston,315
4/21/2021,Livingston,19
4/20/2021,Livingston,98
4/19/2021,Livingston,24
4/18/2021,Livingston,1
4/17/2021,Livingston,11
4/16/2021,Livingston,79
4/15/2021,Livingston,56
4/14/2021,Livingston,30
4/13/2021,Livingston,46
4/12/2021,Livingston,96
4/11/2021,Livingston,3
4/10/2021,Livingston,7
4/9/2021,Livingston,137
4/8/2021,Livingston,34
4/7/2021,Livingston,40
4/6/2021,Livingston,73
4/5/2021,Livingston,79
4/4/2021,Livingston,3
4/3/2021,Livingston,14
4/2/2021,Livingston,62
4/1/2021,Livingston,52
3/31/2021,Livingston,30
3/30/2021,Livingston,236
3/29/2021,Livingston,54
3/28/2021,Livingston,4
3/27/2021,Livingston,35
3/26/2021,Livingston,90
3/25/2021,Livingston,92
3/24/2021,Livingston,164
3/23/2021,Livingston,101
3/22/2021,Livingston,55
3/21/2021,Livingston,3
3/20/2021,Livingston,26
3/19/2021,Livingston,141
3/18/2021,Livingston,274
3/17/2021,Livingston,107
3/16/2021,Livingston,155
3/15/2021,Livingston,62
3/14/2021,Livingston,6
3/13/2021,Livingston,15
3/12/2021,Livingston,124
3/11/2021,Livingston,56
3/10/2021,Livingston,26
3/9/2021,Livingston,207
3/8/2021,Livingston,92
3/7/2021,Livingston,2
3/6/2021,Livingston,27
3/5/2021,Livingston,165
3/4/2021,Livingston,116
3/3/2021,Livingston,198
3/2/2021,Livingston,134
3/1/2021,Livingston,33
2/28/2021,Livingston,1
2/27/2021,Livingston,31
2/26/2021,Livingston,274
2/25/2021,Livingston,363
2/24/2021,Livingston,107
2/23/2021,Livingston,255
2/22/2021,Livingston,67
2/21/2021,Livingston,5
2/20/2021,Livingston,7
2/19/2021,Livingston,30
2/18/2021,Livingston,223
2/17/2021,Livingston,66
2/16/2021,Livingston,19
2/15/2021,Livingston,11
2/14/2021,Livingston,9
2/13/2021,Livingston,94
2/12/2021,Livingston,120
2/11/2021,Livingston,75
2/10/2021,Livingston,28
2/9/2021,Livingston,146
2/8/2021,Livingston,111
2/7/2021,Livingston,1
2/6/2021,Livingston,2
2/5/2021,Livingston,239
2/4/2021,Livingston,329
2/3/2021,Livingston,50
2/2/2021,Livingston,263
2/1/2021,Livingston,86
1/31/2021,Livingston,6
1/30/2021,Livingston,5
1/29/2021,Livingston,70
1/28/2021,Livingston,28
1/27/2021,Livingston,37
1/26/2021,Livingston,7
1/25/2021,Livingston,40
1/22/2021,Livingston,52
1/21/2021,Livingston,13
1/20/2021,Livingston,56
1/19/2021,Livingston,38
1/18/2021,Livingston,48
1/16/2021,Livingston,7
1/15/2021,Livingston,97
1/14/2021,Livingston,12
1/13/2021,Livingston,85
1/12/2021,Livingston,25
1/11/2021,Livingston,23
1/10/2021,Livingston,1
1/9/2021,Livingston,57
1/8/2021,Livingston,53
1/7/2021,Livingston,3
1/6/2021,Livingston,23
1/5/2021,Livingston,6
1/4/2021,Livingston,13
1/3/2021,Livingston,2
1/2/2021,Livingston,3
12/31/2020,Livingston,25
12/30/2020,Livingston,29
12/29/2020,Livingston,16
12/28/2020,Livingston,24
12/23/2020,Livingston,4
12/22/2020,Livingston,2
12/18/2020,Livingston,5
12/17/2020,Livingston,4
4/24/2021,Linn,12
4/23/2021,Linn,20
4/22/2021,Linn,19
4/21/2021,Linn,82
4/20/2021,Linn,22
4/19/2021,Linn,19
4/18/2021,Linn,6
4/17/2021,Linn,8
4/16/2021,Linn,65
4/15/2021,Linn,95
4/14/2021,Linn,89
4/13/2021,Linn,41
4/12/2021,Linn,62
4/11/2021,Linn,9
4/10/2021,Linn,14
4/9/2021,Linn,157
4/8/2021,Linn,35
4/7/2021,Linn,68
4/6/2021,Linn,73
4/5/2021,Linn,22
4/4/2021,Linn,1
4/3/2021,Linn,13
4/2/2021,Linn,50
4/1/2021,Linn,30
3/31/2021,Linn,77
3/30/2021,Linn,59
3/29/2021,Linn,114
3/28/2021,Linn,3
3/27/2021,Linn,13
3/26/2021,Linn,61
3/25/2021,Linn,61
3/24/2021,Linn,65
3/23/2021,Linn,57
3/22/2021,Linn,21
3/21/2021,Linn,4
3/20/2021,Linn,22
3/19/2021,Linn,88
3/18/2021,Linn,74
3/17/2021,Linn,94
3/16/2021,Linn,92
3/15/2021,Linn,31
3/14/2021,Linn,3
3/13/2021,Linn,12
3/12/2021,Linn,185
3/11/2021,Linn,116
3/10/2021,Linn,50
3/9/2021,Linn,174
3/8/2021,Linn,18
3/7/2021,Linn,1
3/6/2021,Linn,9
3/5/2021,Linn,24
3/4/2021,Linn,50
3/3/2021,Linn,59
3/2/2021,Linn,87
3/1/2021,Linn,56
2/28/2021,Linn,1
2/27/2021,Linn,20
2/26/2021,Linn,37
2/25/2021,Linn,47
2/24/2021,Linn,136
2/23/2021,Linn,172
2/22/2021,Linn,151
2/20/2021,Linn,484
2/19/2021,Linn,157
2/18/2021,Linn,32
2/17/2021,Linn,20
2/16/2021,Linn,42
2/15/2021,Linn,29
2/14/2021,Linn,4
2/13/2021,Linn,23
2/12/2021,Linn,95
2/11/2021,Linn,155
2/10/2021,Linn,92
2/9/2021,Linn,144
2/8/2021,Linn,4
2/6/2021,Linn,10
2/5/2021,Linn,35
2/4/2021,Linn,77
2/3/2021,Linn,128
2/2/2021,Linn,233
2/1/2021,Linn,173
1/31/2021,Linn,4
1/30/2021,Linn,478
1/29/2021,Linn,162
1/28/2021,Linn,16
1/27/2021,Linn,48
1/26/2021,Linn,7
1/25/2021,Linn,10
1/23/2021,Linn,1
1/22/2021,Linn,30
1/21/2021,Linn,133
1/20/2021,Linn,23
1/19/2021,Linn,2
1/18/2021,Linn,21
1/16/2021,Linn,1
1/15/2021,Linn,16
1/14/2021,Linn,5
1/13/2021,Linn,9
1/12/2021,Linn,38
1/11/2021,Linn,8
1/10/2021,Linn,2
1/9/2021,Linn,2
1/8/2021,Linn,6
1/7/2021,Linn,3
1/6/2021,Linn,45
1/5/2021,Linn,94
1/4/2021,Linn,6
1/2/2021,Linn,1
12/31/2020,Linn,4
12/30/2020,Linn,10
12/29/2020,Linn,4
12/28/2020,Linn,9
12/27/2020,Linn,1
12/23/2020,Linn,4
12/22/2020,Linn,3
12/21/2020,Linn,5
12/20/2020,Linn,1
12/19/2020,Linn,3
12/18/2020,Linn,2
12/15/2020,Linn,1
4/25/2021,Lincoln,16
4/24/2021,Lincoln,125
4/23/2021,Lincoln,177
4/22/2021,Lincoln,239
4/21/2021,Lincoln,179
4/20/2021,Lincoln,255
4/19/2021,Lincoln,305
4/18/2021,Lincoln,59
4/17/2021,Lincoln,172
4/16/2021,Lincoln,830
4/15/2021,Lincoln,262
4/14/2021,Lincoln,771
4/13/2021,Lincoln,204
4/12/2021,Lincoln,382
4/11/2021,Lincoln,43
4/10/2021,Lincoln,149
4/9/2021,Lincoln,477
4/8/2021,Lincoln,541
4/7/2021,Lincoln,525
4/6/2021,Lincoln,227
4/5/2021,Lincoln,281
4/4/2021,Lincoln,16
4/3/2021,Lincoln,97
4/2/2021,Lincoln,477
4/1/2021,Lincoln,310
3/31/2021,Lincoln,515
3/30/2021,Lincoln,226
3/29/2021,Lincoln,242
3/28/2021,Lincoln,42
3/27/2021,Lincoln,105
3/26/2021,Lincoln,496
3/25/2021,Lincoln,441
3/24/2021,Lincoln,379
3/23/2021,Lincoln,207
3/22/2021,Lincoln,203
3/21/2021,Lincoln,47
3/20/2021,Lincoln,119
3/19/2021,Lincoln,404
3/18/2021,Lincoln,318
3/17/2021,Lincoln,612
3/16/2021,Lincoln,148
3/15/2021,Lincoln,195
3/14/2021,Lincoln,25
3/13/2021,Lincoln,80
3/12/2021,Lincoln,163
3/11/2021,Lincoln,167
3/10/2021,Lincoln,410
3/9/2021,Lincoln,166
3/8/2021,Lincoln,201
3/7/2021,Lincoln,24
3/6/2021,Lincoln,57
3/5/2021,Lincoln,439
3/4/2021,Lincoln,125
3/3/2021,Lincoln,74
3/2/2021,Lincoln,176
3/1/2021,Lincoln,219
2/28/2021,Lincoln,30
2/27/2021,Lincoln,72
2/26/2021,Lincoln,403
2/25/2021,Lincoln,374
2/24/2021,Lincoln,127
