Date Administered,* Jurisdiction,COVID-19 Doses Administered
12/28/2020,Scott,7
12/26/2020,Scott,2
12/24/2020,Scott,7
12/23/2020,Scott,186
12/22/2020,Scott,203
12/21/2020,Scott,71
12/20/2020,Scott,4
12/19/2020,Scott,4
12/18/2020,Scott,22
12/17/2020,Scott,31
12/15/2020,Scott,1
4/23/2021,Scotland,9
4/22/2021,Scotland,2
4/21/2021,Scotland,2
4/19/2021,Scotland,3
4/16/2021,Scotland,19
4/15/2021,Scotland,2
4/14/2021,Scotland,3
4/12/2021,Scotland,1
4/10/2021,Scotland,11
4/9/2021,Scotland,2
4/8/2021,Scotland,4
4/7/2021,Scotland,1
4/6/2021,Scotland,5
4/5/2021,Scotland,2
4/3/2021,Scotland,1
4/2/2021,Scotland,4
4/1/2021,Scotland,5
3/31/2021,Scotland,12
3/30/2021,Scotland,4
3/29/2021,Scotland,2
3/28/2021,Scotland,1
3/26/2021,Scotland,33
3/25/2021,Scotland,5
3/24/2021,Scotland,8
3/23/2021,Scotland,2
3/20/2021,Scotland,2
3/19/2021,Scotland,33
3/18/2021,Scotland,22
3/17/2021,Scotland,19
3/16/2021,Scotland,12
3/15/2021,Scotland,6
3/14/2021,Scotland,1
3/13/2021,Scotland,1
3/12/2021,Scotland,91
3/11/2021,Scotland,2
3/10/2021,Scotland,6
3/9/2021,Scotland,5
3/8/2021,Scotland,4
3/7/2021,Scotland,1
3/6/2021,Scotland,121
3/5/2021,Scotland,36
3/4/2021,Scotland,2
3/3/2021,Scotland,26
3/2/2021,Scotland,6
3/1/2021,Scotland,112
2/27/2021,Scotland,1
2/26/2021,Scotland,35
2/25/2021,Scotland,68
2/24/2021,Scotland,3
2/23/2021,Scotland,2
2/20/2021,Scotland,1
2/19/2021,Scotland,6
2/17/2021,Scotland,1
2/16/2021,Scotland,7
2/15/2021,Scotland,13
2/14/2021,Scotland,27
2/12/2021,Scotland,110
2/11/2021,Scotland,43
2/10/2021,Scotland,3
2/9/2021,Scotland,3
2/8/2021,Scotland,5
2/6/2021,Scotland,128
2/5/2021,Scotland,5
2/4/2021,Scotland,17
2/3/2021,Scotland,48
2/2/2021,Scotland,48
2/1/2021,Scotland,43
1/30/2021,Scotland,1
1/29/2021,Scotland,52
1/28/2021,Scotland,2
1/27/2021,Scotland,32
1/26/2021,Scotland,1
1/25/2021,Scotland,12
1/22/2021,Scotland,1
1/21/2021,Scotland,46
1/20/2021,Scotland,28
1/19/2021,Scotland,3
1/18/2021,Scotland,2
1/17/2021,Scotland,26
1/15/2021,Scotland,5
1/14/2021,Scotland,1
1/13/2021,Scotland,5
1/12/2021,Scotland,1
1/11/2021,Scotland,7
1/8/2021,Scotland,1
1/7/2021,Scotland,1
1/5/2021,Scotland,5
1/4/2021,Scotland,1
12/29/2020,Scotland,1
12/28/2020,Scotland,14
12/23/2020,Scotland,26
12/22/2020,Scotland,4
12/21/2020,Scotland,4
4/23/2021,Schuyler,3
4/22/2021,Schuyler,2
4/21/2021,Schuyler,7
4/20/2021,Schuyler,2
4/19/2021,Schuyler,1
4/17/2021,Schuyler,2
4/16/2021,Schuyler,23
4/15/2021,Schuyler,6
4/14/2021,Schuyler,6
4/13/2021,Schuyler,3
4/12/2021,Schuyler,4
4/11/2021,Schuyler,1
4/10/2021,Schuyler,4
4/9/2021,Schuyler,3
4/8/2021,Schuyler,7
4/7/2021,Schuyler,1
4/6/2021,Schuyler,58
4/5/2021,Schuyler,6
4/3/2021,Schuyler,1
4/2/2021,Schuyler,8
4/1/2021,Schuyler,4
3/31/2021,Schuyler,5
3/30/2021,Schuyler,64
3/26/2021,Schuyler,24
3/25/2021,Schuyler,24
3/24/2021,Schuyler,7
3/23/2021,Schuyler,55
3/22/2021,Schuyler,4
3/20/2021,Schuyler,9
3/19/2021,Schuyler,16
3/18/2021,Schuyler,11
3/17/2021,Schuyler,13
3/16/2021,Schuyler,14
3/15/2021,Schuyler,1
3/13/2021,Schuyler,1
3/12/2021,Schuyler,42
3/11/2021,Schuyler,3
3/10/2021,Schuyler,3
3/9/2021,Schuyler,29
3/8/2021,Schuyler,5
3/6/2021,Schuyler,20
3/5/2021,Schuyler,134
3/4/2021,Schuyler,3
3/3/2021,Schuyler,6
3/2/2021,Schuyler,62
3/1/2021,Schuyler,20
2/28/2021,Schuyler,2
2/27/2021,Schuyler,7
2/26/2021,Schuyler,15
2/25/2021,Schuyler,21
2/24/2021,Schuyler,12
2/23/2021,Schuyler,65
2/19/2021,Schuyler,7
2/18/2021,Schuyler,4
2/16/2021,Schuyler,6
2/15/2021,Schuyler,1
2/14/2021,Schuyler,2
2/13/2021,Schuyler,2
2/12/2021,Schuyler,70
2/11/2021,Schuyler,28
2/10/2021,Schuyler,2
2/9/2021,Schuyler,2
2/8/2021,Schuyler,3
2/6/2021,Schuyler,20
2/5/2021,Schuyler,134
2/4/2021,Schuyler,8
2/3/2021,Schuyler,8
2/2/2021,Schuyler,13
2/1/2021,Schuyler,5
1/29/2021,Schuyler,1
1/28/2021,Schuyler,1
1/27/2021,Schuyler,14
1/23/2021,Schuyler,2
1/22/2021,Schuyler,3
1/21/2021,Schuyler,23
1/20/2021,Schuyler,5
1/19/2021,Schuyler,4
1/17/2021,Schuyler,2
1/15/2021,Schuyler,36
1/14/2021,Schuyler,4
1/13/2021,Schuyler,10
1/12/2021,Schuyler,2
1/11/2021,Schuyler,13
1/10/2021,Schuyler,1
1/7/2021,Schuyler,2
1/5/2021,Schuyler,1
1/4/2021,Schuyler,1
12/30/2020,Schuyler,1
12/29/2020,Schuyler,1
12/28/2020,Schuyler,2
12/23/2020,Schuyler,14
12/22/2020,Schuyler,2
12/21/2020,Schuyler,10
12/20/2020,Schuyler,1
12/17/2020,Schuyler,1
4/25/2021,Saline,6
4/24/2021,Saline,17
4/23/2021,Saline,84
4/22/2021,Saline,65
4/21/2021,Saline,132
4/20/2021,Saline,74
4/19/2021,Saline,38
4/18/2021,Saline,6
4/17/2021,Saline,214
4/16/2021,Saline,43
4/15/2021,Saline,90
4/14/2021,Saline,116
4/13/2021,Saline,47
4/12/2021,Saline,171
4/11/2021,Saline,6
4/10/2021,Saline,20
4/9/2021,Saline,78
4/8/2021,Saline,48
4/7/2021,Saline,107
4/6/2021,Saline,58
4/5/2021,Saline,151
4/4/2021,Saline,3
4/3/2021,Saline,24
4/2/2021,Saline,530
4/1/2021,Saline,119
3/31/2021,Saline,183
3/30/2021,Saline,55
3/29/2021,Saline,62
3/28/2021,Saline,16
3/27/2021,Saline,240
3/26/2021,Saline,163
3/25/2021,Saline,212
3/24/2021,Saline,299
3/23/2021,Saline,63
3/22/2021,Saline,48
3/21/2021,Saline,5
3/20/2021,Saline,12
3/19/2021,Saline,39
3/18/2021,Saline,105
3/17/2021,Saline,129
3/16/2021,Saline,334
3/15/2021,Saline,151
3/14/2021,Saline,9
3/13/2021,Saline,25
3/12/2021,Saline,488
3/11/2021,Saline,24
3/10/2021,Saline,187
3/9/2021,Saline,49
3/8/2021,Saline,164
3/7/2021,Saline,3
3/6/2021,Saline,11
3/5/2021,Saline,27
3/4/2021,Saline,155
3/3/2021,Saline,546
3/2/2021,Saline,325
3/1/2021,Saline,242
2/28/2021,Saline,6
2/27/2021,Saline,17
2/26/2021,Saline,110
2/25/2021,Saline,252
2/24/2021,Saline,275
2/23/2021,Saline,528
2/22/2021,Saline,18
2/21/2021,Saline,1
2/20/2021,Saline,8
2/19/2021,Saline,95
2/18/2021,Saline,83
2/17/2021,Saline,87
2/16/2021,Saline,251
2/15/2021,Saline,25
2/14/2021,Saline,4
2/13/2021,Saline,16
2/12/2021,Saline,91
2/11/2021,Saline,86
2/10/2021,Saline,309
2/9/2021,Saline,451
2/8/2021,Saline,187
2/6/2021,Saline,4
2/5/2021,Saline,85
2/4/2021,Saline,306
2/3/2021,Saline,383
2/2/2021,Saline,86
2/1/2021,Saline,216
1/31/2021,Saline,2
1/30/2021,Saline,24
1/29/2021,Saline,337
1/28/2021,Saline,329
1/27/2021,Saline,88
1/26/2021,Saline,146
1/25/2021,Saline,54
1/23/2021,Saline,7
1/22/2021,Saline,27
1/21/2021,Saline,51
1/20/2021,Saline,86
1/19/2021,Saline,135
1/18/2021,Saline,33
1/16/2021,Saline,6
1/15/2021,Saline,25
1/14/2021,Saline,43
1/13/2021,Saline,69
1/12/2021,Saline,142
1/11/2021,Saline,80
1/10/2021,Saline,11
1/9/2021,Saline,4
1/8/2021,Saline,9
1/7/2021,Saline,18
1/6/2021,Saline,102
1/5/2021,Saline,79
1/4/2021,Saline,20
1/3/2021,Saline,1
1/2/2021,Saline,1
12/31/2020,Saline,9
12/30/2020,Saline,44
12/29/2020,Saline,79
12/28/2020,Saline,95
12/24/2020,Saline,1
12/23/2020,Saline,10
12/22/2020,Saline,6
12/21/2020,Saline,10
12/20/2020,Saline,1
12/19/2020,Saline,4
12/18/2020,Saline,5
12/17/2020,Saline,4
12/16/2020,Saline,1
4/25/2021,Ripley,2
4/24/2021,Ripley,2
4/23/2021,Ripley,27
4/22/2021,Ripley,24
4/21/2021,Ripley,26
4/20/2021,Ripley,12
4/19/2021,Ripley,18
4/18/2021,Ripley,6
4/17/2021,Ripley,7
4/16/2021,Ripley,34
4/15/2021,Ripley,22
4/14/2021,Ripley,29
4/13/2021,Ripley,29
4/12/2021,Ripley,17
4/11/2021,Ripley,5
4/10/2021,Ripley,13
4/9/2021,Ripley,155
4/8/2021,Ripley,105
4/7/2021,Ripley,36
4/6/2021,Ripley,40
4/5/2021,Ripley,20
4/4/2021,Ripley,5
4/3/2021,Ripley,4
4/2/2021,Ripley,10
4/1/2021,Ripley,28
3/31/2021,Ripley,27
3/30/2021,Ripley,58
3/29/2021,Ripley,8
3/28/2021,Ripley,3
3/27/2021,Ripley,4
3/26/2021,Ripley,13
3/25/2021,Ripley,11
3/24/2021,Ripley,29
3/23/2021,Ripley,30
3/22/2021,Ripley,6
3/21/2021,Ripley,3
3/20/2021,Ripley,10
3/19/2021,Ripley,25
3/18/2021,Ripley,27
3/17/2021,Ripley,32
3/16/2021,Ripley,10
3/15/2021,Ripley,12
3/14/2021,Ripley,1
3/13/2021,Ripley,6
3/12/2021,Ripley,119
3/11/2021,Ripley,107
3/10/2021,Ripley,29
3/9/2021,Ripley,42
3/8/2021,Ripley,27
3/7/2021,Ripley,1
3/6/2021,Ripley,478
3/5/2021,Ripley,21
3/4/2021,Ripley,17
3/3/2021,Ripley,23
3/2/2021,Ripley,27
3/1/2021,Ripley,12
2/28/2021,Ripley,2
2/27/2021,Ripley,4
2/26/2021,Ripley,12
2/25/2021,Ripley,10
2/24/2021,Ripley,32
2/23/2021,Ripley,16
2/22/2021,Ripley,27
2/21/2021,Ripley,7
2/20/2021,Ripley,49
2/19/2021,Ripley,11
2/18/2021,Ripley,5
2/17/2021,Ripley,3
2/16/2021,Ripley,5
2/15/2021,Ripley,1
2/14/2021,Ripley,1
2/13/2021,Ripley,1
2/12/2021,Ripley,84
2/11/2021,Ripley,2
2/10/2021,Ripley,2
2/9/2021,Ripley,63
2/8/2021,Ripley,13
2/6/2021,Ripley,491
2/5/2021,Ripley,137
2/4/2021,Ripley,153
2/3/2021,Ripley,24
2/2/2021,Ripley,20
2/1/2021,Ripley,11
1/31/2021,Ripley,1
1/29/2021,Ripley,13
1/28/2021,Ripley,147
1/27/2021,Ripley,7
1/26/2021,Ripley,53
1/25/2021,Ripley,11
1/24/2021,Ripley,1
1/23/2021,Ripley,30
1/22/2021,Ripley,68
1/21/2021,Ripley,4
1/20/2021,Ripley,2
1/19/2021,Ripley,13
1/18/2021,Ripley,1
1/15/2021,Ripley,3
1/14/2021,Ripley,62
1/13/2021,Ripley,4
1/12/2021,Ripley,48
1/11/2021,Ripley,11
1/8/2021,Ripley,12
1/7/2021,Ripley,281
1/6/2021,Ripley,8
1/5/2021,Ripley,25
1/4/2021,Ripley,6
12/31/2020,Ripley,4
12/30/2020,Ripley,104
12/29/2020,Ripley,28
12/28/2020,Ripley,6
12/23/2020,Ripley,5
12/22/2020,Ripley,1
12/18/2020,Ripley,4
4/25/2021,Reynolds,3
4/24/2021,Reynolds,1
4/23/2021,Reynolds,9
4/22/2021,Reynolds,16
4/21/2021,Reynolds,21
4/20/2021,Reynolds,9
4/19/2021,Reynolds,9
4/18/2021,Reynolds,1
4/17/2021,Reynolds,1
4/16/2021,Reynolds,6
4/15/2021,Reynolds,25
4/14/2021,Reynolds,10
4/13/2021,Reynolds,4
4/12/2021,Reynolds,2
4/11/2021,Reynolds,3
4/10/2021,Reynolds,6
4/9/2021,Reynolds,19
4/8/2021,Reynolds,11
4/7/2021,Reynolds,25
4/6/2021,Reynolds,8
4/5/2021,Reynolds,6
4/4/2021,Reynolds,1
4/3/2021,Reynolds,5
4/2/2021,Reynolds,4
4/1/2021,Reynolds,16
3/31/2021,Reynolds,40
3/30/2021,Reynolds,12
3/29/2021,Reynolds,12
3/28/2021,Reynolds,3
3/27/2021,Reynolds,27
3/26/2021,Reynolds,4
3/25/2021,Reynolds,16
3/24/2021,Reynolds,6
3/23/2021,Reynolds,73
3/22/2021,Reynolds,14
3/21/2021,Reynolds,2
3/20/2021,Reynolds,5
3/19/2021,Reynolds,19
3/18/2021,Reynolds,26
3/17/2021,Reynolds,8
3/16/2021,Reynolds,6
3/15/2021,Reynolds,2
3/13/2021,Reynolds,2
3/12/2021,Reynolds,19
3/11/2021,Reynolds,21
3/10/2021,Reynolds,7
3/9/2021,Reynolds,6
3/8/2021,Reynolds,9
3/6/2021,Reynolds,11
3/5/2021,Reynolds,3
3/4/2021,Reynolds,9
3/3/2021,Reynolds,42
3/2/2021,Reynolds,67
3/1/2021,Reynolds,131
2/27/2021,Reynolds,32
2/26/2021,Reynolds,19
2/25/2021,Reynolds,26
2/24/2021,Reynolds,3
2/23/2021,Reynolds,9
2/22/2021,Reynolds,66
2/21/2021,Reynolds,1
2/20/2021,Reynolds,3
2/19/2021,Reynolds,17
2/18/2021,Reynolds,10
2/17/2021,Reynolds,3
2/16/2021,Reynolds,1
2/13/2021,Reynolds,1
2/12/2021,Reynolds,30
2/11/2021,Reynolds,21
2/10/2021,Reynolds,7
2/9/2021,Reynolds,39
2/8/2021,Reynolds,138
2/6/2021,Reynolds,9
2/5/2021,Reynolds,6
2/4/2021,Reynolds,13
2/3/2021,Reynolds,31
2/2/2021,Reynolds,61
2/1/2021,Reynolds,2
1/30/2021,Reynolds,3
1/29/2021,Reynolds,14
1/28/2021,Reynolds,9
1/27/2021,Reynolds,3
1/26/2021,Reynolds,2
1/25/2021,Reynolds,7
1/23/2021,Reynolds,2
1/22/2021,Reynolds,17
1/21/2021,Reynolds,2
1/20/2021,Reynolds,11
1/19/2021,Reynolds,4
1/18/2021,Reynolds,1
1/15/2021,Reynolds,3
1/14/2021,Reynolds,3
1/13/2021,Reynolds,9
1/12/2021,Reynolds,1
1/11/2021,Reynolds,2
1/9/2021,Reynolds,1
1/8/2021,Reynolds,1
1/7/2021,Reynolds,1
1/6/2021,Reynolds,1
1/4/2021,Reynolds,1
1/2/2021,Reynolds,3
1/1/2021,Reynolds,1
12/31/2020,Reynolds,6
12/29/2020,Reynolds,2
12/24/2020,Reynolds,1
12/23/2020,Reynolds,3
12/18/2020,Reynolds,1
4/25/2021,Ray,2
4/24/2021,Ray,12
4/23/2021,Ray,68
4/22/2021,Ray,100
4/21/2021,Ray,67
4/20/2021,Ray,58
4/19/2021,Ray,31
4/18/2021,Ray,5
4/17/2021,Ray,45
4/16/2021,Ray,170
4/15/2021,Ray,114
4/14/2021,Ray,222
4/13/2021,Ray,120
4/12/2021,Ray,64
4/11/2021,Ray,11
4/10/2021,Ray,42
4/9/2021,Ray,233
4/8/2021,Ray,122
4/7/2021,Ray,110
4/6/2021,Ray,89
4/5/2021,Ray,68
4/4/2021,Ray,1
4/3/2021,Ray,22
4/2/2021,Ray,255
4/1/2021,Ray,118
3/31/2021,Ray,167
3/30/2021,Ray,153
3/29/2021,Ray,93
3/28/2021,Ray,9
3/27/2021,Ray,37
3/26/2021,Ray,224
3/25/2021,Ray,192
3/24/2021,Ray,156
3/23/2021,Ray,90
3/22/2021,Ray,18
3/21/2021,Ray,6
3/20/2021,Ray,38
3/19/2021,Ray,142
3/18/2021,Ray,171
3/17/2021,Ray,174
3/16/2021,Ray,238
3/15/2021,Ray,100
3/14/2021,Ray,6
3/13/2021,Ray,25
3/12/2021,Ray,80
3/11/2021,Ray,119
3/10/2021,Ray,47
3/9/2021,Ray,160
3/8/2021,Ray,56
3/7/2021,Ray,10
3/6/2021,Ray,55
3/5/2021,Ray,168
3/4/2021,Ray,86
3/3/2021,Ray,129
3/2/2021,Ray,215
3/1/2021,Ray,67
2/28/2021,Ray,9
2/27/2021,Ray,89
2/26/2021,Ray,316
2/25/2021,Ray,150
2/24/2021,Ray,179
2/23/2021,Ray,55
2/22/2021,Ray,43
2/21/2021,Ray,4
2/20/2021,Ray,50
2/19/2021,Ray,28
2/18/2021,Ray,59
2/17/2021,Ray,38
2/16/2021,Ray,40
2/15/2021,Ray,126
2/14/2021,Ray,3
2/13/2021,Ray,33
2/12/2021,Ray,42
2/11/2021,Ray,52
2/10/2021,Ray,36
2/9/2021,Ray,17
2/8/2021,Ray,26
2/6/2021,Ray,43
2/5/2021,Ray,153
2/4/2021,Ray,168
2/3/2021,Ray,131
2/2/2021,Ray,60
2/1/2021,Ray,64
1/31/2021,Ray,10
1/30/2021,Ray,81
1/29/2021,Ray,176
1/28/2021,Ray,124
1/27/2021,Ray,99
1/26/2021,Ray,90
1/25/2021,Ray,35
1/24/2021,Ray,1
1/23/2021,Ray,19
1/22/2021,Ray,49
1/21/2021,Ray,48
1/20/2021,Ray,34
1/19/2021,Ray,25
1/18/2021,Ray,108
1/17/2021,Ray,1
1/16/2021,Ray,3
1/15/2021,Ray,20
1/14/2021,Ray,10
1/13/2021,Ray,19
1/12/2021,Ray,25
1/11/2021,Ray,36
1/10/2021,Ray,1
1/9/2021,Ray,5
1/8/2021,Ray,33
1/7/2021,Ray,32
1/6/2021,Ray,26
1/5/2021,Ray,96
1/4/2021,Ray,1
1/3/2021,Ray,3
1/2/2021,Ray,17
12/31/2020,Ray,47
12/30/2020,Ray,46
12/29/2020,Ray,29
12/28/2020,Ray,4
12/27/2020,Ray,1
12/26/2020,Ray,3
12/24/2020,Ray,2
12/23/2020,Ray,13
12/22/2020,Ray,16
12/21/2020,Ray,10
12/19/2020,Ray,3
12/18/2020,Ray,3
12/17/2020,Ray,4
12/16/2020,Ray,1
4/24/2021,Randolph,9
4/23/2021,Randolph,26
4/22/2021,Randolph,30
4/21/2021,Randolph,58
4/20/2021,Randolph,95
4/19/2021,Randolph,71
4/18/2021,Randolph,4
4/17/2021,Randolph,23
4/16/2021,Randolph,141
4/15/2021,Randolph,62
4/14/2021,Randolph,102
4/13/2021,Randolph,85
4/12/2021,Randolph,97
4/11/2021,Randolph,18
4/10/2021,Randolph,13
4/9/2021,Randolph,91
4/8/2021,Randolph,60
4/7/2021,Randolph,165
4/6/2021,Randolph,145
4/5/2021,Randolph,71
4/4/2021,Randolph,2
4/3/2021,Randolph,15
4/2/2021,Randolph,109
4/1/2021,Randolph,45
3/31/2021,Randolph,381
3/30/2021,Randolph,88
3/29/2021,Randolph,53
3/28/2021,Randolph,9
3/27/2021,Randolph,23
3/26/2021,Randolph,137
3/25/2021,Randolph,88
3/24/2021,Randolph,96
3/23/2021,Randolph,109
3/22/2021,Randolph,81
3/21/2021,Randolph,9
3/20/2021,Randolph,13
3/19/2021,Randolph,55
3/18/2021,Randolph,56
3/17/2021,Randolph,207
3/16/2021,Randolph,120
3/15/2021,Randolph,81
3/13/2021,Randolph,3
3/12/2021,Randolph,91
3/11/2021,Randolph,132
3/10/2021,Randolph,422
3/9/2021,Randolph,139
3/8/2021,Randolph,84
3/7/2021,Randolph,10
3/6/2021,Randolph,32
3/5/2021,Randolph,174
3/4/2021,Randolph,86
3/3/2021,Randolph,70
3/2/2021,Randolph,100
3/1/2021,Randolph,29
2/28/2021,Randolph,1
2/27/2021,Randolph,32
2/26/2021,Randolph,30
2/25/2021,Randolph,88
2/24/2021,Randolph,668
2/23/2021,Randolph,24
2/22/2021,Randolph,48
2/21/2021,Randolph,2
2/20/2021,Randolph,42
2/19/2021,Randolph,48
2/18/2021,Randolph,80
2/17/2021,Randolph,147
2/16/2021,Randolph,75
2/15/2021,Randolph,74
2/14/2021,Randolph,3
2/13/2021,Randolph,16
2/12/2021,Randolph,107
2/11/2021,Randolph,77
2/10/2021,Randolph,108
2/9/2021,Randolph,110
2/8/2021,Randolph,15
2/7/2021,Randolph,2
2/6/2021,Randolph,25
2/5/2021,Randolph,154
2/4/2021,Randolph,57
2/3/2021,Randolph,22
2/2/2021,Randolph,127
2/1/2021,Randolph,14
1/31/2021,Randolph,6
1/30/2021,Randolph,6
1/29/2021,Randolph,978
1/28/2021,Randolph,32
1/27/2021,Randolph,9
1/26/2021,Randolph,28
1/25/2021,Randolph,36
1/24/2021,Randolph,3
1/23/2021,Randolph,43
1/22/2021,Randolph,41
1/21/2021,Randolph,138
1/20/2021,Randolph,107
1/19/2021,Randolph,70
1/18/2021,Randolph,64
1/16/2021,Randolph,8
1/15/2021,Randolph,50
1/14/2021,Randolph,16
1/13/2021,Randolph,52
1/12/2021,Randolph,72
1/11/2021,Randolph,32
1/10/2021,Randolph,15
1/9/2021,Randolph,12
1/8/2021,Randolph,24
1/7/2021,Randolph,17
1/6/2021,Randolph,18
1/5/2021,Randolph,16
1/4/2021,Randolph,11
1/3/2021,Randolph,4
1/2/2021,Randolph,9
12/31/2020,Randolph,18
12/30/2020,Randolph,64
12/29/2020,Randolph,28
12/28/2020,Randolph,28
12/23/2020,Randolph,7
12/22/2020,Randolph,23
12/21/2020,Randolph,19
12/20/2020,Randolph,11
12/19/2020,Randolph,8
12/18/2020,Randolph,12
12/17/2020,Randolph,10
12/16/2020,Randolph,8
4/24/2021,Ralls,2
4/23/2021,Ralls,4
4/22/2021,Ralls,15
4/21/2021,Ralls,1
4/20/2021,Ralls,27
4/19/2021,Ralls,4
4/17/2021,Ralls,2
4/16/2021,Ralls,15
4/15/2021,Ralls,17
4/14/2021,Ralls,45
4/13/2021,Ralls,137
4/12/2021,Ralls,16
4/11/2021,Ralls,5
4/10/2021,Ralls,2
4/9/2021,Ralls,87
4/8/2021,Ralls,94
4/7/2021,Ralls,20
4/6/2021,Ralls,18
4/5/2021,Ralls,4
4/4/2021,Ralls,1
4/2/2021,Ralls,82
4/1/2021,Ralls,61
3/31/2021,Ralls,13
3/30/2021,Ralls,69
3/29/2021,Ralls,5
3/27/2021,Ralls,3
3/26/2021,Ralls,13
3/25/2021,Ralls,58
3/24/2021,Ralls,46
3/23/2021,Ralls,7
3/22/2021,Ralls,37
3/20/2021,Ralls,4
3/19/2021,Ralls,19
3/18/2021,Ralls,132
3/17/2021,Ralls,12
3/16/2021,Ralls,152
3/15/2021,Ralls,67
3/14/2021,Ralls,3
3/13/2021,Ralls,2
3/12/2021,Ralls,15
3/11/2021,Ralls,21
3/10/2021,Ralls,9
3/9/2021,Ralls,23
3/8/2021,Ralls,12
3/6/2021,Ralls,3
3/5/2021,Ralls,88
3/4/2021,Ralls,101
3/3/2021,Ralls,4
3/2/2021,Ralls,118
3/1/2021,Ralls,6
2/27/2021,Ralls,6
2/26/2021,Ralls,44
2/25/2021,Ralls,87
2/24/2021,Ralls,6
2/23/2021,Ralls,10
2/22/2021,Ralls,34
2/21/2021,Ralls,2
2/20/2021,Ralls,3
2/19/2021,Ralls,28
2/18/2021,Ralls,65
2/17/2021,Ralls,15
2/16/2021,Ralls,111
2/15/2021,Ralls,88
2/13/2021,Ralls,4
2/12/2021,Ralls,125
2/11/2021,Ralls,68
2/10/2021,Ralls,6
2/9/2021,Ralls,130
2/8/2021,Ralls,82
2/7/2021,Ralls,1
2/6/2021,Ralls,7
2/5/2021,Ralls,47
2/4/2021,Ralls,105
2/3/2021,Ralls,2
2/2/2021,Ralls,65
2/1/2021,Ralls,4
1/29/2021,Ralls,26
1/28/2021,Ralls,6
1/27/2021,Ralls,7
1/26/2021,Ralls,15
1/25/2021,Ralls,2
1/24/2021,Ralls,2
1/23/2021,Ralls,3
1/22/2021,Ralls,73
1/21/2021,Ralls,108
1/20/2021,Ralls,203
1/19/2021,Ralls,107
1/18/2021,Ralls,100
1/14/2021,Ralls,8
1/13/2021,Ralls,16
1/12/2021,Ralls,14
1/11/2021,Ralls,4
1/10/2021,Ralls,1
1/9/2021,Ralls,4
1/8/2021,Ralls,16
1/7/2021,Ralls,13
1/5/2021,Ralls,7
1/2/2021,Ralls,1
12/31/2020,Ralls,1
12/30/2020,Ralls,21
12/29/2020,Ralls,22
12/28/2020,Ralls,20
12/27/2020,Ralls,1
12/23/2020,Ralls,14
12/22/2020,Ralls,1
12/21/2020,Ralls,1
12/19/2020,Ralls,1
12/18/2020,Ralls,1
12/16/2020,Ralls,1
4/24/2021,Putnam,3
4/23/2021,Putnam,2
4/22/2021,Putnam,33
4/21/2021,Putnam,1
4/20/2021,Putnam,3
4/19/2021,Putnam,8
4/16/2021,Putnam,8
4/15/2021,Putnam,4
4/14/2021,Putnam,3
4/13/2021,Putnam,4
4/12/2021,Putnam,2
4/10/2021,Putnam,3
4/9/2021,Putnam,21
4/8/2021,Putnam,44
4/7/2021,Putnam,7
4/6/2021,Putnam,10
4/5/2021,Putnam,1
4/3/2021,Putnam,1
4/2/2021,Putnam,11
4/1/2021,Putnam,3
3/31/2021,Putnam,32
3/30/2021,Putnam,9
3/29/2021,Putnam,7
3/28/2021,Putnam,1
3/27/2021,Putnam,2
3/26/2021,Putnam,6
3/25/2021,Putnam,30
3/24/2021,Putnam,36
3/23/2021,Putnam,3
3/22/2021,Putnam,1
3/21/2021,Putnam,2
3/20/2021,Putnam,105
3/19/2021,Putnam,5
3/18/2021,Putnam,6
3/17/2021,Putnam,6
3/16/2021,Putnam,4
3/15/2021,Putnam,2
3/12/2021,Putnam,12
3/11/2021,Putnam,3
3/9/2021,Putnam,1
3/8/2021,Putnam,5
3/7/2021,Putnam,1
3/6/2021,Putnam,5
3/5/2021,Putnam,95
3/4/2021,Putnam,178
3/3/2021,Putnam,1
3/2/2021,Putnam,25
3/1/2021,Putnam,5
2/28/2021,Putnam,1
2/27/2021,Putnam,131
2/26/2021,Putnam,7
2/25/2021,Putnam,10
2/24/2021,Putnam,11
2/23/2021,Putnam,3
2/22/2021,Putnam,1
2/19/2021,Putnam,3
2/18/2021,Putnam,69
2/16/2021,Putnam,2
2/15/2021,Putnam,1
2/12/2021,Putnam,5
2/11/2021,Putnam,3
2/10/2021,Putnam,101
2/9/2021,Putnam,2
2/8/2021,Putnam,2
2/6/2021,Putnam,4
2/5/2021,Putnam,115
2/4/2021,Putnam,154
2/3/2021,Putnam,3
2/2/2021,Putnam,1
2/1/2021,Putnam,9
1/29/2021,Putnam,71
1/27/2021,Putnam,11
1/24/2021,Putnam,1
1/22/2021,Putnam,7
1/21/2021,Putnam,14
1/20/2021,Putnam,41
1/19/2021,Putnam,1
1/18/2021,Putnam,1
1/15/2021,Putnam,5
1/14/2021,Putnam,1
1/13/2021,Putnam,45
1/12/2021,Putnam,2
1/11/2021,Putnam,7
1/5/2021,Putnam,1
1/3/2021,Putnam,1
12/30/2020,Putnam,1
12/29/2020,Putnam,1
12/28/2020,Putnam,2
12/23/2020,Putnam,2
12/21/2020,Putnam,4
12/16/2020,Putnam,2
4/25/2021,Pulaski,10
4/24/2021,Pulaski,23
4/23/2021,Pulaski,50
4/22/2021,Pulaski,70
4/21/2021,Pulaski,77
4/20/2021,Pulaski,58
4/19/2021,Pulaski,157
4/18/2021,Pulaski,9
