,alpha,neg_mean_squared_error,r2,neg_mean_absolute_error
0,0.5,-13133.062962835222,0.6251733138007853,-10.196844372052151
1,0.6,-12840.067590123555,0.6349995600432202,-10.13055008543371
2,0.7,-12574.252467733293,0.6433185351242219,-10.075911632503306
3,0.8,-12331.85235577406,0.6505181860963377,-10.027988583993732
4,0.9,-12109.73712466082,0.6568546996997796,-9.984511276749942
5,1.0,-11905.279250886106,0.662506832914759,-9.944834279111795
