,alpha,l1_ratio,neg_mean_squared_error,r2,neg_mean_absolute_error
60,0.6,0.5,-23646.51133560281,0.3169016619400949,-13.189629206609416
61,0.6,0.6,-22863.1646602432,0.4089270686186162,-12.771969993799281
62,0.6,0.7,-22511.155534519723,0.47905584424407055,-12.31384387703052
63,0.6,0.8,-22194.76503774855,0.5411280568193676,-11.740427408968722
64,0.6,0.9,-21917.845822009902,0.5838635296815392,-10.98425395831578
65,0.6,1.0,-20429.62332453498,0.6271492505031796,-9.57525341334302
66,0.7,0.0,-37931.26238141014,-0.8155920554744294,-15.383799301601803
67,0.7,0.1,-34382.269937286124,-0.5304577922124428,-15.04049439474124
68,0.7,0.2,-31135.112027181516,-0.2566899134233865,-14.665642775303322
69,0.7,0.3,-28160.41805614247,-0.026901854038922028,-14.278153060553164
70,0.7,0.4,-25257.05152339646,0.19139474799837586,-13.833814265014224
71,0.7,0.5,-23679.60970215828,0.3238186450764742,-13.419399669158325
72,0.7,0.6,-22930.180134813727,0.413530529125087,-12.991453010181038
73,0.7,0.7,-22239.29431503623,0.49693805781104033,-12.488072752990844
74,0.7,0.8,-21954.895437211668,0.5551933243426548,-11.899755181381064
75,0.7,0.9,-21521.3286758086,0.5963819211693251,-11.102723340145038
76,0.7,1.0,-19693.525728696703,0.6408922971978347,-9.656653223599207
77,0.8,0.0,-38338.61030331601,-0.8136737509730819,-15.629482880409574
78,0.8,0.1,-34750.82512766006,-0.5258684258179108,-15.282271456159245
79,0.8,0.2,-31263.12397081865,-0.2420019929358414,-14.904193041687009
80,0.8,0.3,-27840.663823262592,0.01003294388491421,-14.492075835593823
81,0.8,0.4,-25080.232078798654,0.2142856639037999,-14.049309784529441
82,0.8,0.5,-23654.049364348135,0.3313010410795117,-13.634898953207886
83,0.8,0.6,-22716.789670861297,0.4272716756533993,-13.187778832570503
84,0.8,0.7,-21749.072918907714,0.5163114098279644,-12.647055144328954
85,0.8,0.8,-21499.658690428794,0.5692273245444266,-12.045053730231716
86,0.8,0.9,-21098.970605172923,0.608792497551592,-11.21062246348084
87,0.8,1.0,-18949.20210671326,0.6541641882097745,-9.760062065910406
88,0.9,0.0,-38977.15328655161,-0.8212525148411179,-15.858617639874202
89,0.9,0.1,-35121.679481811385,-0.5209479308020801,-15.50475163767879
90,0.9,0.2,-31363.4335230441,-0.23170076833446127,-15.12506058336325
91,0.9,0.3,-27337.828455154133,0.05629892502638301,-14.678726075526274
92,0.9,0.4,-24810.424371058212,0.2330325837822719,-14.251868829938891
93,0.9,0.5,-23515.805771776286,0.345224214569797,-13.842178288917207
94,0.9,0.6,-22365.5877702622,0.4498316658757676,-13.349544207421745
95,0.9,0.7,-21406.065315580225,0.5282694922645362,-12.811745695850673
96,0.9,0.8,-20964.044484574853,0.5828390741667747,-12.1823279865462
97,0.9,0.9,-20393.30060166138,0.6217951161387105,-11.32455928384325
98,0.9,1.0,-18048.221702672716,0.6681817334162266,-9.832119248939499
99,1.0,0.0,-39631.400408785834,-0.8283809863253772,-16.0685143311076
100,1.0,0.1,-35541.153403070275,-0.5172397582400823,-15.710806210886009
101,1.0,0.2,-31248.50923846068,-0.2025652879559299,-15.317323980975107
102,1.0,0.3,-26751.366867176115,0.10330373126048933,-14.84072759046476
103,1.0,0.4,-24610.784596540285,0.2537024154052327,-14.442235550797331
104,1.0,0.5,-23257.73583676231,0.36843075410897014,-14.017121848088886
105,1.0,0.6,-22059.89446537062,0.4677253627350828,-13.506611900398166
106,1.0,0.7,-21101.641655974618,0.5412244286127227,-12.96542358150124
107,1.0,0.8,-20477.974213211193,0.5954114649403197,-12.312196671688213
108,1.0,0.9,-19852.12004674566,0.6304472147835362,-11.458374521471518
109,1.0,1.0,-17619.71897744897,0.6757372647595576,-9.902643495352324
